#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_17 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
NPHP3	ENSG00000113971	ENSG00000113971:132407918-132408107:source	-0.370131367087;0.370131367087	0.999958591954;0.999958591954	0.488;0.512	0.127;0.873	t|1e1.2o2|1e2.1o1	False	False	True	2	3	1	chr3	-	132408107-132410036;132408107-132409372	132407918-132408107;132409372-132409494;132410036-132410130	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/42_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NPHP3
NPHP3	ENSG00000113971	ENSG00000113971:132401547-132401662:source	-0.0164116101118;-0.0208020335756;0.216864399077;-0.0449905237531	1.33301813181e-15;4.22063479121e-05;0.783952578581;0.0122329064636	0.066;0.164;0.469;0.308	0.025;0.099;0.681;0.212	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr3	-	132401662-132405104;132401662-132403398;132401662-132402243;132401662-132401663	132401547-132401662;132401663-132402242;132402243-132402368;132403398-132403667;132405104-132405231	;;;;	;;;;	(132401663, 132402242)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/42_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NPHP3
UQCRQ	ENSG00000164405	ENSG00000164405:132202252-132202383:source	0.255851795206;-0.0323434117573;-0.208507064184	0.969903718896;9.4817119575e-17;0.774608239544	0.611;0.073;0.322	0.860;0.026;0.118	s|1e1.1o1|1e2.1o1|2e1.1o1	True	True	True	3	3	0	chr5	+	132202379-132202561;132202379-132203180;132202383-132202561	132202252-132202383;132202561-132203034;132202561-132203034;132203180-132203723	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/94_T4_N_T4_17.deltapsi_quantify_deltapsi.html#UQCRQ
ENSG00000135213	ENSG00000135213	ENSG00000135213:75048603-75050568:source	0.246697125562;-0.0328575836735;-0.201295159851	0.942543741274;6.03350396596e-17;0.717560350992	0.553;0.073;0.381	0.794;0.026;0.184	t|1e0|2e1.3o3|2e2.1o2|i	False	True	True	2	3	1	chr7	-	75048725-75050792;75048725-75050272;75050568-75050569	75048603-75050568;75050569-75050791;75050792-75052486	;;	;;	(75050569, 75050791)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/65_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ENSG00000135213
TTTY15	ENSG00000233864	ENSG00000233864:14798442-14798535:source	-0.197998358693;1.83299031595e-08;-0.000763361399708;0.20615020679	0.671335804533;6.02258298575e-18;3.46658934473e-14;0.741948389684	0.394;0.025;0.084;0.514	0.201;0.025;0.078;0.716	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	False	True	True	4	4	1	chrY	+	14798535-14799393;14798535-14799614;14798535-14802255;14798535-14813939	14798442-14798535;14799393-14800184;14799393-14800184;14802255-14804162;14813939-14813984	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/126_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TTTY15
ABCA7	ENSG00000064687	ENSG00000064687:1046229-1046405:source	3.74250126238e-07;0.279116794757;-0.277509403177	6.59278747884e-17;0.999366345845;0.999258090032	0.025;0.703;0.296	0.025;0.975;0.025	s|1e2.1o1|2e1.1o1|i	True	False	True	2	3	1	chr19	+	1046403-1047156;1046405-1046801;1046405-1046406	1046229-1046405;1046406-1046800;1046801-1047023;1047156-1047377	;;;	;;;	(1046406, 1046800)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/9_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ABCA7
ABCA7	ENSG00000064687	ENSG00000064687:1046801-1047023:target	0.397949529857;-0.397949529857	0.999999999994;0.999999999994	0.587;0.413	0.975;0.025	t|1e1.2o2|i	False	False	False	1	2	1	chr19	+	1046405-1046801;1046800-1046801	1046229-1046405;1046406-1046800;1046801-1047023	;;	;;	(1046406, 1046800)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/9_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ABCA7
ABCA7	ENSG00000064687	ENSG00000064687:1042063-1042175:target	-0.0480865555391;0.286241786521;-0.202045782476	0.00096096090958;0.987485996449;0.712634815844	0.141;0.529;0.329	0.062;0.808;0.132	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr19	+	1041602-1042063;1041971-1042063;1042062-1042063	1041509-1041681;1041830-1041971;1041972-1042062;1042063-1042175	;;;	;;;	(1041972, 1042062)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/9_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ABCA7
SMC5	ENSG00000198887	ENSG00000198887:72892226-72892388:target	0.312209305937;-0.312209305937	0.991021644527;0.991021644527	0.445;0.555	0.750;0.250	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr9	+	72882891-72892226;72891647-72892226	72882839-72882891;72891585-72891647;72892226-72892388	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/121_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SMC5
CD6	ENSG00000013725	ENSG00000013725:60780895-60781035:source	0.202110404734;-0.0400022811563;7.77156117238e-16;-0.00774869808747;7.77156117238e-16;-0.0906108399694	0.803762192759;8.10066073383e-07;6.02256251486e-18;1.45836281592e-17;6.02256251486e-18;0.00156036438996	0.321;0.293;0.025;0.075;0.025;0.296	0.518;0.233;0.025;0.045;0.025;0.196	s|1e0|2e1.1o1|2e2.3o4|2e2.4o4|2e3.2o2|2e4.1o2|i	True	True	True	5	5	1	chr11	+	60781035-60781391;60781035-60783185;60781035-60783205;60781035-60784951;60781035-60785231;60781035-60781036	60780895-60781035;60781036-60781390;60781391-60781486;60782893-60783307;60782893-60783307;60784375-60785150;60785231-60785485	;;;;;;	;;;;;;	(60781036, 60781390)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/4_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CD6
SSFA2	ENSG00000138434	ENSG00000138434:182786675-182787139:target	-0.299741779076;0.0537847908369;0.192357206731	0.977581448716;0.00801292722623;0.622972679806	0.580;0.031;0.383	0.288;0.128;0.584	t|1e1.2o2|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr2	+	182784173-182786675;182785377-182786675;182785389-182786675	182784023-182784173;182785324-182785389;182785324-182785389;182786675-182787139	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/70_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SSFA2
YME1L1	ENSG00000136758	ENSG00000136758:27415246-27415715:source	0.217498646995;-0.0089452459748;2.14488297708e-11;-0.167735341731	0.813758615691;1.57749026039e-17;6.02256253881e-18;0.413837182062	0.490;0.056;0.025;0.451	0.702;0.025;0.025;0.284	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr10	-	27415715-27420788;27415715-27418438;27415715-27418166;27415715-27415716	27415246-27415715;27415716-27418165;27418166-27418286;27418438-27418516;27420788-27420870	;;;;	;;;;	(27415716, 27418165)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/68_T4_N_T4_17.deltapsi_quantify_deltapsi.html#YME1L1
YME1L1	ENSG00000136758	ENSG00000136758:27420788-27420870:target	-0.0726552117242;-6.19464450307e-08;0.211092502301;-0.0373212580972;-0.0156425552488	2.95983619636e-11;6.02264508253e-18;0.801926296401;4.70014559686e-17;4.25555726733e-06	0.109;0.025;0.562;0.075;0.235	0.025;0.025;0.768;0.027;0.184	s|1e0|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	False	False	True	4	5	1	chr10	-	27418516-27420788;27418286-27420788;27415715-27420788;27412628-27420788;27420787-27420788	27412476-27412628;27415246-27415715;27418166-27418286;27418438-27418516;27418517-27420787;27420788-27420870	;;;;;	;;;;;	(27418517, 27420787)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/68_T4_N_T4_17.deltapsi_quantify_deltapsi.html#YME1L1
ICOS	ENSG00000163600	ENSG00000163600:204822694-204822806:source	-0.332867920816;0.332867920816	0.995620243294;0.995620243294	0.457;0.543	0.133;0.867	s|1e1.1o1|i	False	False	False	1	2	1	chr2	+	204822806-204824309;204822806-204822807	204822694-204822806;204822807-204824308;204824309-204826300	;;	;;	(204822807, 204824308)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/92_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ICOS
XRCC5	ENSG00000079246	ENSG00000079246:216977739-216977852:source	1.03541417799e-15;-0.221722709141;-8.47478567914e-09;0.206448307253	6.02256251486e-18;0.981348501768;6.02264218177e-18;0.902585133353	0.025;0.975;0.025;0.025	0.025;0.759;0.025;0.226	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chr2	+	216977852-216981361;216977852-216981382;216977852-216983766;216977852-216977853	216977739-216977852;216977853-216981360;216981361-216981761;216981361-216981761;216983766-216983888	;;;;	;;;;	(216977853, 216981360)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/16_T4_N_T4_17.deltapsi_quantify_deltapsi.html#XRCC5
SEL1L3	ENSG00000091490	ENSG00000091490:25759156-25759228:target	-0.0970346996246;-0.0596005013322;0.20473835712	0.0135517813487;0.000124496431757;0.749562606819	0.152;0.119;0.729	0.038;0.029;0.929	s|1e0|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr4	-	25758530-25759156;25752602-25759156;25750186-25759156	25749055-25750186;25752549-25752602;25757544-25758530;25759156-25759228	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/21_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SEL1L3
RERE	ENSG00000142599	ENSG00000142599:8421823-8421936:source	0.214722543435;-0.214722543435	0.970605373383;0.970605373383	0.766;0.234	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	8421936-8422743;8421936-8421937	8421823-8421936;8421937-8422742;8422743-8422904	;;	;;	(8421937, 8422742)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/75_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RERE
RERE	ENSG00000142599	ENSG00000142599:8420172-8421550:target	1.12841547987e-07;0.399809574401;-0.401262106146	6.02268854411e-18;0.999993371815;0.999994199992	0.025;0.252;0.748	0.025;0.641;0.356	s|1e3.1o1|2e1.1o1|2e2.1o1	True	False	True	3	4	1	chr1	-	8416306-8421520;8420046-8420172;8418976-8420172	8416160-8416306;8418256-8418976;8419824-8420046;8420172-8421550	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/75_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RERE
SEPT2	ENSG00000168385	ENSG00000168385:242275258-242275796:source	-0.194956676795;0.216826982465;-0.00393961170964	0.647296384013;0.868398027174;7.7244709338e-09	0.447;0.271;0.282	0.257;0.483;0.261	s|1e0|2e0|3e1.1o1|3e2.2o2|4e0|5e0|6e0|i	True	False	True	2	3	1	chr2	+	242275513-242276200;242275513-242276797;242275796-242275797	242275258-242275796;242275797-242276199;242276200-242276559;242276726-242276867	;;;	;;;	(242275797, 242276199)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/99_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SEPT2
SEPT2	ENSG00000168385	ENSG00000168385:242265382-242265528:target	5.01620471396e-13;2.1614979925e-07;-0.125068656063;1.19199905693e-10;5.01620471396e-13;0.300491817425;4.85588572219e-07;-0.147353865966	6.02256251542e-18;6.02280391158e-18;0.055260350864;6.02256264823e-18;6.02256251542e-18;0.999743964203;6.02310483423e-18;0.0454755398428	0.025;0.025;0.178;0.025;0.025;0.625;0.025;0.169	0.025;0.025;0.052;0.025;0.025;0.918;0.025;0.025	t|1e5.1o1|2e1.1o1|2e2.1o1|2e3.3o3|2e4.1o1|2e5.1o1|2e6.1o2|i	True	True	True	7	7	1	chr2	+	242263656-242265382;242255025-242265408;242255397-242265408;242257014-242265408;242259702-242265408;242263656-242265408;242264077-242265408;242265381-242265382	242254515-242255025;242255276-242255397;242256914-242257014;242259618-242259702;242263569-242263656;242263569-242263656;242263824-242264659;242264660-242265381;242265382-242265528	;;;;;;;;	;;;;;;;;	(242264660, 242265381)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/99_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SEPT2
KIAA0100	ENSG00000007202	ENSG00000007202:26950778-26950984:target	-0.000461683987019;-0.0579961517788;-0.0848031174487;0.238523489828	6.52764305433e-18;1.85525312414e-10;0.0304447012078;0.931684393765	0.029;0.090;0.231;0.638	0.025;0.025;0.121;0.870	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	False	True	True	4	4	1	chr17	-	26950554-26950778;26950486-26950778;26950310-26950778;26948516-26950778	26948417-26948516;26950223-26950310;26950448-26950554;26950448-26950554;26950778-26950984	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/1_T4_N_T4_17.deltapsi_quantify_deltapsi.html#KIAA0100
KIAA0100	ENSG00000007202	ENSG00000007202:26969293-26969499:target	0.25963623987;-0.00826084214508;-0.203260059715	0.981723154141;1.95571498724e-08;0.862644772097	0.656;0.123;0.223	0.909;0.090;0.025	s|1e1.1o3|1e2.1o3|i	False	False	True	2	3	1	chr17	-	26969096-26969293;26967701-26969293;26969292-26969293	26967415-26967701;26968907-26969096;26969097-26969292;26969293-26969499	;;;	;;;	(26969097, 26969292)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/1_T4_N_T4_17.deltapsi_quantify_deltapsi.html#KIAA0100
KIAA0100	ENSG00000007202	ENSG00000007202:26969887-26970005:target	0.291972695714;-0.00954200787803;-0.23853147536	0.998508633854;2.57319866445e-10;0.993065343152	0.675;0.072;0.258	0.959;0.039;0.025	s|1e1.2o2|1e2.1o3|i	False	False	True	2	3	1	chr17	-	26969353-26969887;26969096-26969887;26969886-26969887	26968907-26969096;26969293-26969499;26969500-26969886;26969887-26970005	;;;	;;;	(26969500, 26969886)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/1_T4_N_T4_17.deltapsi_quantify_deltapsi.html#KIAA0100
ADPGK	ENSG00000159322	ENSG00000159322:73047897-73047995:source	-0.0259638053752;-0.00258200750023;0.361575123844;8.74955452676e-06;-0.290153812528	4.94065436304e-14;8.6727410116e-10;0.999994453806;2.74273140135e-15;0.999999260583	0.071;0.058;0.570;0.025;0.308	0.026;0.046;0.922;0.025;0.025	t|1e1.1o1|1e2.3o5|1e3.2o2|1e4.1o1|i	False	False	True	4	5	1	chr15	-	73047995-73064124;73047995-73052748;73047995-73048592;73047995-73048323;73047995-73047996	73047897-73047995;73047996-73048322;73048323-73048502;73048592-73050951;73052564-73052868;73064124-73064186	;;;;;	;;;;;	(73047996, 73048322)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ADPGK
ADPGK	ENSG00000159322	ENSG00000159322:73064124-73064186:target	0.225019533844;-0.0132873025915;-0.0133652296465;-0.00553531070776;-0.0583546069178	0.836924407533;6.93440000859e-14;2.30868326474e-17;1.25438725294e-07;0.0017985494549	0.593;0.063;0.063;0.132;0.158	0.813;0.026;0.025;0.103;0.066	s|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3	False	True	True	5	4	1	chr15	-	73052868-73064124;73047995-73064124;73045482-73064124;73045236-73064124;73045233-73064124	73043710-73045482;73043710-73045482;73043710-73045482;73047897-73047995;73052564-73052868;73064124-73064186	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ADPGK
NEU1	ENSG00000204386	ENSG00000204386:31825436-31827722:source	-0.303196683154;0.303196683154	0.999997439102;0.999997439102	0.975;0.025	0.679;0.321	t|1e1.1o1|i	False	False	False	1	2	1	chr6	-	31827722-31827819;31827722-31827723	31825436-31827722;31827723-31827818;31827819-31828041	;;	;;	(31827723, 31827818)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/122_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NEU1
NEU1	ENSG00000204386	ENSG00000204386:31827819-31828041:target	-0.272449862004;0.272449862004	0.999730145197;0.999730145197	0.975;0.025	0.709;0.291	s|1e1.1o1|i	False	False	False	1	2	1	chr6	-	31827722-31827819;31827818-31827819	31825436-31827722;31827723-31827818;31827819-31828041	;;	;;	(31827723, 31827818)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/122_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NEU1
NTAN1	ENSG00000157045	ENSG00000157045:15141034-15141407:target	0.385861843272;7.59712605712e-05;0.00169581359316;0.000814225523014;-0.407507318123	0.999937958795;5.1640694208e-11;5.42887573286e-07;6.89485444062e-09;0.999999999917	0.521;0.025;0.043;0.025;0.422	0.897;0.026;0.054;0.033;0.025	s|1e2.2o2|1e3.1o1|2e0|3e2.2o2|4e0|5e1.1o1|i	True	True	True	4	4	1	chr16	-	15138264-15141299;15135533-15141299;15138264-15141275;15140371-15141034;15141033-15141034	15135480-15135533;15138191-15139911;15138191-15139911;15140214-15140371;15140372-15141033;15141034-15141407	;;;;;	;;;;;	(15140372, 15141033)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/86_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NTAN1
N4BP2L2	ENSG00000244754	ENSG00000244754:33112887-33112970:target	-0.131026559205;-0.107531518235;-0.0089951767979;0.29799304751	0.0253310468947;0.186588128565;3.54592113808e-14;0.978188757249	0.157;0.464;0.061;0.322	0.027;0.329;0.030;0.613	s|1e1.2o2|1e2.1o1|2e2.1o1|i	True	True	True	3	3	1	chr13	-	33112821-33112915;33111164-33112915;33111164-33112887;33112886-33112887	33110564-33111164;33110564-33111164;33112755-33112823;33112824-33112886;33112887-33112970	;;;;	;;;;	(33112824, 33112886)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/128_T4_N_T4_17.deltapsi_quantify_deltapsi.html#N4BP2L2
KLHDC4	ENSG00000104731	ENSG00000104731:87744841-87745049:target	-0.000718153618462;0.00029576494676;0.251977595803;1.52318898561e-06;-0.18389442593	1.16470901886e-13;3.22392933333e-09;0.980930766771;1.18095835016e-13;0.573980667606	0.031;0.029;0.719;0.025;0.204	0.025;0.031;0.965;0.025;0.025	s|1e0|2e1.1o2|2e1.2o2|2e2.1o1|2e3.2o3|i	True	True	True	4	4	1	chr16	-	87744211-87744841;87744038-87744841;87743273-87744841;87742072-87744841;87744840-87744841	87741956-87742154;87742871-87743273;87743772-87744211;87743772-87744211;87744484-87744840;87744841-87745049	;;;;;	;;;;;	(87744484, 87744840)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/30_T4_N_T4_17.deltapsi_quantify_deltapsi.html#KLHDC4
TNRC18	ENSG00000182095	ENSG00000182095:5434071-5434226:target	-0.338326390575;0.417287323146;-0.0449694168418	0.999775037327;0.999999307905;8.77827554736e-07	0.411;0.487;0.101	0.082;0.894;0.028	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr7	-	5433863-5434071;5430259-5434071;5428967-5434071	5428936-5428967;5429081-5430259;5433673-5433863;5434071-5434226	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/110_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TNRC18
TNRC18	ENSG00000182095	ENSG00000182095:5429081-5430259:source	0.242438046631;-0.242438046631	0.922388515187;0.922388515187	0.704;0.296	0.940;0.060	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr7	-	5430259-5434071;5430259-5433673	5429081-5430259;5433673-5433863;5434071-5434226	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/110_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TNRC18
AC093838.4	ENSG00000152117	ENSG00000152117:132273887-132273977:source	0.204102707385;-0.204102707385	0.864016250612;0.864016250612	0.776;0.224	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr2	+	132273977-132274430;132273977-132273978	132273887-132273977;132273978-132274429;132274430-132274530	;;	;;	(132273978, 132274429)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/82_T4_N_T4_17.deltapsi_quantify_deltapsi.html#AC093838.4
CARD11	ENSG00000198286	ENSG00000198286:2969626-2969708:source	0.302964907731;-0.302964907731	0.999999996415;0.999999996415	0.680;0.320	0.975;0.025	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr7	-	2969708-2972169;2969708-2969709	2969626-2969708;2969709-2972168;2972169-2972220	;;	;;	(2969709, 2972168)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/120_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CARD11
CARD11	ENSG00000198286	ENSG00000198286:2979383-2979562:source	0.231390888359;-0.231390888359	0.997552490985;0.997552490985	0.749;0.251	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2979562-2983846;2979562-2979563	2979383-2979562;2979563-2983845;2983846-2984171	;;	;;	(2979563, 2983845)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/120_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CARD11
SIPA1	ENSG00000213445	ENSG00000213445:65417753-65417950:target	0.22789373816;-0.22789373816	0.873703589141;0.873703589141	0.624;0.376	0.846;0.154	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr11	+	65417663-65417872;65417752-65417753	65417609-65417663;65417664-65417752;65417753-65417950	;;	;;	(65417664, 65417752)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/124_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SIPA1
TBP	ENSG00000112592	ENSG00000112592:170863390-170863551:source	-0.0609907824582;0.304957301072;-0.197736482089	0.00426706363894;0.986387930499;0.66390550467	0.161;0.441;0.399	0.061;0.738;0.200	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	0	chr6	+	170863551-170865967;170863551-170865970;170863551-170870879	170863390-170863551;170865967-170866171;170865967-170866171;170870879-170871321	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/40_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TBP
TBP	ENSG00000112592	ENSG00000112592:170870879-170871321:target	-0.239116772777;0.239116772777	0.86042286614;0.86042286614	0.444;0.556	0.209;0.791	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr6	+	170863551-170870879;170866171-170870879	170863390-170863551;170865967-170866171;170870879-170871321	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/40_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TBP
HSPA4	ENSG00000170606	ENSG00000170606:132435237-132435344:source	0.291406133133;-0.291406133133	0.999999464025;0.999999464025	0.691;0.309	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr5	+	132435344-132437451;132435344-132435345	132435237-132435344;132435345-132437287;132437288-132437570	;;	;;	(132435345, 132437287)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/102_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HSPA4
HSPA4	ENSG00000170606	ENSG00000170606:132437288-132437570:target	0.251998554945;-0.251998554945	0.999433627943;0.999433627943	0.729;0.271	0.975;0.025	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr5	+	132435344-132437451;132437287-132437288	132435237-132435344;132435345-132437287;132437288-132437570	;;	;;	(132435345, 132437287)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/102_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HSPA4
HDAC1	ENSG00000116478	ENSG00000116478:32792540-32792678:source	2.37873315393e-11;0.259306130484;-0.254975173004	6.02256254142e-18;0.999996930025;0.999988385346	0.025;0.722;0.274	0.025;0.975;0.025	s|1e1.3o3|1e2.1o1|i	False	False	True	2	3	1	chr1	+	32792678-32793007;32792678-32793137;32792678-32792679	32792540-32792678;32792679-32792789;32792790-32793059;32793137-32793278	;;;	;;;	(32792679, 32792789)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/46_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HDAC1
TRANK1	ENSG00000168016	ENSG00000168016:36934392-36934475:source	-0.293084594424;0.293084594424	0.982603426589;0.982603426589	0.382;0.618	0.096;0.904	t|1e1.1o2|1e2.1o1	False	False	True	2	3	1	chr3	-	36934475-36940600;36934475-36937131	36934392-36934475;36937131-36937249;36940598-36940750	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/98_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TRANK1
TRANK1	ENSG00000168016	ENSG00000168016:36940598-36940750:target	0.297394027912;-0.176004569732;-0.069945638389	0.978225819835;0.532545104833;0.0230866988528	0.548;0.290;0.163	0.838;0.107;0.054	s|1e1.1o1|1e2.1o1|1e3.1o1|2e0	True	False	True	3	4	1	chr3	-	36937249-36940600;36934475-36940600;36933831-36940600	36933693-36933831;36934392-36934475;36937131-36937249;36940598-36940750	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/98_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TRANK1
PHF20L1	ENSG00000129292	ENSG00000129292:133806979-133807063:source	0.388194636226;-0.388194636226	0.999950184566;0.999950184566	0.484;0.516	0.863;0.137	s|1e1.1o1|1e2.2o2	False	False	True	2	3	1	chr8	+	133807063-133811018;133807063-133816064	133806979-133807063;133811018-133811106;133815786-133816277	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/58_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PHF20L1
N4BP1	ENSG00000102921	ENSG00000102921:48587450-48587580:target	0.226131630676;-0.199289036664;-0.00122955178607	0.870225846494;0.686584081597;7.3686191183e-18	0.301;0.656;0.035	0.522;0.461;0.025	s|1e1.1o2|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr16	-	48585393-48587450;48582025-48587450;48577172-48587450	48572637-48577172;48581918-48582025;48585297-48585393;48587450-48587580	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/28_T4_N_T4_17.deltapsi_quantify_deltapsi.html#N4BP1
