#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_1 E(PSI)	T4_2 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
HLA-H	ENSG00000206341	ENSG00000206341:29911899-29911909:target	0.280407630125;-0.280407630125	0.999657153658;0.999657153658	0.320;0.680	0.594;0.406	t|1e1.6o10|i	False	False	False	1	2	1	chr6	+	29856519-29911899;29911898-29911899	29856244-29857081;29911764-29911898;29911899-29911909	;;	;;	(29911764, 29911898)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/182_T4_1_T4_2.deltapsi_quantify_deltapsi.html#HLA-H
HLA-H	ENSG00000206341	ENSG00000206341:29858041-29858149:target	-0.259949979652;0.259949979652	0.949855152313;0.949855152313	0.490;0.510	0.236;0.764	t|1e1.11o11|1e2.1o2	False	False	True	2	3	1	chr6	+	29857381-29858041;29857600-29858041	29857105-29857381;29857484-29857663;29858041-29858149	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/182_T4_1_T4_2.deltapsi_quantify_deltapsi.html#HLA-H
SAP30L	ENSG00000164576	ENSG00000164576:153830651-153830876:source	-0.251796707128;0.251796707128	0.895468787586;0.895468787586	0.498;0.502	0.251;0.749	s|1e1.3o3|1e2.2o3|2e0	True	False	True	2	3	0	chr5	+	153830773-153832016;153830773-153832962	153830651-153830876;153831958-153832059;153832638-153833060	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/140_T4_1_T4_2.deltapsi_quantify_deltapsi.html#SAP30L
GALNT10	ENSG00000164574	ENSG00000164574:153795343-153795492:target	-0.204186362776;0.204186362776	0.707340151258;0.707340151258	0.248;0.752	0.049;0.951	t|1e1.2o2|1e2.1o1	False	False	True	2	3	1	chr5	+	153789322-153795343;153792565-153795343	153789101-153789322;153792449-153792565;153795343-153795492	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/140_T4_1_T4_2.deltapsi_quantify_deltapsi.html#GALNT10
GALNT10	ENSG00000164574	ENSG00000164574:153789101-153789322:target	-0.218689810896;0.222579406897;-1.30518199174e-07;-1.30518199174e-07	0.828539160728;0.851063759216;1.07898621751e-15;1.07898621751e-15	0.238;0.757;0.025;0.025	0.025;0.974;0.025;0.025	t|1e1.1o2|1e2.1o2|1e2.2o2|1e3.1o1	True	False	True	4	4	1	chr5	+	153765990-153789101;153783771-153789101;153783776-153789101;153789008-153789101	153765873-153769141;153783337-153783776;153783337-153783776;153789008-153789008;153789101-153789322	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/140_T4_1_T4_2.deltapsi_quantify_deltapsi.html#GALNT10
EPRS	ENSG00000136628	ENSG00000136628:220197606-220197798:source	-0.241433064154;0.241433064154	0.952926139603;0.952926139603	0.260;0.740	0.025;0.975	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr1	-	220197798-220203728;220197798-220198474	220197606-220197798;220198474-220198600;220203728-220203822	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/101_T4_1_T4_2.deltapsi_quantify_deltapsi.html#EPRS
NXF1	ENSG00000162231	ENSG00000162231:62566011-62566078:source	-0.821087072597;-6.14041796233e-05;0.818345264316	1.0;3.41266126015e-17;1.0	0.974;0.026;0.025	0.173;0.025;0.823	t|1e0|2e1.1o3|2e2.1o2|i	False	True	True	2	3	1	chr11	-	62566047-62567849;62566047-62566363;62566078-62566079	62566011-62566078;62566079-62566316;62566317-62566728;62567585-62567958	;;;	;;;	(62566079, 62566316)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/135_T4_1_T4_2.deltapsi_quantify_deltapsi.html#NXF1
ZNF317	ENSG00000130803	ENSG00000130803:9267944-9268386:source	1.81373888712e-06;0.230468586061;-0.226382515108	9.91801882679e-14;0.800563973725;0.78485403133	0.025;0.455;0.530	0.025;0.686;0.302	s|1e1.1o3|1e1.2o3|1e2.1o1|2e0	True	True	True	3	3	0	chr19	+	9268070-9268510;9268070-9268656;9268070-9269502	9267944-9268386;9268510-9268751;9268510-9268751;9269502-9269584	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/88_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ZNF317
ZNF317	ENSG00000130803	ENSG00000130803:9267944-9268386:target	-0.396991351772;0.396991351772	0.999999996538;0.999999996538	0.975;0.025	0.588;0.412	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	9267424-9267944;9267943-9267944	9267288-9267424;9267425-9267943;9267944-9268386	;;	;;	(9267425, 9267943)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/88_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ZNF317
ZNF317	ENSG00000130803	ENSG00000130803:9267288-9267424:source	-0.495259953159;0.495259953159	1.0;1.0	0.975;0.025	0.492;0.508	s|1e1.1o1|i	False	False	False	1	2	1	chr19	+	9267424-9267944;9267424-9267425	9267288-9267424;9267425-9267943;9267944-9268386	;;	;;	(9267425, 9267943)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/88_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ZNF317
ZNF592	ENSG00000166716	ENSG00000166716:85321414-85321543:source	-0.26561560811;0.26561560811	0.993630296154;0.993630296154	0.284;0.716	0.025;0.975	s|1e1.1o1|1e2.2o2	False	False	True	2	3	1	chr15	+	85321543-85324808;85321543-85325888	85321414-85321543;85324808-85324942;85325885-85328126	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/144_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ZNF592
USP8	ENSG00000138592	ENSG00000138592:50784898-50785110:source	-0.260877477585;0.260877477585	0.979192171569;0.979192171569	0.284;0.716	0.030;0.970	s|1e1.1o3|1e1.3o3	False	True	False	2	2	1	chr15	+	50785110-50785257;50785110-50786267	50784898-50785110;50785257-50786477;50785257-50786477	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/105_T4_1_T4_2.deltapsi_quantify_deltapsi.html#USP8
USP8	ENSG00000138592	ENSG00000138592:50716577-50716711:source	-1.07446093232e-07;-0.0931143169781;0.231826797044;-0.0358650928148	3.89844578272e-18;0.0680854493985;0.899026645395;0.0242633591967	0.025;0.239;0.120;0.634	0.025;0.117;0.346;0.532	s|1e1.1o1|1e2.1o1|1e3.1o3|i	False	False	True	3	4	1	chr15	+	50716711-50716793;50716711-50724535;50716711-50731206;50716711-50716712	50716577-50716711;50716712-50716792;50716793-50716851;50724535-50724696;50731206-50731374	;;;;	;;;;	(50716712, 50716792)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/105_T4_1_T4_2.deltapsi_quantify_deltapsi.html#USP8
GDPD5	ENSG00000158555	ENSG00000158555:75201282-75201365:target	-1.01394199118e-09;0.232954486076;-0.232252546467	3.89824563571e-18;0.883501127641;0.879923996447	0.025;0.510;0.488	0.025;0.737;0.262	s|1e1.1o1|1e2.1o3|1e3.2o2	False	False	True	3	4	0	chr11	-	75196786-75201282;75190533-75201282;75188840-75201282	75188664-75188896;75190289-75190533;75196350-75196786;75201282-75201365	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/129_T4_1_T4_2.deltapsi_quantify_deltapsi.html#GDPD5
GDPD5	ENSG00000158555	ENSG00000158555:75188664-75188896:source	-0.277986941295;0.277986941295	0.982061285027;0.982061285027	0.543;0.457	0.272;0.728	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr11	-	75188840-75201282;75188840-75190289	75188664-75188896;75190289-75190533;75201282-75201365	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/129_T4_1_T4_2.deltapsi_quantify_deltapsi.html#GDPD5
TMOD3	ENSG00000138594	ENSG00000138594:52200973-52201556:target	0.2494068331;-0.2494068331	0.972424586152;0.972424586152	0.732;0.268	0.975;0.025	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr15	+	52194233-52200973;52198713-52200973	52194089-52194233;52198627-52198713;52200973-52201556	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/105_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TMOD3
FLNA	ENSG00000196924	ENSG00000196924:153594113-153594592:target	0.219554195258;-0.219901377693;7.77156117238e-16	0.872080170616;0.872517009914;3.89824427948e-18	0.734;0.265;0.025	0.948;0.051;0.025	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chrX	-	153593854-153594392;153593854-153594113;153594112-153594113	153593717-153593854;153593717-153593854;153593855-153594112;153594113-153594592	;;;	;;;	(153593855, 153594112)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153581664-153581825:source	-0.19053608343;0.228355055365;-5.74315457588e-05	0.711626464574;0.996514022447;3.97506269682e-18	0.211;0.752;0.026	0.025;0.975;0.025	t|1e1.2o2|1e2.1o1|2e0|i	False	True	True	2	3	1	chrX	-	153581825-153582283;153581825-153581922;153581825-153581826	153581664-153581825;153581826-153581921;153581922-153582095;153582283-153582411	;;;	;;;	(153581826, 153581921)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153594113-153594592:source	0.258523822101;-0.258523822101	0.999887973751;0.999887973751	0.681;0.319	0.933;0.067	t|1e1.1o1|i	False	False	False	1	2	1	chrX	-	153594592-153594676;153594592-153594593	153594113-153594592;153594593-153594675;153594676-153594838	;;	;;	(153594593, 153594675)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153589676-153589938:source	-0.137110629251;0.271007538842;-0.137813139103	9.38638169425e-05;0.999840697398;0.0928002573122	0.160;0.656;0.185	0.026;0.920;0.051	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chrX	-	153589938-153590347;153589938-153590038;153589938-153589939	153589676-153589938;153589939-153590037;153590038-153590155;153590347-153590516	;;;	;;;	(153589939, 153590037)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153594676-153594838:target	0.203426293119;-6.30488278116e-07;-0.17512938136	0.792251698098;3.89908759845e-18;0.395934557366	0.686;0.025;0.286	0.884;0.025;0.115	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chrX	-	153594592-153594676;153593854-153594676;153594675-153594676	153593717-153593854;153594113-153594592;153594593-153594675;153594676-153594838	;;;	;;;	(153594593, 153594675)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153595100-153595218:target	0.209850491541;-0.209850491541	0.944873298093;0.944873298093	0.722;0.278	0.927;0.073	s|1e1.1o1|i	False	False	False	1	2	1	chrX	-	153595007-153595100;153595099-153595100	153594930-153595007;153595008-153595099;153595100-153595218	;;	;;	(153595008, 153595099)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153592894-153593087:source	0.422198571591;-0.422198571591	1.0;1.0	0.457;0.543	0.869;0.131	t|1e1.1o1|i	False	False	False	1	2	1	chrX	-	153593087-153593189;153593087-153593088	153592894-153593087;153593088-153593188;153593189-153593325	;;	;;	(153593088, 153593188)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153581140-153581151:target	0.348633844148;-0.230112300309;7.77094883793e-16;-0.116282969895	1.0;0.937650864507;3.89824427948e-18;3.59894400225e-05	0.536;0.260;0.025;0.189	0.876;0.036;0.025;0.075	s|1e1.1o1|1e2.1o2|1e3.1o1|i	False	False	True	3	4	1	chrX	-	153581043-153581140;153580815-153581140;153580389-153581140;153581139-153581140	153580096-153580389;153580549-153580815;153580906-153581043;153581044-153581139;153581140-153581151	;;;;	;;;;	(153581044, 153581139)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153583193-153583440:target	0.209952634918;-0.209952634918	0.942231455666;0.942231455666	0.767;0.233	0.972;0.028	s|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chrX	-	153583079-153583193;153582851-153583193	153582749-153582851;153582984-153583079;153583193-153583440	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153595765-153595912:source	-0.00243724966356;7.77156117238e-16;0.212789333082;-0.161146135524	7.15822379212e-18;3.89824427948e-18;0.982406264676;0.149354820602	0.046;0.025;0.767;0.182	0.025;0.025;0.975;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chrX	-	153595912-153599241;153595912-153596210;153595912-153596009;153595912-153595913	153595765-153595912;153595913-153596008;153596009-153596106;153596210-153596458;153599241-153599729	;;;;	;;;;	(153595913, 153596008)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153580549-153580815:source	-0.204824401343;0.301382733564;7.77156117238e-16;-0.105616486942	0.90677203379;0.999999954383;3.89824427948e-18;2.62795358384e-07	0.229;0.581;0.025;0.180	0.030;0.874;0.025;0.076	t|1e1.1o1|1e2.1o2|2e3.1o2|i	False	True	True	3	4	1	chrX	-	153580815-153581140;153580815-153580921;153580602-153580644;153580815-153580816	153580549-153580815;153580816-153580905;153580906-153581043;153581140-153581151	;;;	;;;	(153580816, 153580905)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153593717-153593854:source	-0.000221279535645;0.245771212939;-0.208211626435;7.77156117238e-16	4.194220012e-18;0.993527240046;0.775797114117;3.89824427948e-18	0.029;0.708;0.254;0.025	0.025;0.947;0.052;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2|i	True	False	True	3	3	1	chrX	-	153593854-153594676;153593854-153594392;153593854-153594113;153593854-153593855	153593717-153593854;153593855-153594112;153594113-153594592;153594113-153594592;153594676-153594838	;;;;	;;;;	(153593855, 153594112)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153593189-153593325:target	0.376146864922;-0.376146864922	1.0;1.0	0.506;0.494	0.873;0.127	s|1e1.1o1|i	False	False	False	1	2	1	chrX	-	153593087-153593189;153593188-153593189	153592894-153593087;153593088-153593188;153593189-153593325	;;	;;	(153593088, 153593188)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153582749-153582851:source	-0.284794255914;0.284794255914	0.999995422776;0.999995422776	0.352;0.648	0.075;0.925	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chrX	-	153582851-153583193;153582851-153582984	153582749-153582851;153582984-153583079;153583193-153583440	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
FLNA	ENSG00000196924	ENSG00000196924:153594930-153595007:source	0.233346416321;-0.233346416321	0.994683929155;0.994683929155	0.747;0.253	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chrX	-	153595007-153595100;153595007-153595008	153594930-153595007;153595008-153595099;153595100-153595218	;;	;;	(153595008, 153595099)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/173_T4_1_T4_2.deltapsi_quantify_deltapsi.html#FLNA
IFFO1	ENSG00000010295	ENSG00000010295:6660107-6660167:source	-0.242489124764;0.242489124764	0.852825594278;0.852825594278	0.580;0.420	0.341;0.659	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	6660167-6664423;6660167-6660564	6660107-6660167;6660564-6660669;6664423-6665239	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/3_T4_1_T4_2.deltapsi_quantify_deltapsi.html#IFFO1
IFFO1	ENSG00000010295	ENSG00000010295:6664423-6665239:target	0.257107167545;-0.257107167545	0.895407865916;0.895407865916	0.350;0.650	0.603;0.397	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	-	6660669-6664423;6660167-6664423	6660107-6660167;6660564-6660669;6664423-6665239	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/3_T4_1_T4_2.deltapsi_quantify_deltapsi.html#IFFO1
ZNF451	ENSG00000112200	ENSG00000112200:56954808-56955072:source	0.34324875453;-1.80295517365e-08;-0.337243059562	0.999963321302;3.8982685696e-18;0.999934895334	0.545;0.025;0.448	0.879;0.025;0.120	s|1e1.2o3|1e1.3o3|1e2.1o1	False	True	True	3	3	0	chr6	+	56955072-56955609;56955072-56955631;56955072-56963859	56954808-56955072;56955581-56955692;56955581-56955692;56963859-56963939	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/61_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ZNF451
ZNF451	ENSG00000112200	ENSG00000112200:56963859-56963939:source	-0.0262275640903;-0.191235471638;-0.000426992344861;0.290844210669	2.80243898272e-06;0.606597384088;3.44559353064e-13;0.986603217668	0.085;0.298;0.032;0.582	0.027;0.109;0.025;0.866	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr6	+	56963939-56964267;56963939-56965401;56963939-56989227;56963939-56989532	56963859-56963939;56964267-56964408;56965401-56965751;56989227-56989432;56989532-56989657	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/61_T4_1_T4_2.deltapsi_quantify_deltapsi.html#ZNF451
INPP5D	ENSG00000168918	ENSG00000168918:234070370-234070472:source	0.247974595083;-0.217967496542;-6.01982350192e-05	0.972436708687;0.852726993448;3.97876332325e-18	0.566;0.401;0.026	0.807;0.188;0.025	s|1e1.1o3|1e1.2o3|1e1.3o3	False	True	False	3	2	1	chr2	+	234070472-234072353;234070472-234072400;234070472-234072406	234070370-234070472;234072353-234072572;234072353-234072572;234072353-234072572	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/148_T4_1_T4_2.deltapsi_quantify_deltapsi.html#INPP5D
CHURC1	ENSG00000258289	ENSG00000258289:65390709-65391202:source	-2.82517746777e-05;0.215188957059;-0.169922091137;-0.00226338760855	8.72078826573e-11;0.820362489905;0.364356753479;7.57026322587e-18	0.153;0.554;0.243;0.047	0.153;0.764;0.077;0.025	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|2e0	True	True	True	4	4	0	chr14	+	65390844-65392725;65390844-65392728;65390844-65398856;65390844-65410017	65390709-65391202;65392725-65392798;65392725-65392798;65398856-65402086;65410017-65411309	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/190_T4_1_T4_2.deltapsi_quantify_deltapsi.html#CHURC1
CHURC1	ENSG00000258289	ENSG00000258289:65398856-65402086:target	-0.26143916256;0.26143916256	0.980580662823;0.980580662823	0.358;0.642	0.103;0.897	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr14	+	65390844-65398856;65392798-65398856	65390709-65391202;65392725-65392798;65398856-65402086	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/190_T4_1_T4_2.deltapsi_quantify_deltapsi.html#CHURC1
AGFG1	ENSG00000173744	ENSG00000173744:228389478-228389631:source	-0.51429368274;0.523813148668;-7.87388980662e-07;9.22168688623e-09	0.999999999997;0.999999999999;3.89933892077e-18;3.89825812468e-18	0.611;0.377;0.025;0.025	0.109;0.888;0.025;0.025	s|1e0|2e1.1o1|2e2.1o1|2e3.1o3|i	True	False	True	3	4	1	chr2	+	228389631-228393407;228389631-228395807;228389631-228398265;228389631-228389632	228389478-228389631;228389632-228393406;228393407-228393423;228395807-228395926;228398265-228398474	;;;;	;;;;	(228389632, 228393406)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/155_T4_1_T4_2.deltapsi_quantify_deltapsi.html#AGFG1
AGFG1	ENSG00000173744	ENSG00000173744:228395807-228395926:target	0.542150643825;-0.542150643825	1.0;1.0	0.350;0.650	0.879;0.121	t|1e1.2o2|1e2.1o1	False	False	True	2	3	1	chr2	+	228389631-228395807;228395146-228395807	228389478-228389631;228395038-228395146;228395807-228395926	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/155_T4_1_T4_2.deltapsi_quantify_deltapsi.html#AGFG1
DGCR14	ENSG00000100056	ENSG00000100056:19126672-19126805:target	-0.00167116782693;0.335279089577;-0.314841912392;1.83201489873e-07	1.29131166298e-06;0.995977932;0.995439010321;6.09557559042e-16	0.093;0.524;0.382;0.025	0.074;0.851;0.075;0.025	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chr22	-	19125992-19126672;19125830-19126672;19124945-19126672;19126671-19126672	19124836-19124945;19125728-19125992;19125728-19125992;19125993-19126671;19126672-19126805	;;;;	;;;;	(19125993, 19126671)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/35_T4_1_T4_2.deltapsi_quantify_deltapsi.html#DGCR14
DGCR14	ENSG00000100056	ENSG00000100056:19131570-19132197:target	0.294640052142;-0.194483488937;-0.0141587323574	0.98520284386;0.682715196706;0.00206200840362	0.539;0.215;0.246	0.827;0.025;0.171	s|1e1.1o1|2e1.1o1|3e1.1o1	True	True	False	3	2	0	chr22	-	19130407-19132019;19130407-19131637;19130407-19131570	19130239-19130407;19130239-19130407;19130239-19130407;19131570-19132197	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/35_T4_1_T4_2.deltapsi_quantify_deltapsi.html#DGCR14
DGCR14	ENSG00000100056	ENSG00000100056:19124836-19124945:source	-0.17184264875;-0.101196808914;0.297917006893	0.449701254841;0.026442893814;0.991469950005	0.245;0.153;0.601	0.073;0.034;0.892	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr22	-	19124945-19126672;19124945-19125816;19124945-19125728	19124836-19124945;19125728-19125992;19125728-19125992;19126672-19126805	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/35_T4_1_T4_2.deltapsi_quantify_deltapsi.html#DGCR14
TRAP1	ENSG00000126602	ENSG00000126602:3725325-3725398:target	-0.231477182833;0.000901763923425;0.221865112998;-5.64836916488e-10	0.923893296299;3.07178244873e-13;0.844094876129;3.89824503526e-18	0.257;0.048;0.692;0.025	0.032;0.056;0.909;0.025	s|1e1.1o1|1e2.1o2|1e2.2o2|i	False	True	True	3	3	1	chr16	-	3724906-3725325;3724598-3725325;3724495-3725325;3725324-3725325	3724337-3724598;3724337-3724598;3724657-3724906;3724907-3725324;3725325-3725398	;;;;	;;;;	(3724907, 3725324)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/83_T4_1_T4_2.deltapsi_quantify_deltapsi.html#TRAP1
MIA3	ENSG00000154305	ENSG00000154305:222831984-222832165:target	0.256322283673;-0.255783831253;-6.10636166957e-11	0.987960796479;0.988510206414;3.89824436135e-18	0.722;0.277;0.025	0.972;0.028;0.025	t|1e0|2e1.2o2|2e2.1o1|i	False	True	True	2	3	1	chr1	+	222828135-222832064;222831314-222832064;222831983-222831984	222827997-222828135;222831264-222831314;222831315-222831983;222831984-222832165	;;;	;;;	(222831315, 222831983)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/125_T4_1_T4_2.deltapsi_quantify_deltapsi.html#MIA3
MIA3	ENSG00000154305	ENSG00000154305:222827997-222828135:source	-0.371981712125;0.371981712125	0.999999983943;0.999999983943	0.477;0.523	0.114;0.886	s|1e0|2e1.1o1|2e2.2o2	True	False	True	2	3	1	chr1	+	222828135-222831264;222828135-222832064	222827997-222828135;222831264-222831314;222831984-222832165	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/125_T4_1_T4_2.deltapsi_quantify_deltapsi.html#MIA3
PTPN23	ENSG00000076201	ENSG00000076201:47447971-47448102:target	0.204222257374;-0.204222257374	0.751970241813;0.751970241813	0.776;0.224	0.975;0.025	t|1e1.2o2|i	False	False	False	1	2	1	chr3	+	47447895-47447971;47447970-47447971	47447815-47447895;47447896-47447970;47447971-47448102	;;	;;	(47447896, 47447970)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/21_T4_1_T4_2.deltapsi_quantify_deltapsi.html#PTPN23
PTPN23	ENSG00000076201	ENSG00000076201:47454196-47454931:target	0.23826714695;-0.23826714695	0.888749639768;0.888749639768	0.591;0.409	0.824;0.176	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	47454117-47454196;47454195-47454196	47454004-47454117;47454118-47454195;47454196-47454931	;;	;;	(47454118, 47454195)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/21_T4_1_T4_2.deltapsi_quantify_deltapsi.html#PTPN23
PTPN23	ENSG00000076201	ENSG00000076201:47453773-47453911:target	0.255827179807;-0.255827179807	0.980040981431;0.980040981431	0.726;0.274	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	47453688-47453773;47453772-47453773	47453584-47453688;47453689-47453772;47453773-47453911	;;	;;	(47453689, 47453772)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH2//summaries/21_T4_1_T4_2.deltapsi_quantify_deltapsi.html#PTPN23
