#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_EM E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
REV1	ENSG00000135945	ENSG00000135945:100022787-100023390:target	0.355701986454;-0.355701986454	0.999999999987;0.999999999987	0.628;0.372	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr2	-	100022568-100022787;100022786-100022787	100022372-100022568;100022569-100022786;100022787-100023390	;;	;;	(100022569, 100022786)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/69_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#REV1
PTGES3L-AARSD1	ENSG00000108825	ENSG00000108825:41107175-41107241:source	0.575183725543;-0.575183725543	1.0;1.0	0.414;0.586	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	41107241-41107859;41107241-41107242	41107175-41107241;41107242-41107858;41107859-41107989	;;	;;	(41107242, 41107858)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/36_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PTGES3L-AARSD1
PTGES3L-AARSD1	ENSG00000108825	ENSG00000108825:41107859-41107989:target	0.513052226039;-0.513052226039	1.0;1.0	0.475;0.525	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	41107241-41107859;41107858-41107859	41107175-41107241;41107242-41107858;41107859-41107989	;;	;;	(41107242, 41107858)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/36_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PTGES3L-AARSD1
PTGES3L-AARSD1	ENSG00000108825	ENSG00000108825:41107859-41107989:source	0.480398247277;-0.480398247277	1.0;1.0	0.507;0.493	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	41107989-41108221;41107989-41107990	41107859-41107989;41107990-41108220;41108221-41108337	;;	;;	(41107990, 41108220)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/36_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PTGES3L-AARSD1
PTGES3L-AARSD1	ENSG00000108825	ENSG00000108825:41108221-41108337:target	0.515900275204;-0.515900275204	1.0;1.0	0.472;0.528	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	41107989-41108221;41108220-41108221	41107859-41107989;41107990-41108220;41108221-41108337	;;	;;	(41107990, 41108220)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/36_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PTGES3L-AARSD1
PEF1	ENSG00000162517	ENSG00000162517:32098760-32098915:source	0.00157711383589;0.0915390917639;0.150990821243;4.75353331127e-06;-0.302568162644	2.82617650913e-06;0.0744357533347;0.434731412812;7.07838644326e-14;0.999881639963	0.082;0.066;0.518;0.025;0.320	0.104;0.186;0.696;0.025;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2|i	True	False	True	4	4	1	chr1	-	32098915-32110442;32098915-32101081;32098915-32100823;32098915-32100435;32098915-32098916	32098760-32098915;32098916-32099886;32099887-32100544;32100823-32101123;32100823-32101123;32110442-32110497	;;;;;	;;;;;	(32098916, 32099886)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/96_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PEF1
SEC31A	ENSG00000138674	ENSG00000138674:83819142-83819215:source	0.599458229666;-0.599458229666	1.0;1.0	0.391;0.609	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr4	-	83819215-83821230;83819215-83819216	83819142-83819215;83819216-83820865;83821230-83821376	;;	;;	(83819216, 83820865)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/73_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SEC31A
PARP8	ENSG00000151883	ENSG00000151883:49962838-49963020:source	0.238578767814;1.25585403374e-08;-0.24763407434	0.991502046591;4.07529135807e-18;0.996778592061	0.691;0.025;0.305	0.924;0.025;0.064	s|1e1.3o3|1e2.1o1|i	False	False	True	2	3	1	chr5	+	49963020-49963905;49963020-50045985;49963020-49963021	49962838-49963020;49963021-49963390;49963718-49965351;50045985-50046022	;;;	;;;	(49963021, 49963390)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/87_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PARP8
HSPB11	ENSG00000081870	ENSG00000081870:54389206-54389620:target	0.454778329518;3.24243834719e-06;-0.440685704079	1.0;1.26924984692e-15;1.0	0.531;0.025;0.455	0.975;0.025;0.025	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr1	-	54387440-54389577;54382789-54389577;54389205-54389206	54382247-54382789;54387234-54387440;54387441-54389205;54389206-54389620	;;;	;;;	(54387441, 54389205)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/16_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#HSPB11
HSPB11	ENSG00000081870	ENSG00000081870:54387234-54387440:source	0.276680959568;-0.276680959568	0.998929419495;0.998929419495	0.705;0.295	0.975;0.025	t|1e1.1o2|i	False	False	False	1	2	1	chr1	-	54387440-54389577;54387440-54387441	54387234-54387440;54387441-54389205;54389206-54389620	;;	;;	(54387441, 54389205)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/16_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#HSPB11
MRPL52	ENSG00000172590	ENSG00000172590:23302476-23302698:source	0.319906550371;9.14652635362e-09;-0.311399659218	0.999999990195;4.0752842378e-18;0.999999952646	0.663;0.025;0.329	0.975;0.025;0.025	s|1e0|2e1.1o1|3e1.1o1|i	True	True	False	2	2	1	chr14	+	23302691-23303381;23302698-23303381;23302698-23302699	23302476-23302698;23302699-23303380;23303381-23304246;23303381-23304246	;;;	;;;	(23302699, 23303380)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/110_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MRPL52
MRPL52	ENSG00000172590	ENSG00000172590:23299258-23299319:target	0.193399112275;-0.000103750791839;0.05713409531;4.93465186676e-05;-0.301194612242	0.624558024935;7.1177204515e-16;0.0631777379041;2.79271672367e-15;0.999985283002	0.359;0.028;0.288;0.025;0.319	0.552;0.026;0.402;0.026;0.025	t|1e0|2e1.1o2|2e1.2o2|3e1.1o2|3e1.2o2|i	True	True	False	4	2	1	chr14	+	23299149-23299259;23299157-23299259;23299149-23299262;23299157-23299262;23299257-23299258	23299088-23299157;23299088-23299157;23299088-23299157;23299088-23299157;23299158-23299257;23299258-23299319	;;;;;	;;;;;	(23299158, 23299257)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/110_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MRPL52
MRPL52	ENSG00000172590	ENSG00000172590:23303381-23304246:target	6.67867088279e-08;6.33500301625e-08;0.286629692074;4.13352076728e-09;-0.264948519818	4.07540747578e-18;4.0753999809e-18;0.999887511668;4.0752736784e-18;0.999910754501	0.025;0.025;0.695;0.025;0.283	0.025;0.025;0.974;0.025;0.025	t|1e1.1o3|1e2.1o2|1e3.2o3|1e3.3o3|i	True	False	True	4	4	1	chr14	+	23299463-23303381;23300246-23303381;23302691-23303381;23302698-23303381;23303380-23303381	23299396-23299878;23300173-23301287;23302476-23302698;23302476-23302698;23302699-23303380;23303381-23304246	;;;;;	;;;;;	(23302699, 23303380)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/110_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MRPL52
VDAC2	ENSG00000165637	ENSG00000165637:76989068-76989725:source	0.153602292139;0.234608389374;-0.392041842356	0.441686978983;0.86493018181;0.999999999902	0.480;0.113;0.407	0.656;0.342;0.025	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr10	+	76989459-76990656;76989725-76990656;76989725-76989726	76989068-76989725;76989726-76990655;76990656-76991206;76990656-76991206	;;;	;;;	(76989726, 76990655)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/101_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#VDAC2
VDAC2	ENSG00000165637	ENSG00000165637:76979062-76979114:target	0.219640444227;-0.219640444227	0.768325751323;0.768325751323	0.564;0.436	0.781;0.219	t|1e1.2o2|i	False	False	False	1	2	1	chr10	+	76978973-76979062;76979061-76979062	76978821-76978973;76978974-76979061;76979062-76979114	;;	;;	(76978974, 76979061)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/101_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#VDAC2
VDAC2	ENSG00000165637	ENSG00000165637:76990656-76991206:target	0.0257960349386;0.217093116362;-0.297195570411	0.0257862691616;0.773233105703;0.999865751535	0.556;0.130;0.315	0.656;0.342;0.025	t|1e1.1o2|1e1.2o2|i	True	False	False	2	2	1	chr10	+	76989459-76990656;76989725-76990656;76990655-76990656	76989068-76989725;76989068-76989725;76989726-76990655;76990656-76991206	;;;	;;;	(76989726, 76990655)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/101_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#VDAC2
ATP5SL	ENSG00000105341	ENSG00000105341:41944123-41944319:target	-1.02813864845e-05;-0.229442178198;0.246130514332	6.59626577393e-17;0.817242465048;0.882851178321	0.025;0.549;0.434	0.025;0.323;0.675	s|1e1.1o2|2e1.1o2|2e2.1o1	True	True	True	3	3	0	chr19	-	41942377-41944140;41942377-41944123;41939578-41944123	41939345-41939578;41942297-41942377;41942297-41942377;41944123-41944319	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/31_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ATP5SL
ATP5SL	ENSG00000105341	ENSG00000105341:41939345-41939578:source	-1.08775397624e-08;0.288818145695;-1.08775397624e-08;-0.28869457365	4.1365320587e-18;0.972376019038;4.1365320587e-18;0.972539798536	0.025;0.523;0.025;0.473	0.025;0.805;0.025;0.192	t|1e1.1o2|1e2.2o2|1e3.1o2|1e3.2o2	True	False	True	4	4	0	chr19	-	41939578-41945379;41939578-41944123;41939578-41942334;41939578-41942297	41939345-41939578;41942297-41942377;41942297-41942377;41944123-41944319;41944871-41945481	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/31_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ATP5SL
PLEKHG2	ENSG00000090924	ENSG00000090924:39911923-39911939:source	-0.387769405737;0.387769405737	0.99899990666;0.99899990666	0.683;0.317	0.304;0.696	s|1e1.2o2|i	False	False	False	1	2	1	chr19	+	39911939-39912755;39911939-39911940	39911923-39911939;39911940-39912305;39912306-39912928	;;	;;	(39911940, 39912305)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/19_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLEKHG2
PLEKHG2	ENSG00000090924	ENSG00000090924:39911391-39911492:target	-0.21742938148;0.21742938148	0.924962551095;0.924962551095	0.975;0.025	0.763;0.237	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr19	+	39911299-39911391;39911390-39911391	39911266-39911299;39911300-39911390;39911391-39911492	;;	;;	(39911300, 39911390)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/19_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLEKHG2
PLEKHG2	ENSG00000090924	ENSG00000090924:39912306-39912928:target	-0.307203141709;0.307203141709	0.968963609289;0.968963609289	0.764;0.236	0.464;0.536	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr19	+	39911939-39912755;39912305-39912306	39911923-39911939;39911940-39912305;39912306-39912928	;;	;;	(39911940, 39912305)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/19_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLEKHG2
SRP19	ENSG00000153037	ENSG00000153037:112203069-112205485:target	0.170362615248;0.0823604558936;-0.249228052096	0.401526955453;0.0100882346696;0.99985089504	0.526;0.207;0.268	0.693;0.307;0.025	t|1e1.1o3|2e1.1o3|i	True	True	False	2	2	1	chr5	+	112200429-112203069;112200429-112203101;112203068-112203069	112200306-112200916;112200306-112200916;112200917-112203068;112203069-112205485	;;;	;;;	(112200917, 112203068)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/87_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SRP19
PAN3	ENSG00000152520	ENSG00000152520:28752002-28752072:source	-0.0573670911982;-0.0441493000188;-0.000788282235047;0.246774972142;-0.0357235788891	3.18772575006e-10;0.00032699200787;1.15309440685e-07;0.940196846128;7.30647265095e-07	0.094;0.171;0.263;0.350;0.123	0.025;0.084;0.253;0.590;0.049	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	1	chr13	+	28752072-28762280;28752072-28765388;28752072-28771322;28752072-28794368;28752072-28830429	28752002-28752072;28762280-28762323;28765388-28765444;28771322-28771483;28794368-28794515;28830429-28830676	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/87_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PAN3
PAN3	ENSG00000152520	ENSG00000152520:28846118-28846450:source	0.403237436061;-0.403237436061	1.0;1.0	0.582;0.418	0.975;0.025	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr13	+	28846208-28851374;28846450-28846451	28846118-28846450;28846451-28849650;28851374-28851513	;;	;;	(28846451, 28849650)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/87_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PAN3
PAN3	ENSG00000152520	ENSG00000152520:28851374-28851513:target	0.0142137950328;0.372788009082;2.38153320333e-05;-0.404769890471	0.000137789248916;0.999997302941;8.51715583251e-17;1.0	0.125;0.424;0.026;0.420	0.186;0.787;0.026;0.025	t|1e1.1o1|1e2.1o2|1e3.1o1|i	False	False	True	3	4	1	chr13	+	28845003-28851374;28846208-28851374;28849661-28851374;28851373-28851374	28844838-28845003;28846118-28846450;28849651-28849661;28849662-28851373;28851374-28851513	;;;;	;;;;	(28849662, 28851373)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/87_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PAN3
IDH3G	ENSG00000067829	ENSG00000067829:153056251-153056426:source	4.46129253944e-09;5.94535301607e-09;0.461889113;-0.450122309344	4.07528056846e-18;4.07527741629e-18;1.0;1.0	0.025;0.025;0.525;0.464	0.025;0.025;0.975;0.025	t|1e1.2o2|2e1.1o2|2e1.2o2|i	True	True	False	3	2	1	chrX	-	153056426-153059701;153056306-153059770;153056306-153059701;153056426-153056427	153056251-153056426;153056427-153056645;153059701-153059978;153059701-153059978;153059701-153059978	;;;;	;;;;	(153056427, 153056645)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/10_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#IDH3G
IDH3G	ENSG00000067829	ENSG00000067829:153059701-153059978:target	4.32724994884e-09;4.32863712112e-09;4.26944080929e-09;0.537440109108;-0.527287062094	4.07527376304e-18;4.07527376009e-18;4.07527388583e-18;1.0;1.0	0.025;0.025;0.025;0.451;0.539	0.025;0.025;0.025;0.975;0.025	s|1e2.2o2|2e1.1o1|2e2.1o2|2e2.2o2|i	True	True	True	4	3	1	chrX	-	153056306-153059770;153057837-153059701;153056426-153059701;153056306-153059701;153059700-153059701	153056251-153056426;153056251-153056426;153056251-153056426;153057702-153057837;153057838-153059700;153059701-153059978	;;;;;	;;;;;	(153057838, 153059700)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/10_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#IDH3G
KDM1A	ENSG00000004487	ENSG00000004487:23405459-23405670:target	1.36469311477e-08;0.226146235821;-0.225562930573	4.07529368538e-18;0.991358798311;0.990657149682	0.025;0.755;0.245	0.025;0.975;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr1	+	23403853-23405459;23403853-23405483;23405458-23405459	23403721-23403853;23403721-23403853;23403854-23405458;23405459-23405670	;;;	;;;	(23403854, 23405458)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/0_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#KDM1A
SEL1L	ENSG00000071537	ENSG00000071537:81954199-81954286:target	0.31791419083;-0.31791419083	0.999999966604;0.999999966604	0.665;0.335	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr14	-	81953882-81954199;81954198-81954199	81953734-81953882;81953883-81954198;81954199-81954286	;;	;;	(81953883, 81954198)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/11_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SEL1L
SEL1L	ENSG00000071537	ENSG00000071537:81964702-81964838:source	-0.026868035549;-0.115503933064;0.210247275296	0.0108594739295;0.0467426687676;0.75606255904	0.727;0.168;0.105	0.641;0.047;0.310	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr14	-	81964838-81965803;81964838-81964922;81964838-81964839	81964702-81964838;81964839-81964921;81964922-81965025;81965152-81965862	;;;	;;;	(81964839, 81964921)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/11_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SEL1L
SEL1L	ENSG00000071537	ENSG00000071537:81953734-81953882:source	0.000128943288147;0.26784048027;-0.250905285901	1.43597510466e-09;0.989577042712;0.996315254716	0.070;0.665;0.270	0.073;0.926;0.025	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr14	-	81953882-81955596;81953882-81954199;81953882-81953883	81953734-81953882;81953883-81954198;81954199-81954286;81955141-81955658	;;;	;;;	(81953883, 81954198)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/11_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SEL1L
RPS19BP1	ENSG00000187051	ENSG00000187051:39925098-39925628:source	0.204373610055;-0.204373610055	0.890020797492;0.890020797492	0.776;0.224	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr22	-	39925628-39925825;39925628-39925629	39925098-39925628;39925629-39925824;39925825-39925922	;;	;;	(39925629, 39925824)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/123_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RPS19BP1
RPS19BP1	ENSG00000187051	ENSG00000187051:39925825-39925922:target	0.243320293685;-0.243320293685	0.997505995249;0.997505995249	0.738;0.262	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr22	-	39925628-39925825;39925824-39925825	39925098-39925628;39925629-39925824;39925825-39925922	;;	;;	(39925629, 39925824)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/123_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RPS19BP1
API5	ENSG00000166181	ENSG00000166181:43351515-43351608:source	0.312867465584;-0.312867465584	0.999999999467;0.999999999467	0.670;0.330	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr11	+	43351608-43352058;43351608-43351609	43351515-43351608;43351609-43351782;43351783-43352114	;;	;;	(43351609, 43351782)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/102_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#API5
API5	ENSG00000166181	ENSG00000166181:43351783-43352114:target	0.305964146458;-0.305964146458	0.999999996812;0.999999996812	0.677;0.323	0.975;0.025	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr11	+	43351608-43352058;43351782-43351783	43351515-43351608;43351609-43351782;43351783-43352114	;;	;;	(43351609, 43351782)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/102_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#API5
VPS37B	ENSG00000139722	ENSG00000139722:123353027-123353109:target	0.31225894129;-0.31225894129	0.99999999917;0.99999999917	0.671;0.329	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr12	-	123352154-123353027;123353026-123353027	123349882-123352154;123352155-123353026;123353027-123353109	;;	;;	(123352155, 123353026)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/75_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#VPS37B
VPS37B	ENSG00000139722	ENSG00000139722:123349882-123352154:source	0.55312779464;-0.55312779464	1.0;1.0	0.436;0.564	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr12	-	123352154-123353027;123352154-123352155	123349882-123352154;123352155-123353026;123353027-123353109	;;	;;	(123352155, 123353026)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/75_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#VPS37B
C2CD2L	ENSG00000172375	ENSG00000172375:118983410-118983999:target	0.279976815692;-0.279976815692	0.998033629232;0.998033629232	0.702;0.298	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr11	+	118983319-118983410;118983409-118983410	118983192-118983319;118983320-118983409;118983410-118983999	;;	;;	(118983320, 118983409)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/110_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#C2CD2L
SLC5A6	ENSG00000138074	ENSG00000138074:27427659-27427949:source	0.208071917186;-0.208071917186	0.73105338458;0.73105338458	0.318;0.682	0.522;0.478	t|1e0|2e1.2o3|i	False	True	False	1	2	1	chr2	-	27427799-27428218;27427949-27427950	27427659-27427949;27427950-27428002;27428003-27428372	;;	;;	(27427950, 27428002)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC5A6
SLC5A6	ENSG00000138074	ENSG00000138074:27423866-27423981:source	0.50334732838;0.187442275432;-0.667936616292	0.999999999999;0.5771457298;1.0	0.127;0.196;0.676	0.618;0.380;0.025	t|1e1.3o3|1e2.2o2|i	False	False	True	2	3	1	chr2	-	27423981-27424534;27423981-27424218;27423981-27423982	27423866-27423981;27423982-27424217;27424218-27424321;27424534-27424715	;;;	;;;	(27423982, 27424217)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC5A6
SLC5A6	ENSG00000138074	ENSG00000138074:27424534-27424715:target	0.0179914970567;0.282066834303;0.0552610629681;-0.416945440118	0.00299098837001;0.996770063268;0.000666227577311;1.0	0.377;0.125;0.072;0.432	0.449;0.400;0.150;0.025	s|1e0|2e0|3e1.1o1|3e2.1o1|3e3.1o1|i	True	False	True	3	4	1	chr2	-	27424321-27424534;27423981-27424534;27423447-27424534;27424533-27424534	27422973-27423447;27423866-27423981;27424218-27424321;27424322-27424533;27424534-27424715	;;;;	;;;;	(27424322, 27424533)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC5A6
SLC5A6	ENSG00000138074	ENSG00000138074:27424218-27424321:source	0.504773402037;-0.504773402037	1.0;1.0	0.483;0.517	0.975;0.025	t|1e1.3o3|i	False	False	False	1	2	1	chr2	-	27424321-27424534;27424321-27424322	27424218-27424321;27424322-27424533;27424534-27424715	;;	;;	(27424322, 27424533)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC5A6
SLC5A6	ENSG00000138074	ENSG00000138074:27423866-27423981:target	0.574535315807;-0.574535315807	1.0;1.0	0.415;0.585	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr2	-	27423447-27423866;27423865-27423866	27422973-27423447;27423448-27423865;27423866-27423981	;;	;;	(27423448, 27423865)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC5A6
SLC5A6	ENSG00000138074	ENSG00000138074:27424856-27424942:source	0.31390968993;-0.31390968993	0.999999951443;0.999999951443	0.669;0.331	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr2	-	27424942-27425681;27424942-27424943	27424856-27424942;27424943-27425680;27425681-27425984	;;	;;	(27424943, 27425680)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC5A6
SLC5A6	ENSG00000138074	ENSG00000138074:27422973-27423447:source	0.0927392424571;7.75795986184e-07;0.372706613313;-0.46479120429	0.0108965421275;4.07692339888e-18;0.999994418839;1.0	0.074;0.025;0.446;0.478	0.178;0.025;0.809;0.025	t|1e1.3o3|1e2.2o2|1e3.2o2|i	False	False	True	3	4	1	chr2	-	27423447-27424534;27423447-27424218;27423447-27423866;27423447-27423448	27422973-27423447;27423448-27423865;27423866-27423981;27424218-27424321;27424534-27424715	;;;;	;;;;	(27423448, 27423865)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC5A6
SLC5A6	ENSG00000138074	ENSG00000138074:27425681-27425984:target	0.298395333529;-0.298395333529	0.999985492055;0.999985492055	0.684;0.316	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr2	-	27424942-27425681;27425680-27425681	27424856-27424942;27424943-27425680;27425681-27425984	;;	;;	(27424943, 27425680)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC5A6
SLC5A6	ENSG00000138074	ENSG00000138074:27428003-27428372:target	0.185090589302;0.0916796136568;-0.29301796949	0.572200829599;0.00528986280581;0.991238645697	0.340;0.030;0.623	0.524;0.139;0.338	s|1e0|2e1.2o2|2e2.2o2|3e0|i	True	False	True	2	3	1	chr2	-	27427799-27428218;27427458-27428218;27428002-27428003	27427329-27427540;27427659-27427949;27427950-27428002;27428003-27428372	;;;	;;;	(27427950, 27428002)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC5A6
MRPL47	ENSG00000136522	ENSG00000136522:179322315-179322442:target	8.89161925478e-10;-3.5593187775e-07;0.220396269011;0.105716786344;0.00437337553024;-0.311666535801	4.07526640623e-18;4.07602057182e-18;0.841269560373;0.0159816829278;1.03721173532e-15;0.999999999923	0.025;0.025;0.539;0.067;0.032;0.329	0.025;0.025;0.754;0.174;0.065;0.025	s|1e1.1o1|1e2.1o1|1e3.1o3|1e3.3o3|1e4.1o1|i	False	True	True	5	5	1	chr3	-	179322093-179322315;179321323-179322315;179320585-179322315;179320525-179322315;179319578-179322315;179322314-179322315	179319518-179319578;179320440-179320585;179320440-179320585;179321313-179321323;179322013-179322093;179322094-179322314;179322315-179322442	;;;;;;	;;;;;;	(179322094, 179322314)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/70_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MRPL47
