#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_CM E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
MTA1	ENSG00000182979	ENSG00000182979:105935804-105935835:source	0.513536712845;-0.513536712845	1.0;1.0	0.474;0.526	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr14	+	105935835-105936178;105935835-105935836	105935804-105935835;105935836-105936177;105936178-105936329	;;	;;	(105935836, 105936177)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/197_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MTA1
MTA1	ENSG00000182979	ENSG00000182979:105911755-105911848:source	-0.0119628500571;-0.144784586727;0.221119944426	9.82980983701e-06;0.340409443864;0.807938776593	0.176;0.590;0.234	0.120;0.431;0.450	s|1e1.1o1|1e2.3o3|1e3.1o1	False	False	True	3	4	0	chr14	+	105911848-105912004;105911848-105915696;105911848-105916395	105911755-105911848;105912004-105912189;105915380-105915746;105916395-105916521	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/197_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MTA1
MON1B	ENSG00000103111	ENSG00000103111:77227334-77227843:target	1.00807754353e-08;0.524543068727;-0.523783424088	4.52365720876e-18;1.0;1.0	0.025;0.464;0.536	0.025;0.975;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr16	+	77225530-77227334;77225530-77227348;77227333-77227334	77225373-77225530;77225373-77225530;77225531-77227333;77227334-77227843	;;;	;;;	(77225531, 77227333)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/47_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MON1B
MON1B	ENSG00000103111	ENSG00000103111:77225373-77225530:source	4.97322971364e-10;0.315754840872;0.000943662466508;-0.30564482339	4.52363812967e-18;0.999271473102;2.63397732109e-07;0.999999487944	0.025;0.504;0.173;0.323	0.025;0.812;0.186;0.025	s|1e1.1o2|1e1.2o2|1e2.2o2|i	False	True	True	3	3	1	chr16	+	77225530-77227334;77225530-77227348;77225530-77228232;77225530-77225531	77225373-77225530;77225531-77227333;77227334-77227843;77227334-77227843;77227865-77229051	;;;;	;;;;	(77225531, 77227333)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/47_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#MON1B
LRRC75A-AS1	ENSG00000175061	ENSG00000175061:16342635-16342728:target	-0.000474623509328;-0.240589230676;-7.15235030324e-15;0.262469280514	5.46174249574e-18;0.93199749566;4.52363713959e-18;0.982230512739	0.034;0.567;0.025;0.392	0.025;0.332;0.025;0.647	t|1e0|2e0|2e1.1o1|2e2.1o2|2e2.2o2|3e0|i	True	True	True	3	3	1	chr17	+	16342343-16342641;16342374-16342641;16342559-16342641;16342634-16342635	16342136-16342343;16342351-16342559;16342351-16342559;16342560-16342634;16342635-16342728	;;;;	;;;;	(16342560, 16342634)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/187_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#LRRC75A-AS1
PRPF19	ENSG00000110107	ENSG00000110107:60658202-60658735:source	0.26690813208;7.77182481603e-16;-0.266631460826	0.99999999772;4.52363713957e-18;0.999999997391	0.715;0.025;0.285	0.975;0.025;0.025	t|1e2.2o3|2e1.1o2|i	False	True	True	2	3	1	chr11	-	60658735-60665318;60658262-60668782;60658735-60658736	60658202-60658735;60658736-60665021;60665022-60665423;60668767-60668841	;;;	;;;	(60658736, 60665021)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/64_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PRPF19
PFKFB3	ENSG00000170525	ENSG00000170525:6264671-6264947:target	-1.06430254172e-06;0.206444343517;-0.180355445759	4.52573948375e-18;0.915936980837;0.513291125956	0.025;0.774;0.201	0.025;0.975;0.025	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr10	+	6263490-6264818;6263708-6264818;6264670-6264671	6263344-6263490;6263604-6263708;6263709-6264670;6264671-6264947	;;;	;;;	(6263709, 6264670)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/178_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PFKFB3
RBM39	ENSG00000131051	ENSG00000131051:34328728-34328809:target	-0.199440113701;7.77156117238e-16;0.20201137855;3.85542784363e-06;4.75022216946e-13;-0.00294570955012	0.68365202023;4.52363713957e-18;0.675033639561;4.53132623303e-18;4.52363714052e-18;1.0723264548e-17	0.538;0.025;0.302;0.025;0.025;0.125	0.344;0.025;0.499;0.025;0.025;0.106	s|1e1.1o1|1e2.1o1|1e3.5o5|1e4.2o4|2e3.5o5|i	True	True	True	5	5	1	chr20	-	34328519-34328746;34327469-34328746;34326939-34328746;34320057-34328746;34326939-34328728;34328727-34328728	34319282-34320728;34326886-34327205;34326886-34327205;34327315-34327469;34328021-34328519;34328520-34328727;34328728-34328809	;;;;;;	;;;;;;	(34328520, 34328727)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/101_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RBM39
RBM39	ENSG00000131051	ENSG00000131051:34326886-34327205:source	0.208513601716;3.21166770328e-10;-0.208725333488;-1.18972127309e-15;7.77156117238e-16	0.706359631464;4.52363777896e-18;0.6931557049;4.52363713958e-18;4.52363713957e-18	0.356;0.025;0.615;0.025;0.025	0.559;0.025;0.411;0.025;0.025	t|1e0|2e0|3e0|4e0|5e1.1o2|5e1.2o2|5e2.1o3|5e3.1o1|5e4.1o1	True	True	True	5	5	1	chr20	-	34326939-34328746;34326939-34328728;34326939-34328447;34326939-34327837;34326939-34327315	34326886-34327205;34327315-34327469;34327837-34327895;34328021-34328519;34328728-34328809;34328728-34328809	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/101_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RBM39
RBM39	ENSG00000131051	ENSG00000131051:34301730-34301779:source	0.208170953923;-0.208170953923	0.892699494595;0.892699494595	0.772;0.228	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr20	-	34301779-34302107;34301779-34301780	34301730-34301779;34301780-34302106;34302107-34302311	;;	;;	(34301780, 34302106)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/101_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RBM39
NAA35	ENSG00000135040	ENSG00000135040:88632413-88632480:target	0.468901145093;-0.468901145093	0.999999999995;0.999999999995	0.518;0.482	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr9	+	88631590-88632413;88632412-88632413	88631454-88631590;88631591-88632412;88632413-88632480	;;	;;	(88631591, 88632412)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/110_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#NAA35
NAA35	ENSG00000135040	ENSG00000135040:88631454-88631590:source	0.484254573004;-0.484254573004	0.999999999999;0.999999999999	0.503;0.497	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr9	+	88631590-88632413;88631590-88631591	88631454-88631590;88631591-88632412;88632413-88632480	;;	;;	(88631591, 88632412)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/110_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#NAA35
NAA35	ENSG00000135040	ENSG00000135040:88635804-88635884:source	0.32405746785;-0.32405746785	0.999999609154;0.999999609154	0.659;0.341	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr9	+	88635884-88636816;88635884-88635885	88635804-88635884;88635885-88636815;88636816-88637213	;;	;;	(88635885, 88636815)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/110_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#NAA35
NAA35	ENSG00000135040	ENSG00000135040:88636816-88637213:target	0.247030401919;-0.247030401919	0.987513662629;0.987513662629	0.734;0.266	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr9	+	88635884-88636816;88636815-88636816	88635804-88635884;88635885-88636815;88636816-88637213	;;	;;	(88635885, 88636815)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/110_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#NAA35
SETD5	ENSG00000168137	ENSG00000168137:9512143-9512613:target	0.284384732316;-0.00502954585159;-0.227141798658	0.999123193526;2.01446674743e-10;0.98932068497	0.643;0.113;0.246	0.920;0.079;0.025	t|1e1.1o5|1e2.1o1|2e0|i	False	True	True	2	3	1	chr3	+	9506356-9512143;9510259-9512143;9512142-9512143	9506109-9506638;9510203-9510259;9510260-9512142;9512143-9512613	;;;	;;;	(9510260, 9512142)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/174_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#SETD5
SETD5	ENSG00000168137	ENSG00000168137:9476508-9476785:target	-0.215149235785;0.215149235785	0.754155960778;0.754155960778	0.694;0.306	0.482;0.518	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	+	9476169-9476508;9476314-9476508	9475961-9476169;9476274-9476314;9476508-9476785	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/174_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#SETD5
CUL5	ENSG00000166266	ENSG00000166266:107923387-107923528:target	0.228512057762;-0.228512057762	0.912863196929;0.912863196929	0.747;0.253	0.970;0.030	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr11	+	107917096-107923387;107920793-107923387	107916997-107917220;107920617-107920793;107923387-107923528	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/168_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#CUL5
TWF1	ENSG00000151239	ENSG00000151239:44194238-44194333:target	0.242732881622;-0.242732881622	0.983852655441;0.983852655441	0.738;0.262	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr12	-	44193305-44194238;44194237-44194238	44193201-44193305;44193306-44194237;44194238-44194333	;;	;;	(44193306, 44194237)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/142_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#TWF1
REPS1	ENSG00000135597	ENSG00000135597:139251114-139251235:source	3.1131767762e-05;-0.00271692807204;-0.185183585658;0.249121937475;-1.5835726578e-07	4.6330178129e-18;9.88823828633e-18;0.547066929444;0.964696181776;4.52395005241e-18	0.025;0.052;0.250;0.666;0.025	0.026;0.025;0.069;0.909;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.2o2|2e0	True	True	True	5	5	1	chr6	-	139251235-139266356;139251235-139265698;139251235-139265635;139251235-139262472;139251235-139255362	139251114-139251235;139255362-139255463;139262472-139262626;139265635-139265759;139265635-139265759;139266356-139266509	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/112_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#REPS1
REPS1	ENSG00000135597	ENSG00000135597:139235834-139236324:source	0.0284539676561;0.000425965048438;0.313221443448;-0.364806490706	6.45937236512e-05;3.40896373117e-10;0.998182541197;0.999999999869	0.075;0.075;0.472;0.381	0.139;0.083;0.777;0.025	t|1e0|2e0|3e1.2o2|3e2.1o1|3e3.1o1|i	False	True	True	3	4	1	chr6	-	139235898-139241352;139235898-139238692;139235898-139236995;139236324-139236325	139235834-139236324;139236325-139236994;139236995-139237351;139238692-139238783;139241352-139241453	;;;;	;;;;	(139236325, 139236994)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/112_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#REPS1
REPS1	ENSG00000135597	ENSG00000135597:139265635-139265759:target	-0.00147052164551;-0.00853808031548;0.267832781759;-0.00228440596309;-0.177788060324	3.08817454735e-10;4.51783483001e-14;0.965323138702;3.42247915806e-11;0.491696752438	0.063;0.065;0.532;0.058;0.292	0.047;0.025;0.793;0.037;0.116	s|1e1.1o2|1e3.1o2|2e1.1o2|2e2.1o1|2e3.1o2	True	True	True	5	4	1	chr6	-	139265152-139265698;139251235-139265698;139265152-139265635;139262626-139265635;139251235-139265635	139251114-139251235;139251114-139251235;139262472-139262626;139264990-139265152;139264990-139265152;139265635-139265759	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/112_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#REPS1
ERCC3	ENSG00000163161	ENSG00000163161:128046913-128047095:source	0.0304608091854;0.373004479365;-0.417756417483	5.30296412115e-06;0.999999993825;1.0	0.033;0.526;0.432	0.110;0.889;0.025	t|1e1.2o2|2e1.2o2|i	True	True	False	2	2	1	chr2	-	128047095-128047265;128047077-128047265;128047095-128047096	128046913-128047095;128047096-128047264;128047265-128047400;128047265-128047400	;;;	;;;	(128047096, 128047264)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/159_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ERCC3
ERCC3	ENSG00000163161	ENSG00000163161:128047265-128047400:target	0.0508268660579;0.436579720694;-0.485530623071	4.38481341814e-06;1.0;1.0	0.028;0.464;0.498	0.109;0.890;0.025	s|1e0|2e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr2	-	128047095-128047265;128047077-128047265;128047264-128047265	128046913-128047095;128046913-128047095;128047096-128047264;128047265-128047400	;;;	;;;	(128047096, 128047264)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/159_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ERCC3
AP2A2	ENSG00000183020	ENSG00000183020:1008012-1008282:target	0.490003228044;2.80349991115e-06;-0.489215372231	1.0;1.95913104206e-12;1.0	0.497;0.025;0.502	0.975;0.025;0.025	t|1e1.1o3|2e1.2o3|i	True	True	False	2	2	1	chr11	+	1006617-1008012;1006619-1008014;1008011-1008012	1006528-1007040;1006528-1007040;1007041-1008011;1008012-1008282	;;;	;;;	(1007041, 1008011)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/197_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#AP2A2
RNF149	ENSG00000163162	ENSG00000163162:101905170-101905517:target	0.0342036943807;0.481089218479;0.0393385734092;-0.555180242327	7.26208736353e-17;1.0;8.29513178424e-17;1.0	0.025;0.390;0.026;0.566	0.073;0.859;0.076;0.025	s|1e1.1o1|1e2.2o3|1e3.1o1|2e0|i	True	False	True	3	4	1	chr2	-	101904025-101905435;101902639-101905435;101898519-101905435;101905169-101905170	101897955-101898519;101902543-101902965;101903943-101904025;101904026-101905169;101905170-101905517	;;;;	;;;;	(101904026, 101905169)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/159_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RNF149
RNF149	ENSG00000163162	ENSG00000163162:101924591-101925163:target	0.0210229224904;0.384887029587;-0.40698889596	4.63831245277e-17;1.0;1.0	0.025;0.553;0.422	0.071;0.929;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr2	-	101924453-101924591;101911643-101924591;101924590-101924591	101911393-101911643;101924303-101924453;101924454-101924590;101924591-101925163	;;;	;;;	(101924454, 101924590)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/159_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RNF149
RNF149	ENSG00000163162	ENSG00000163162:101889589-101889803:source	1.65042457816e-10;0.208030393706;-0.215992326221	4.52363747332e-18;0.763566638184;0.808952041196	0.025;0.425;0.565	0.025;0.628;0.354	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr2	-	101889803-101898321;101889803-101890493;101889803-101889804	101889589-101889803;101889804-101890492;101890493-101890503;101897955-101898519	;;;	;;;	(101889804, 101890492)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/159_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#RNF149
GOLGA2	ENSG00000167110	ENSG00000167110:131028249-131028299:source	0.49065788365;-0.49065788365	1.0;1.0	0.497;0.503	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr9	-	131028299-131028566;131028299-131028300	131028249-131028299;131028300-131028565;131028566-131028604	;;	;;	(131028300, 131028565)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/171_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#GOLGA2
GOLGA2	ENSG00000167110	ENSG00000167110:131028566-131028604:target	0.395724706621;-0.395724706621	0.999999999532;0.999999999532	0.589;0.411	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr9	-	131028299-131028566;131028565-131028566	131028249-131028299;131028300-131028565;131028566-131028604	;;	;;	(131028300, 131028565)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/171_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#GOLGA2
IWS1	ENSG00000163166	ENSG00000163166:128255716-128255813:target	0.440177099261;-0.440177099261	0.999999999999;0.999999999999	0.546;0.454	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr2	-	128253724-128255716;128255715-128255716	128253574-128253724;128253848-128255715;128255716-128255813	;;	;;	(128253848, 128255715)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/160_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#IWS1
IWS1	ENSG00000163166	ENSG00000163166:128247408-128247519:target	0.327496894899;-0.327496894899	0.999999999977;0.999999999977	0.656;0.344	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr2	-	128246811-128247408;128247407-128247408	128246755-128246811;128246812-128247407;128247408-128247519	;;	;;	(128246812, 128247407)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/160_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#IWS1
CROCCP2	ENSG00000215908	ENSG00000215908:16946340-16947095:target	0.565136432942;-0.565136432942	1.0;1.0	0.424;0.576	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr1	-	16945598-16946340;16946339-16946340	16944751-16945598;16945599-16946339;16946340-16947095	;;	;;	(16945599, 16946339)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/222_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#CROCCP2
CROCCP2	ENSG00000215908	ENSG00000215908:16944751-16945598:source	0.552318581106;-0.552318581106	1.0;1.0	0.436;0.564	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	16945598-16946340;16945598-16945599	16944751-16945598;16945599-16946339;16946340-16947095	;;	;;	(16945599, 16946339)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/222_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#CROCCP2
DNAJA1	ENSG00000086061	ENSG00000086061:33038683-33039905:target	-1.87609466146e-07;-0.219474184205;0.213951681363	4.52400756506e-18;0.987289015922;0.972522771449	0.025;0.975;0.025	0.025;0.761;0.234	t|1e1.1o1|1e2.1o2|i	False	False	True	2	3	1	chr9	+	33036687-33038683;33037113-33038683;33038682-33038683	33036572-33036687;33037013-33037330;33037331-33038682;33038683-33039905	;;;	;;;	(33037331, 33038682)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/29_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#DNAJA1
ADAR	ENSG00000160710	ENSG00000160710:154580468-154580682:target	0.0126084835953;0.216727155506;-0.227362672927	3.60720439686e-13;0.918442180544;0.988954482021	0.026;0.719;0.247	0.069;0.931;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	-	154578852-154580468;154575102-154580468;154580467-154580468	154574861-154575102;154578480-154578852;154578853-154580467;154580468-154580682	;;;	;;;	(154578853, 154580467)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/155_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ADAR
GMCL1	ENSG00000087338	ENSG00000087338:70069832-70070393:target	0.296817830855;-0.296817830855	0.989274430086;0.989274430086	0.426;0.574	0.715;0.285	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	1	chr2	+	70068171-70070281;70068684-70070281	70068074-70068171;70068616-70068684;70069832-70070393	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/31_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#GMCL1
GMCL1	ENSG00000087338	ENSG00000087338:70068074-70068171:source	-0.290378541171;0.290378541171	0.98668660698;0.98668660698	0.607;0.393	0.324;0.676	s|1e1.1o1|1e2.2o2	False	False	True	2	3	1	chr2	+	70068171-70068616;70068171-70070281	70068074-70068171;70068616-70068684;70069832-70070393	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/31_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#GMCL1
GMCL1	ENSG00000087338	ENSG00000087338:70092032-70092107:source	-0.0062373662934;-0.152964406482;0.201959724494	1.72034349423e-17;0.25330732908;0.715271861389	0.061;0.198;0.744	0.025;0.049;0.941	s|1e1.1o1|1e2.1o1|1e3.2o2	False	False	True	3	4	1	chr2	+	70092107-70092504;70092107-70094831;70092107-70096851	70092032-70092107;70092504-70092764;70094831-70094933;70096689-70096996	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/31_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#GMCL1
ARPC5L	ENSG00000136950	ENSG00000136950:127630707-127631718:source	0.248643449886;-0.248643449886	0.998752632014;0.998752632014	0.733;0.267	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr9	+	127631718-127635971;127631718-127631719	127630707-127631718;127631719-127634867;127634868-127636043	;;	;;	(127631719, 127634867)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/116_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ARPC5L
ARPC5L	ENSG00000136950	ENSG00000136950:127634868-127636043:target	0.231052191107;-0.231052191107	0.988587814822;0.988587814822	0.750;0.250	0.975;0.025	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr9	+	127631718-127635971;127634867-127634868	127630707-127631718;127631719-127634867;127634868-127636043	;;	;;	(127631719, 127634867)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/116_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ARPC5L
ENO2	ENSG00000111674	ENSG00000111674:7031152-7031327:source	2.53520249003e-06;0.225874116602;-0.215873384244	4.61798276186e-18;0.98608997329;0.959376988861	0.025;0.755;0.235	0.025;0.975;0.025	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr12	+	7031255-7031507;7031327-7031507;7031327-7031328	7031152-7031327;7031328-7031506;7031507-7031565;7031507-7031565	;;;	;;;	(7031328, 7031506)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/67_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ENO2
ENO2	ENSG00000111674	ENSG00000111674:7026202-7026423:target	0.34012586727;-0.34012586727	1.0;1.0	0.643;0.357	0.975;0.025	t|1e1.1o3|i	False	False	False	1	2	1	chr12	+	7025893-7026202;7026201-7026202	7025835-7025976;7025977-7026201;7026202-7026423	;;	;;	(7025977, 7026201)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/67_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ENO2
ENO2	ENSG00000111674	ENSG00000111674:7031152-7031327:target	0.209617842058;-0.209617842058	0.92407863466;0.92407863466	0.771;0.229	0.975;0.025	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr12	+	7030945-7031219;7031151-7031152	7030660-7030945;7030946-7031151;7031152-7031327	;;	;;	(7030946, 7031151)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/67_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#ENO2
PTPN6	ENSG00000111679	ENSG00000111679:7061075-7061387:target	4.43372997666e-10;0.00733117879342;4.43372925195e-10;4.43372996677e-10;0.26815980516;4.43372997666e-10;7.45043172223e-05;-0.298172798145	4.52363802225e-18;2.26096953269e-07;4.52363802225e-18;4.52363802225e-18;0.991469550965;4.52363802225e-18;1.27370787194e-16;0.999999998317	0.025;0.040;0.025;0.025;0.622;0.025;0.025;0.316	0.025;0.086;0.025;0.025;0.884;0.025;0.027;0.025	t|1e1.1o1|1e3.1o1|2e1.1o1|2e2.2o2|2e3.1o1|3e3.1o1|4e3.1o1|i	True	True	True	7	4	1	chr12	+	7055902-7061075;7060894-7061075;7055902-7061146;7060683-7061146;7060894-7061146;7060894-7061180;7060894-7061276;7061074-7061075	7055631-7055902;7055631-7055902;7060519-7060683;7060772-7060894;7060772-7060894;7060772-7060894;7060772-7060894;7060895-7061074;7061075-7061387	;;;;;;;;	;;;;;;;;	(7060895, 7061074)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/67_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PTPN6
PTPN6	ENSG00000111679	ENSG00000111679:7060772-7060894:source	0.0151595539772;0.334166366717;9.14553818766e-10;7.97901071045e-05;-0.37363796533	5.1830613355e-07;0.999980419852;4.5236389603e-18;2.02140667118e-16;1.0	0.031;0.559;0.025;0.025;0.389	0.086;0.885;0.025;0.027;0.025	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|i	False	True	False	4	2	1	chr12	+	7060894-7061075;7060894-7061146;7060894-7061180;7060894-7061276;7060894-7060895	7060772-7060894;7060895-7061074;7061075-7061387;7061075-7061387;7061075-7061387;7061075-7061387	;;;;;	;;;;;	(7060895, 7061074)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/67_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#PTPN6
CCDC53	ENSG00000120860	ENSG00000120860:102439832-102439897:source	0.21615714251;-0.121114458219;-0.00670627793745;-0.0037505045721;7.88682680984e-13	0.80496935916;0.103594757677;0.000159595903917;3.04991091623e-08;4.52363714201e-18	0.272;0.308;0.281;0.137;0.025	0.483;0.177;0.239;0.100;0.025	t|1e0|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	1	chr12	-	102439897-102455690;102439897-102455026;102439897-102444296;102439897-102443967;102439897-102442068	102439832-102439897;102442068-102442175;102443967-102444069;102444296-102444417;102455026-102455124;102455690-102455857	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/85_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#CCDC53
CCDC53	ENSG00000120860	ENSG00000120860:102411498-102411583:target	0.330499206263;-0.330499206263	0.999999891576;0.999999891576	0.653;0.347	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr12	-	102406970-102411498;102411497-102411498	102406705-102406970;102406971-102411497;102411498-102411583	;;	;;	(102406971, 102411497)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsCM//summaries/85_T4_N_T4_CM.deltapsi_quantify_deltapsi.html#CCDC53
