#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_R E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
PRRC2B	ENSG00000130723	ENSG00000130723:134361868-134361928:source	0.289635708282;-0.289635708282	0.999996834907;0.999996834907	0.693;0.307	0.975;0.025	s|1e1.1o2|i	False	False	False	1	2	1	chr9	+	134361928-134362554;134361928-134361929	134361868-134361928;134361929-134362553;134362554-134362681	;;	;;	(134361929, 134362553)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/79_T4_N_T4_R.deltapsi_quantify_deltapsi.html#PRRC2B
SCNM1	ENSG00000163156	ENSG00000163156:151138498-151138728:source	0.234353841633;-0.00318606798571;-0.0537795229247;-0.108062352291	0.967571982783;1.03191604176e-17;2.29871743645e-05;3.02498391534e-05	0.654;0.074;0.140;0.131	0.882;0.048;0.070;0.025	s|1e1.1o2|2e1.2o2|3e1.1o2|i	True	True	False	3	2	1	chr1	+	151138679-151138947;151138685-151138952;151138728-151138947;151138728-151138729	151138498-151138728;151138729-151138946;151138947-151139017;151138947-151139017;151138947-151139017	;;;;	;;;;	(151138729, 151138946)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/124_T4_N_T4_R.deltapsi_quantify_deltapsi.html#SCNM1
C21orf59	ENSG00000159079	ENSG00000159079:33974582-33974677:source	-0.428666151818;0.428666151818	0.999997708486;0.999997708486	0.744;0.256	0.326;0.674	t|1e1.2o3|i	False	False	False	1	2	1	chr21	-	33974677-33975471;33974677-33974678	33974582-33974677;33974678-33974755;33974756-33975602	;;	;;	(33974678, 33974755)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/119_T4_N_T4_R.deltapsi_quantify_deltapsi.html#C21orf59
NCOA2	ENSG00000140396	ENSG00000140396:71126138-71126310:target	0.23290205379;-5.67634173458e-05;-0.22824064019	0.876579098215;2.39090169666e-17;0.842695007995	0.166;0.027;0.805	0.393;0.026;0.582	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr8	-	71121587-71126138;71120318-71126138;71087094-71126138	71086991-71087094;71120308-71120318;71121577-71121587;71126138-71126310	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#NCOA2
NCOA2	ENSG00000140396	ENSG00000140396:71128895-71128999:source	-0.448555090745;1.95540353073e-09;0.447995634491	0.999999999852;4.69812792896e-18;0.999999999853	0.927;0.025;0.072	0.490;0.025;0.508	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr8	-	71128999-71208979;71128999-71157242;71128999-71129232	71128895-71128999;71129232-71129242;71157242-71157610;71208979-71209035	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#NCOA2
TSPAN3	ENSG00000140391	ENSG00000140391:77345119-77345271:target	0.242605835636;-0.242605835636	0.996510742612;0.996510742612	0.738;0.262	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr15	-	77344810-77345119;77345118-77345119	77344727-77344810;77344811-77345118;77345119-77345271	;;	;;	(77344811, 77345118)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#TSPAN3
TSPAN3	ENSG00000140391	ENSG00000140391:77336359-77339269:source	0.25299311854;-0.25299311854	0.999655664036;0.999655664036	0.728;0.272	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr15	-	77339269-77344727;77339269-77339270	77336359-77339269;77339270-77344726;77344727-77344810	;;	;;	(77339270, 77344726)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#TSPAN3
MPPE1	ENSG00000154889	ENSG00000154889:11889455-11889489:source	0.312818513316;0.139125210637;-0.43404527612	0.99938140351;0.11062446057;1.0	0.488;0.069;0.448	0.793;0.206;0.025	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr18	-	11889489-11893467;11889489-11890278;11889489-11889490	11889455-11889489;11889490-11890277;11890278-11890288;11893047-11893575	;;;	;;;	(11889490, 11890277)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/115_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MPPE1
POLR2A	ENSG00000181222	ENSG00000181222:7415130-7415333:source	0.30756188311;-0.30756188311	1.0;1.0	0.675;0.325	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr17	+	7415333-7415477;7415333-7415334	7415130-7415333;7415334-7415476;7415477-7415663	;;	;;	(7415334, 7415476)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/152_T4_N_T4_R.deltapsi_quantify_deltapsi.html#POLR2A
POLR2A	ENSG00000181222	ENSG00000181222:7415477-7415663:target	0.34798807796;-0.34798807796	1.0;1.0	0.636;0.364	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	+	7415333-7415477;7415476-7415477	7415130-7415333;7415334-7415476;7415477-7415663	;;	;;	(7415334, 7415476)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/152_T4_N_T4_R.deltapsi_quantify_deltapsi.html#POLR2A
B4GALT3	ENSG00000158850	ENSG00000158850:161144697-161145018:source	0.2661530682;-0.2661530682	0.999781389435;0.999781389435	0.716;0.284	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	161145018-161145598;161145018-161145019	161144697-161145018;161145019-161145597;161145598-161145683	;;	;;	(161145019, 161145597)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/119_T4_N_T4_R.deltapsi_quantify_deltapsi.html#B4GALT3
B4GALT3	ENSG00000158850	ENSG00000158850:161144697-161145018:target	0.26439135059;-0.26439135059	0.999781445582;0.999781445582	0.717;0.283	0.975;0.025	s|1e0|2e0|3e1.1o1|4e0|i	True	False	False	1	2	1	chr1	-	161143839-161144783;161144696-161144697	161143649-161143839;161143840-161144696;161144697-161145018	;;	;;	(161143840, 161144696)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/119_T4_N_T4_R.deltapsi_quantify_deltapsi.html#B4GALT3
B4GALT3	ENSG00000158850	ENSG00000158850:161143649-161143839:source	0.238652316128;-0.238652316128	0.990757037246;0.990757037246	0.742;0.258	0.975;0.025	t|1e1.3o4|i	False	False	False	1	2	1	chr1	-	161143839-161144783;161143839-161143840	161143649-161143839;161143840-161144696;161144697-161145018	;;	;;	(161143840, 161144696)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/119_T4_N_T4_R.deltapsi_quantify_deltapsi.html#B4GALT3
B4GALT3	ENSG00000158850	ENSG00000158850:161145598-161145683:target	0.348480827581;-0.348480827581	1.0;1.0	0.635;0.365	0.975;0.025	s|1e0|1e1.1o1|i	False	False	False	1	2	1	chr1	-	161145018-161145598;161145597-161145598	161144697-161145018;161145019-161145597;161145598-161145683	;;	;;	(161145019, 161145597)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/119_T4_N_T4_R.deltapsi_quantify_deltapsi.html#B4GALT3
DDX19A	ENSG00000168872	ENSG00000168872:70399836-70400165:target	1.46202715931e-06;0.350721357567;-0.344931230387	8.65677635834e-14;0.999999859355;0.999999945926	0.025;0.633;0.361	0.025;0.975;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr16	+	70399034-70399836;70399034-70399988;70399835-70399836	70398920-70399034;70398920-70399034;70399035-70399835;70399836-70400165	;;;	;;;	(70399035, 70399835)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/137_T4_N_T4_R.deltapsi_quantify_deltapsi.html#DDX19A
DDX19A	ENSG00000168872	ENSG00000168872:70400527-70400764:target	0.386344199011;-0.386344199011	0.999999999948;0.999999999948	0.598;0.402	0.975;0.025	t|1e1.2o2|i	False	False	False	1	2	1	chr16	+	70400165-70400527;70400526-70400527	70399836-70400165;70400166-70400526;70400527-70400764	;;	;;	(70400166, 70400526)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/137_T4_N_T4_R.deltapsi_quantify_deltapsi.html#DDX19A
DDX19A	ENSG00000168872	ENSG00000168872:70399836-70400165:source	0.302213310452;-0.302213310452	0.999992139872;0.999992139872	0.680;0.320	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr16	+	70400165-70400527;70400165-70400166	70399836-70400165;70400166-70400526;70400527-70400764	;;	;;	(70400166, 70400526)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/137_T4_N_T4_R.deltapsi_quantify_deltapsi.html#DDX19A
DDX19A	ENSG00000168872	ENSG00000168872:70398920-70399034:source	1.39788529361e-06;0.26506967129;-0.258372449707	7.73149679825e-14;0.997208891315;0.995075563585	0.025;0.716;0.277	0.025;0.975;0.025	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr16	+	70399034-70399836;70399034-70399988;70399034-70399035	70398920-70399034;70399035-70399835;70399836-70400165;70399836-70400165	;;;	;;;	(70399035, 70399835)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/137_T4_N_T4_R.deltapsi_quantify_deltapsi.html#DDX19A
MAN2C1	ENSG00000140400	ENSG00000140400:75650984-75651149:target	-0.0912106772878;0.238251904083;-0.114966341587	0.033966328232;0.951680338816;0.0219862130125	0.584;0.233;0.180	0.475;0.466;0.067	s|1e1.2o2|1e2.1o1|2e0|i	True	False	True	2	3	1	chr15	-	75650959-75651045;75650685-75651045;75650983-75650984	75650076-75650685;75650801-75650960;75650961-75650983;75650984-75651149	;;;	;;;	(75650961, 75650983)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MAN2C1
MAN2C1	ENSG00000140400	ENSG00000140400:75656829-75657006:target	-0.206503358019;0.0487221919738;0.180257983212;-1.10613878899e-05	0.807992837458;8.86023032146e-17;0.493218181176;4.71689870923e-18	0.730;0.025;0.204;0.025	0.529;0.076;0.380;0.025	s|1e0|2e0|3e0|4e1.1o1|4e2.1o1|4e3.3o3|4e4.2o3	True	False	True	4	5	1	chr15	-	75656529-75656829;75655631-75656829;75655089-75656829;75654794-75656829	75654684-75654978;75654983-75655520;75655551-75655631;75656481-75656529;75656829-75657006	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MAN2C1
MAN2C1	ENSG00000140400	ENSG00000140400:75652244-75652402:target	0.24838009468;-0.24838009468	0.999809256021;0.999809256021	0.733;0.267	0.975;0.025	s|1e1.1o2|i	False	False	False	1	2	1	chr15	-	75652116-75652244;75652243-75652244	75651961-75652116;75652117-75652243;75652244-75652402	;;	;;	(75652117, 75652243)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MAN2C1
MAN2C1	ENSG00000140400	ENSG00000140400:75651961-75652116:source	0.241218894117;-0.241218894117	0.997573113652;0.997573113652	0.740;0.260	0.975;0.025	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr15	-	75652116-75652244;75652116-75652117	75651961-75652116;75652117-75652243;75652244-75652402	;;	;;	(75652117, 75652243)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MAN2C1
MAN2C1	ENSG00000140400	ENSG00000140400:75650076-75650685:source	0.212382671709;-0.0941266422303;-0.0841962511314	0.847333215533;0.0212658537864;0.00204373972798	0.137;0.521;0.336	0.344;0.416;0.238	t|1e1.1o2|1e2.1o2|i	False	False	True	2	3	1	chr15	-	75650685-75651045;75650685-75650803;75650685-75650686	75650076-75650685;75650686-75650800;75650801-75650960;75650984-75651149	;;;	;;;	(75650686, 75650800)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#MAN2C1
DNAJA4	ENSG00000140403	ENSG00000140403:78557823-78558381:target	-0.488182577722;0.488182577722	1.0;1.0	0.975;0.025	0.499;0.501	t|1e1.1o1|i	False	False	False	1	2	1	chr15	+	78557237-78557823;78557822-78557823	78556951-78557237;78557238-78557822;78557823-78558381	;;	;;	(78557238, 78557822)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#DNAJA4
DNAJA4	ENSG00000140403	ENSG00000140403:78565437-78565541:target	0.0142916409258;0.20394807608;3.79733534671e-09;-0.238777970364	2.62402551069e-08;0.77504114499;4.69813082683e-18;0.994563409661	0.025;0.727;0.025;0.258	0.072;0.926;0.025;0.025	t|1e1.1o1|1e2.1o1|2e2.1o1|i	True	True	True	3	3	1	chr15	+	78557237-78565437;78563019-78565437;78563019-78565442;78565436-78565437	78556951-78557237;78562359-78563019;78562359-78563019;78563020-78565436;78565437-78565541	;;;;	;;;;	(78563020, 78565436)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#DNAJA4
DNAJA4	ENSG00000140403	ENSG00000140403:78562359-78563019:source	0.215674944091;1.29005585222e-08;-0.214999996894	0.94107655416;4.69814644514e-18;0.937298969108	0.765;0.025;0.235	0.975;0.025;0.025	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr15	+	78563019-78565437;78563019-78565442;78563019-78563020	78562359-78563019;78563020-78565436;78565437-78565541;78565437-78565541	;;;	;;;	(78563020, 78565436)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/98_T4_N_T4_R.deltapsi_quantify_deltapsi.html#DNAJA4
STAG3L5P	ENSG00000242294	ENSG00000242294:99948875-99949523:target	0.389933114774;-0.389933114774	0.999999999612;0.999999999612	0.595;0.405	0.975;0.025	t|1e1.2o3|i	False	False	False	1	2	1	chr7	+	99947510-99948875;99948874-99948875	99947340-99947781;99947782-99948874;99948875-99949523	;;	;;	(99947782, 99948874)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/176_T4_N_T4_R.deltapsi_quantify_deltapsi.html#STAG3L5P
STAG3L5P	ENSG00000242294	ENSG00000242294:99947340-99947781:source	0.320244627191;-0.320244627191	0.999999801236;0.999999801236	0.663;0.337	0.975;0.025	s|1e0|2e1.1o1|3e0|i	True	False	False	1	2	1	chr7	+	99947510-99948875;99947781-99947782	99947340-99947781;99947782-99948874;99948875-99949523	;;	;;	(99947782, 99948874)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/176_T4_N_T4_R.deltapsi_quantify_deltapsi.html#STAG3L5P
STAG3L5P	ENSG00000242294	ENSG00000242294:99936395-99936613:source	0.209422729413;-0.209422729413	0.728386558851;0.728386558851	0.103;0.897	0.307;0.693	s|1e0|2e0|3e1.1o1|3e2.1o1|4e0	True	False	True	2	3	0	chr7	+	99936512-99938568;99936512-99943488	99936395-99936613;99938568-99938951;99943488-99943591	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/176_T4_N_T4_R.deltapsi_quantify_deltapsi.html#STAG3L5P
STAG3L5P	ENSG00000242294	ENSG00000242294:99943488-99943591:source	-0.132139330929;-0.0878975566493;0.233197619885	0.133259349439;1.18249062357e-07;0.908762930784	0.285;0.125;0.590	0.149;0.029;0.818	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr7	+	99943591-99947340;99943591-99947354;99943591-99943592	99943488-99943591;99943592-99947339;99947340-99947781;99947340-99947781	;;;	;;;	(99943592, 99947339)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/176_T4_N_T4_R.deltapsi_quantify_deltapsi.html#STAG3L5P
STAG3L5P	ENSG00000242294	ENSG00000242294:99947340-99947781:target	-0.0724549573171;-0.0777088669902;0.201976145074	0.0287933072344;6.7064011818e-07;0.71922080184	0.298;0.128;0.572	0.190;0.037;0.769	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr7	+	99943591-99947340;99943591-99947354;99947339-99947340	99943488-99943591;99943488-99943591;99943592-99947339;99947340-99947781	;;;	;;;	(99943592, 99947339)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/176_T4_N_T4_R.deltapsi_quantify_deltapsi.html#STAG3L5P
BAZ2A	ENSG00000076108	ENSG00000076108:56998857-56999111:target	0.203139494161;-6.17290285858e-09;-0.185420013292	0.740887760508;4.69813478722e-18;0.61529913409	0.507;0.025;0.468	0.705;0.025;0.287	s|1e0|2e0|3e1.1o1|3e2.1o1|i	True	False	True	2	3	1	chr12	-	56998583-56998857;56998075-56998857;56998856-56998857	56998001-56998075;56998369-56998583;56998584-56998856;56998857-56999111	;;;	;;;	(56998584, 56998856)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/17_T4_N_T4_R.deltapsi_quantify_deltapsi.html#BAZ2A
RCAN3	ENSG00000117602	ENSG00000117602:24857708-24857881:source	0.392030165197;7.77553155941e-16;1.24444864418e-09;-0.379733707403	1.0;4.69812431181e-18;4.69812644688e-18;1.0	0.593;0.025;0.025;0.395	0.975;0.025;0.025;0.025	s|1e1.1o3|1e1.2o3|1e2.1o1|i	False	True	True	3	3	1	chr1	+	24857881-24859573;24857881-24859603;24857881-24861583;24857881-24857882	24857708-24857881;24857882-24859572;24859573-24859744;24859573-24859744;24861583-24861859	;;;;	;;;;	(24857882, 24859572)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/64_T4_N_T4_R.deltapsi_quantify_deltapsi.html#RCAN3
RCAN3	ENSG00000117602	ENSG00000117602:24859573-24859744:target	0.0182097714195;0.335657185298;7.77198963141e-16;-0.343766151575	3.60860865905e-17;0.999999999967;4.69812431181e-18;1.0	0.027;0.601;0.025;0.360	0.071;0.928;0.025;0.025	t|1e1.1o1|1e2.1o1|2e2.1o1|3e0|i	True	True	True	3	3	1	chr1	+	24841057-24859573;24857881-24859573;24857881-24859603;24859572-24859573	24840729-24841057;24857708-24857881;24857708-24857881;24857882-24859572;24859573-24859744	;;;;	;;;;	(24857882, 24859572)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/64_T4_N_T4_R.deltapsi_quantify_deltapsi.html#RCAN3
VCPKMT	ENSG00000100483	ENSG00000100483:50582557-50582629:target	0.37510851097;-0.37510851097	0.999999999998;0.999999999998	0.609;0.391	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr14	-	50581122-50582557;50582556-50582557	50581003-50581122;50581123-50582556;50582557-50582629	;;	;;	(50581123, 50582556)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/32_T4_N_T4_R.deltapsi_quantify_deltapsi.html#VCPKMT
VCPKMT	ENSG00000100483	ENSG00000100483:50581003-50581122:source	0.299855737168;-0.299855737168	0.999997779629;0.999997779629	0.683;0.317	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr14	-	50581122-50582557;50581122-50581123	50581003-50581122;50581123-50582556;50582557-50582629	;;	;;	(50581123, 50582556)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/32_T4_N_T4_R.deltapsi_quantify_deltapsi.html#VCPKMT
HECTD3	ENSG00000126107	ENSG00000126107:45470272-45471260:target	0.387198672751;-2.90352537879e-06;-0.36431359351	0.999999999846;1.10215105626e-14;0.999999999644	0.597;0.025;0.380	0.975;0.025;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	-	45470049-45470272;45469806-45470272;45470271-45470272	45469732-45469806;45469920-45470049;45470050-45470271;45470272-45471260	;;;	;;;	(45470050, 45470271)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/74_T4_N_T4_R.deltapsi_quantify_deltapsi.html#HECTD3
HECTD3	ENSG00000126107	ENSG00000126107:45469920-45470049:source	0.298908140705;-0.298908140705	0.999997017922;0.999997017922	0.684;0.316	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	45470049-45470272;45470049-45470050	45469920-45470049;45470050-45470271;45470272-45471260	;;	;;	(45470050, 45470271)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/74_T4_N_T4_R.deltapsi_quantify_deltapsi.html#HECTD3
U2AF1L4	ENSG00000161265	ENSG00000161265:36235392-36235464:target	-0.255416773443;0.255416773443	0.958975365931;0.958975365931	0.392;0.608	0.143;0.857	s|1e1.1o1|i	False	False	False	1	2	1	chr19	-	36235322-36235392;36235391-36235392	36235224-36235322;36235323-36235391;36235392-36235464	;;	;;	(36235323, 36235391)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/123_T4_N_T4_R.deltapsi_quantify_deltapsi.html#U2AF1L4
U2AF1L4	ENSG00000161265	ENSG00000161265:36233365-36233704:source	0.260551314199;-8.33721415295e-05;0.00479603748736;5.63546312405e-08;-0.284911973665	0.978304589676;1.71511850161e-11;9.23841245751e-07;4.69822099967e-18;0.999999866258	0.564;0.074;0.065;0.025;0.303	0.818;0.073;0.104;0.025;0.025	t|1e1.2o2|1e2.1o2|2e1.2o2|2e2.1o2|i	True	True	True	4	3	1	chr19	-	36233704-36234710;36233704-36234056;36233520-36234710;36233520-36234056;36233704-36233705	36233365-36233704;36233705-36233911;36233912-36234109;36233912-36234109;36234710-36234805;36234710-36234805	;;;;;	;;;;;	(36233705, 36233911)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/123_T4_N_T4_R.deltapsi_quantify_deltapsi.html#U2AF1L4
CNOT1	ENSG00000125107	ENSG00000125107:58573672-58573970:source	0.399221689834;-0.399221689834	1.0;1.0	0.586;0.414	0.975;0.025	t|1e0|2e1.1o1|3e0|i	False	True	False	1	2	1	chr16	-	58573863-58575405;58573970-58573971	58573672-58573970;58573971-58575404;58575405-58575524	;;	;;	(58573971, 58575404)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/72_T4_N_T4_R.deltapsi_quantify_deltapsi.html#CNOT1
CNOT1	ENSG00000125107	ENSG00000125107:58575405-58575524:target	0.29284899052;-0.29284899052	0.999999956894;0.999999956894	0.689;0.311	0.975;0.025	s|1e1.2o3|i	False	False	False	1	2	1	chr16	-	58573863-58575405;58575404-58575405	58573672-58573970;58573971-58575404;58575405-58575524	;;	;;	(58573971, 58575404)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/72_T4_N_T4_R.deltapsi_quantify_deltapsi.html#CNOT1
PIH1D1	ENSG00000104872	ENSG00000104872:49950681-49950724:source	0.247481257248;-0.247481257248	0.999732320449;0.999732320449	0.734;0.266	0.975;0.025	t|1e1.1o2|i	False	False	False	1	2	1	chr19	-	49950724-49951084;49950724-49950725	49950681-49950724;49950725-49950966;49950967-49951165	;;	;;	(49950725, 49950966)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/40_T4_N_T4_R.deltapsi_quantify_deltapsi.html#PIH1D1
HSPA9	ENSG00000113013	ENSG00000113013:137894242-137894346:source	0.307116354538;-0.307116354538	1.0;1.0	0.676;0.324	0.975;0.025	t|1e1.1o2|2e0|i	False	True	False	1	2	1	chr5	-	137894346-137895553;137894346-137894347	137894242-137894346;137894347-137895408;137895409-137895780	;;	;;	(137894347, 137895408)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/57_T4_N_T4_R.deltapsi_quantify_deltapsi.html#HSPA9
HSPA9	ENSG00000113013	ENSG00000113013:137895409-137895780:target	0.207979384778;-0.207979384778	0.938334638994;0.938334638994	0.772;0.228	0.975;0.025	s|1e1.1o2|2e0|i	True	False	False	1	2	1	chr5	-	137894346-137895553;137895408-137895409	137894242-137894346;137894347-137895408;137895409-137895780	;;	;;	(137894347, 137895408)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/57_T4_N_T4_R.deltapsi_quantify_deltapsi.html#HSPA9
C7orf43	ENSG00000146826	ENSG00000146826:99755466-99755643:source	7.99671839089e-10;0.266439689336;-0.26327197173	4.69812568379e-18;0.981180457952;0.977402404294	0.025;0.503;0.493	0.025;0.763;0.236	t|1e0|2e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr7	-	99755561-99756212;99755561-99755712;99755643-99755644	99755466-99755643;99755644-99755711;99755712-99756338;99755712-99756338	;;;	;;;	(99755644, 99755711)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/108_T4_N_T4_R.deltapsi_quantify_deltapsi.html#C7orf43
HAX1	ENSG00000143575	ENSG00000143575:154245344-154246074:source	2.99999359595e-10;7.42676148988e-13;0.208426404611;-0.00189567520133;-0.182523021333	4.69812482651e-18;4.69812431308e-18;0.862323563045;9.6575957057e-18;0.556304186603	0.025;0.025;0.730;0.064;0.203	0.025;0.025;0.933;0.047;0.025	s|1e1.2o4|2e1.1o4|2e1.2o4|2e2.1o1|i	True	True	True	4	3	1	chr1	+	154246010-154246250;154246074-154246226;154246074-154246250;154246074-154247426;154246074-154246075	154245344-154246074;154246075-154246225;154246226-154246437;154246226-154246437;154246226-154246437;154247426-154247477	;;;;;	;;;;;	(154246075, 154246225)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/105_T4_N_T4_R.deltapsi_quantify_deltapsi.html#HAX1
HAX1	ENSG00000143575	ENSG00000143575:154247869-154247960:target	0.336939825105;-0.336939825105	1.0;1.0	0.646;0.354	0.975;0.025	t|1e1.1o2|i	False	False	False	1	2	1	chr1	+	154247736-154247869;154247868-154247869	154247554-154247748;154247749-154247868;154247869-154247960	;;	;;	(154247749, 154247868)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/105_T4_N_T4_R.deltapsi_quantify_deltapsi.html#HAX1
HAX1	ENSG00000143575	ENSG00000143575:154247554-154247748:source	0.25281804093;-0.25281804093	0.999971966308;0.999971966308	0.729;0.271	0.975;0.025	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr1	+	154247736-154247869;154247748-154247749	154247554-154247748;154247749-154247868;154247869-154247960	;;	;;	(154247749, 154247868)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/105_T4_N_T4_R.deltapsi_quantify_deltapsi.html#HAX1
HAX1	ENSG00000143575	ENSG00000143575:154246226-154246437:target	1.83585298574e-12;7.08073109829e-15;7.00536311229e-10;0.30006653072;-0.288718527383	4.69812431495e-18;4.69812431182e-18;4.6981255137e-18;0.999999997497;0.999999999318	0.025;0.025;0.025;0.682;0.307	0.025;0.025;0.025;0.975;0.025	t|1e2.2o2|2e1.2o2|2e2.1o2|2e2.2o2|3e0|4e0|i	True	True	True	4	3	1	chr1	+	154246074-154246226;154245252-154246250;154246010-154246250;154246074-154246250;154246225-154246226	154244987-154245252;154245344-154246074;154245344-154246074;154245344-154246074;154246075-154246225;154246226-154246437	;;;;;	;;;;;	(154246075, 154246225)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsR//summaries/105_T4_N_T4_R.deltapsi_quantify_deltapsi.html#HAX1
