#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th1_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
URI1	ENSG00000105176	ENSG00000105176:30503192-30503806:source	2.02123917801e-05;0.277563590353;-0.28377431594	3.43515232619e-08;0.873718998062;0.890312741098	0.025;0.585;0.411	0.026;0.870;0.123	s|1e1.1o1|1e2.1o1|1e3.1o1|2e0	True	False	True	3	4	0	chr19	+	30503438-30505088;30503438-30505794;30503438-30506443	30503192-30503806;30505088-30505129;30505794-30505933;30506443-30506611	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/13_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#URI1
CNOT1	ENSG00000125107	ENSG00000125107:58632914-58633415:source	0.234327401326;-2.11847129807e-05;-0.192906199128;-0.00243408592043	0.812906246063;5.97625901332e-11;0.598264486089;2.56876482404e-05	0.686;0.026;0.216;0.083	0.917;0.025;0.027;0.047	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2	True	False	True	4	4	0	chr16	-	58633415-58663632;58633415-58658577;58633415-58658557;58633415-58657186	58632914-58633415;58657130-58657313;58658557-58658698;58658557-58658698;58663632-58663790	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/23_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CNOT1
POLE	ENSG00000177084	ENSG00000177084:133245397-133245525:target	-0.232331509434;0.232331509434	0.745985284776;0.745985284776	0.935;0.065	0.684;0.316	s|1e1.1o1|i	False	False	False	1	2	1	chr12	-	133245323-133245397;133245396-133245397	133245221-133245323;133245324-133245396;133245397-133245525	;;	;;	(133245324, 133245396)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/54_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#POLE
CDC25B	ENSG00000101224	ENSG00000101224:3778269-3778396:target	7.03691660043e-06;0.0214622111356;-0.523061209374;0.00487107179287;-0.0213213320391;7.03691660043e-06;0.418176640273	8.35031664653e-09;0.0211007718592;0.999937421584;0.000682485787825;0.000229057898695;8.35031664653e-09;0.999556387393	0.025;0.041;0.817;0.025;0.109;0.025;0.025	0.025;0.143;0.307;0.082;0.034;0.025;0.433	t|1e1.1o1|1e2.1o1|1e3.1o2|2e2.1o1|2e3.1o2|3e3.2o2|i	True	True	True	6	4	1	chr20	+	3767786-3778269;3776526-3778269;3777378-3778269;3776526-3778311;3777378-3778311;3777527-3778330;3778268-3778269	3767578-3767786;3776386-3776526;3776386-3776526;3776938-3777527;3776938-3777527;3776938-3777527;3777528-3778268;3778269-3778396	;;;;;;;	;;;;;;;	(3777528, 3778268)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/11_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CDC25B
R3HDM1	ENSG00000048991	ENSG00000048991:136389431-136389571:target	-0.259020242377;0.259020242377	0.847998467955;0.847998467955	0.974;0.026	0.721;0.279	t|1e1.2o2|i	False	False	False	1	2	1	chr2	+	136389347-136389431;136389430-136389431	136389288-136389347;136389348-136389430;136389431-136389571	;;	;;	(136389348, 136389430)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/2_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#R3HDM1
NSUN5P1	ENSG00000223705	ENSG00000223705:75045765-75046066:target	-0.278021692616;0.278021692616	0.902167895876;0.902167895876	0.314;0.686	0.034;0.966	t|1e1.1o2|i	False	False	False	1	2	1	chr7	+	75045694-75045765;75045764-75045765	75045554-75045733;75045734-75045764;75045765-75046066	;;	;;	(75045734, 75045764)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/64_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#NSUN5P1
CASP8	ENSG00000064012	ENSG00000064012:202131184-202131514:source	2.42157401825e-05;2.42157401825e-05;-0.223096233036;0.211732729935	3.54210112185e-07;3.54210112185e-07;0.705795973164;0.651772438464	0.025;0.025;0.973;0.025	0.026;0.026;0.747;0.238	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2	False	False	True	4	5	1	chr2	+	202131514-202133384;202131514-202134233;202131514-202136239;202131514-202137361	202131184-202131514;202133384-202133394;202134233-202134328;202136239-202136344;202137361-202137499	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/3_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CASP8
SNHG3	ENSG00000242125	ENSG00000242125:28834640-28834782:source	-0.289970346361;0.289970346361	0.952668708551;0.952668708551	0.917;0.083	0.634;0.366	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr1	+	28834672-28835342;28834782-28834783	28834640-28834782;28834783-28835341;28835342-28837404	;;	;;	(28834783, 28835341)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/66_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SNHG3
ZFAND5	ENSG00000107372	ENSG00000107372:74979612-74980163:target	-0.155280007114;0.2173177986;-0.000819215380597;2.09394329788e-05	0.478267109133;0.653611939332;2.92197912673e-07;1.69269481039e-07	0.486;0.465;0.045;0.025	0.251;0.736;0.026;0.026	s|1e1.2o2|1e2.1o2|1e2.2o2|i	False	True	True	3	3	1	chr9	-	74978522-74979612;74975703-74979612;74975700-74979612;74979611-74979612	74975354-74975703;74975354-74975703;74978386-74979262;74979581-74979611;74979612-74980163	;;;;	;;;;	(74979581, 74979611)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/15_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#ZFAND5
EXOSC3	ENSG00000107371	ENSG00000107371:37783869-37784060:target	0.255458656289;-0.255458656289	0.721853339891;0.721853339891	0.389;0.611	0.692;0.308	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr9	-	37782134-37783911;37780877-37783911	37779711-37780877;37781801-37782134;37783869-37784060	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/14_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#EXOSC3
FANCA	ENSG00000187741	ENSG00000187741:89807212-89807274:target	-0.240552118056;0.240552118056	0.767546857069;0.767546857069	0.844;0.156	0.587;0.413	s|1e1.1o2|i	False	False	False	1	2	1	chr16	-	89806507-89807212;89807211-89807212	89806402-89806507;89806508-89807211;89807212-89807274	;;	;;	(89806508, 89807211)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/58_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#FANCA
FANCA	ENSG00000187741	ENSG00000187741:89805771-89806166:target	-0.28566409001;0.28566409001	0.796326183857;0.796326183857	0.683;0.317	0.367;0.633	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr16	-	89805697-89805886;89805770-89805771	89805690-89805697;89805698-89805770;89805771-89806166	;;	;;	(89805698, 89805770)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/58_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#FANCA
FANCA	ENSG00000187741	ENSG00000187741:89805152-89805382:source	-0.000129857604017;-0.0828633469616;-0.00459247408537;1.38135646403e-05;0.228388440484	1.6185337749e-07;0.249395130433;0.00153760000078;1.60963169032e-07;0.677137551217	0.030;0.465;0.159;0.025;0.335	0.026;0.270;0.104;0.026;0.615	t|1e1.1o4|1e1.2o4|1e1.3o4|2e1.4o4|i	True	True	False	4	2	1	chr16	-	89805382-89805546;89805382-89805541;89805382-89805537;89805334-89805424;89805382-89805383	89805152-89805382;89805383-89805423;89805424-89805674;89805424-89805674;89805424-89805674;89805424-89805674	;;;;;	;;;;;	(89805383, 89805423)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/58_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#FANCA
FANCA	ENSG00000187741	ENSG00000187741:89865574-89865640:target	0.00106567521851;0.336426479263;-0.409725222372;-0.00131512810773;0.000573198770019	0.000181115928316;0.885379331723;0.994135935794;0.000143030762902;0.000138349645585	0.025;0.420;0.462;0.080;0.036	0.056;0.773;0.062;0.062;0.054	s|1e1.1o1|2e1.1o1|2e2.1o1|2e3.2o2|i	True	True	True	4	4	1	chr16	-	89865487-89865580;89865487-89865574;89862426-89865574;89858955-89865574;89865573-89865574	89858879-89859133;89862314-89862426;89864762-89865487;89864762-89865487;89865488-89865573;89865574-89865640	;;;;;	;;;;;	(89865488, 89865573)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/58_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#FANCA
SRSF10	ENSG00000188529	ENSG00000188529:24303760-24304142:source	-0.000322964725488;-0.246317684842;0.258379993838	8.48205215823e-06;0.814542447566;0.824887365183	0.041;0.278;0.683	0.031;0.032;0.948	t|1e0|2e1.1o3|3e2.1o2|i	False	True	True	2	3	1	chr1	-	24303947-24305203;24303943-24304401;24304142-24304143	24303760-24304142;24304143-24304279;24304280-24304427;24305143-24305436	;;;	;;;	(24304143, 24304279)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/58_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SRSF10
FRG1B	ENSG00000149531	ENSG00000149531:29623129-29623254:source	1.02912497047e-05;-0.000229197347005;1.02912497047e-05;-0.215643819677;0.21741026016	2.86936522175e-08;3.81374286519e-06;2.86936522175e-08;0.669555217301;0.661958477984	0.025;0.041;0.025;0.426;0.527	0.025;0.036;0.025;0.166;0.794	s|1e0|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|1e3.1o1	False	True	True	5	4	1	chr20	+	29623254-29624032;29623254-29624035;29623254-29624043;29623254-29625873;29623254-29628227	29623129-29623254;29624032-29624092;29624032-29624092;29624032-29624092;29625873-29625984;29628227-29628331	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/37_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#FRG1B
HIBCH	ENSG00000198130	ENSG00000198130:191077682-191080835:target	0.264989750522;-0.264989750522	0.758060150108;0.758060150108	0.540;0.460	0.842;0.158	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	-	191073639-191077682;191069958-191077682	191069741-191069958;191073402-191073639;191077682-191080835	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/60_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#HIBCH
SLC38A1	ENSG00000111371	ENSG00000111371:46662643-46662941:target	-0.0108761283217;-0.0226716934314;-7.77530240765e-05;-0.00218556020547;0.216503963929	0.0071960928543;0.0513133413448;1.27745356777e-08;3.36726970099e-05;0.718313074245	0.174;0.569;0.028;0.070;0.166	0.092;0.456;0.025;0.036;0.403	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e0|i	True	False	True	4	5	1	chr12	-	46648719-46662648;46637097-46662648;46633676-46662648;46623422-46662648;46662642-46662643	46623347-46623422;46633462-46633676;46636983-46637097;46648597-46648719;46662590-46662642;46662643-46662941	;;;;;	;;;;;	(46662590, 46662642)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/17_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SLC38A1
BTN3A3	ENSG00000111801	ENSG00000111801:26448845-26448865:source	-0.529478673911;0.529478673911	0.966021512515;0.966021512515	0.793;0.207	0.264;0.736	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	26448865-26448956;26448865-26448866	26448845-26448865;26448866-26448955;26448956-26448982	;;	;;	(26448866, 26448955)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/17_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#BTN3A3
UQCRH	ENSG00000173660	ENSG00000173660:46774773-46775345:source	0.368900643366;-0.395739819444;-0.000147735386521;0.00208448579415	0.943201008404;0.98590880939;2.70485098682e-07;0.000575333123803	0.444;0.485;0.031;0.044	0.814;0.098;0.026;0.082	s|1e1.1o2|1e2.1o1|1e3.1o2|2e2.1o1|3e0	True	True	True	4	4	1	chr1	+	46774799-46775569;46774799-46775827;46774799-46782224;46774815-46775827	46774773-46775345;46775569-46775716;46775827-46775988;46775827-46775988;46782224-46782448	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/53_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#UQCRH
SCRN2	ENSG00000141295	ENSG00000141295:45915636-45915816:target	0.455350210602;-0.455350210602	0.998923989019;0.998923989019	0.028;0.972	0.472;0.528	s|1e1.1o1|2e0|3e1.1o1	True	True	False	2	2	0	chr17	-	45915368-45915702;45915368-45915636	45915058-45915368;45915058-45915368;45915636-45915816	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/34_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SCRN2
WDR55	ENSG00000120314	ENSG00000120314:140046160-140047919:source	-0.244649313499;0.244649313499	0.774739283675;0.774739283675	0.940;0.060	0.679;0.321	s|1e1.1o1|i	False	False	False	1	2	1	chr5	+	140047919-140048000;140047919-140047920	140046160-140047919;140047920-140047999;140048000-140048087	;;	;;	(140047920, 140047999)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/21_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#WDR55
SKAP1	ENSG00000141293	ENSG00000141293:46474042-46474147:target	6.39865620249e-05;0.270029565871;-0.354727775641;0.00138861892277	6.76735047514e-06;0.716291288926;0.90703194634;0.00104663625474	0.025;0.481;0.465;0.049	0.028;0.813;0.097;0.080	s|1e1.1o1|1e2.1o1|1e3.1o4|1e3.4o4	False	True	True	4	4	1	chr17	-	46460380-46474042;46441176-46474042;46423368-46474042;46423281-46474042	46423267-46423368;46423267-46423368;46441151-46441176;46460370-46460380;46474042-46474147	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/34_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SKAP1
LTB	ENSG00000227507	ENSG00000227507:31549817-31550204:target	0.285483693534;-0.268004859418;-1.68287751344e-13;-0.00374725470071	0.795686450753;0.773257546013;2.71162949422e-18;1.56557434119e-09	0.409;0.515;0.025;0.075	0.690;0.250;0.025;0.058	s|1e1.1o1|1e2.1o2|2e2.1o2|i	True	True	True	3	3	1	chr6	-	31549636-31550033;31549407-31550033;31549407-31549817;31549816-31549817	31549336-31549407;31549336-31549407;31549591-31549636;31549637-31549816;31549817-31550204	;;;;	;;;;	(31549637, 31549816)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/65_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#LTB
RAD51D	ENSG00000185379	ENSG00000185379:33433405-33433500:source	-0.262629083217;4.06457824087e-05;4.06457824087e-05;4.06457824087e-05;0.226129758042	0.779554718029;4.20470443311e-06;4.20470443311e-06;4.20470443311e-06;0.666768950751	0.360;0.026;0.026;0.026;0.625	0.062;0.027;0.027;0.027;0.914	t|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o2|1e5.1o1	False	False	True	5	6	0	chr17	-	33433500-33446130;33433500-33445520;33433500-33443878;33433500-33434385;33433500-33434007	33433405-33433500;33434007-33434141;33434258-33434466;33443878-33444056;33445520-33445638;33446130-33446191	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/57_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#RAD51D
TROAP	ENSG00000135451	ENSG00000135451:49723149-49723568:source	-0.354559083724;0.354559083724	0.847356121541;0.847356121541	0.536;0.464	0.147;0.853	s|1e1.1o1|2e0|3e0|4e0|i	True	False	False	1	2	1	chr12	+	49723237-49723640;49723568-49723569	49723149-49723568;49723569-49723639;49723640-49723774	;;	;;	(49723569, 49723639)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/30_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#TROAP
TROAP	ENSG00000135451	ENSG00000135451:49717938-49718199:target	0.258482888294;-2.57233632994e-05;-0.235806418123	0.739213572324;6.87079201488e-07;0.681011042741	0.246;0.028;0.734	0.548;0.027;0.442	t|1e2.2o2|2e1.1o1|3e2.2o2	True	True	True	3	3	0	chr12	+	49717820-49717938;49717535-49717995;49717820-49718014	49717157-49717535;49717628-49717820;49717628-49717820;49717938-49718199	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/30_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#TROAP
TROAP	ENSG00000135451	ENSG00000135451:49724444-49724726:source	0.378490777285;-0.378490777285	0.993942175774;0.993942175774	0.575;0.425	0.944;0.056	s|1e1.1o1|i	False	False	False	1	2	1	chr12	+	49724726-49724997;49724726-49724727	49724444-49724726;49724727-49724996;49724997-49725190	;;	;;	(49724727, 49724996)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/30_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#TROAP
PTPRCAP	ENSG00000213402	ENSG00000213402:67205088-67205538:target	-0.000544907096412;-0.138630627922;-2.11598617378e-07;5.52530388506e-07;0.208023281344	5.78187192735e-10;0.437902504967;4.93065967829e-13;4.92822079106e-13;0.671395800083	0.039;0.663;0.025;0.025;0.286	0.025;0.476;0.025;0.025;0.518	s|1e1.1o1|2e2.1o6|2e2.2o6|2e2.4o6|i	True	True	True	4	3	1	chr11	-	67204843-67205359;67203821-67205088;67203802-67205088;67203613-67205088;67205087-67205088	67202981-67203821;67202981-67203821;67202981-67203821;67204833-67204843;67204844-67205087;67205088-67205538	;;;;;	;;;;;	(67204844, 67205087)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/63_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#PTPRCAP
UBA52	ENSG00000221983	ENSG00000221983:18684075-18684213:target	-6.70419371731e-08;-0.0196965951088;0.220454551103;-6.91790725663e-06;-8.91982870308e-05;-0.115420569642;0.00207019726728	1.71748967852e-15;0.00565375640616;0.728692396511;5.34624557254e-13;7.65611841149e-11;0.269256395607;4.26381170924e-06	0.025;0.132;0.560;0.025;0.028;0.246;0.028	0.025;0.053;0.793;0.025;0.025;0.096;0.053	t|1e0|2e0|3e1.1o1|3e2.1o2|3e2.2o2|3e3.1o2|3e3.2o2|3e4.1o1|3e5.1o1|4e0|5e0	True	True	True	7	6	0	chr19	+	18682646-18684103;18682697-18684103;18682719-18684103;18682955-18684103;18682989-18684103;18683417-18684103;18683770-18684103	18682540-18682646;18682665-18682719;18682665-18682719;18682737-18682989;18682737-18682989;18683161-18683417;18683550-18683770;18684075-18684213	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/64_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#UBA52
SLC43A3	ENSG00000134802	ENSG00000134802:57193641-57193952:source	-0.254668013116;-2.39754078777e-07;-2.39754078777e-07;-1.36507601611e-05;0.258022866069;-2.39754078777e-07;-2.39754078777e-07	0.876344500815;1.1079751638e-13;1.1079751638e-13;4.12209995925e-11;0.879090430519;1.1079751638e-13;1.1079751638e-13	0.344;0.025;0.025;0.026;0.636;0.025;0.025	0.094;0.025;0.025;0.025;0.890;0.025;0.025	t|1e0|2e3.1o1|3e2.1o1|4e1.1o2|4e2.1o1|4e3.1o1|5e2.1o1|5e3.1o1	True	True	True	7	4	0	chr11	-	57193862-57194061;57193845-57194535;57193825-57194881;57193825-57194535;57193825-57194061;57193789-57194535;57193789-57194061	57193641-57193952;57194061-57194225;57194061-57194225;57194061-57194225;57194535-57194594;57194535-57194594;57194535-57194594;57194845-57194969	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/29_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SLC43A3
RPL17	ENSG00000265681	ENSG00000265681:47014851-47014936:source	-0.372179328585;0.372179328585	0.954854551362;0.954854551362	0.462;0.538	0.092;0.908	t|1e1.5o6|i	False	False	False	1	2	1	chr18	-	47014936-47015729;47014936-47014937	47014851-47014936;47014937-47015534;47015535-47015920	;;	;;	(47014937, 47015534)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/67_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#RPL17
TNRC6A	ENSG00000090905	ENSG00000090905:24800553-24803138:source	0.526168382132;-0.526168382132	0.987032301817;0.987032301817	0.281;0.719	0.798;0.202	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr16	+	24803138-24804794;24803138-24805865	24800553-24803138;24804671-24804970;24805865-24806040	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/9_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#TNRC6A
RBM3	ENSG00000102317	ENSG00000102317:48434203-48434471:source	-0.305285871741;0.305285871741	0.941202402659;0.941202402659	0.413;0.587	0.113;0.887	s|1e0|2e0|3e1.1o1|i	True	False	False	1	2	1	chrX	+	48434471-48434702;48434471-48434472	48434203-48434471;48434472-48434701;48434702-48434807	;;	;;	(48434472, 48434701)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/12_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#RBM3
DDX11	ENSG00000013573	ENSG00000013573:31254447-31254916:target	-0.379056330074;0.379056330074	0.976273850522;0.976273850522	0.899;0.101	0.527;0.473	t|1e0|2e1.1o2|i	False	True	False	1	2	1	chr12	+	31254064-31254767;31254446-31254447	31253933-31254409;31254410-31254446;31254447-31254916	;;	;;	(31254410, 31254446)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/1_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#DDX11
WIPI2	ENSG00000157954	ENSG00000157954:5229819-5230124:source	0.283967395973;-0.299815304116;7.36412104459e-05	0.785674233377;0.82026493269;2.81814327968e-06	0.438;0.558;0.025	0.760;0.228;0.028	s|1e1.1o1|1e2.1o1|1e3.3o4	False	False	True	3	4	1	chr7	+	5230124-5232749;5230124-5239207;5230124-5254166	5229819-5230124;5232749-5232976;5239207-5239289;5253817-5254335	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/41_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#WIPI2
WIPI2	ENSG00000157954	ENSG00000157954:5239207-5239289:target	-0.328059842279;0.315416572514;6.42785967514e-05	0.869415775144;0.845150489825;1.93998693644e-06	0.556;0.440;0.025	0.210;0.779;0.028	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr7	+	5230124-5239207;5232802-5239207;5232976-5239207	5229819-5230124;5232749-5232976;5232749-5232976;5239207-5239289	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/41_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#WIPI2
SLC39A7	ENSG00000112473	ENSG00000112473:33168222-33168715:source	-0.261686269124;6.81597603596e-05;0.249601622577	0.67379923641;9.17709873364e-06;0.646222708232	0.586;0.027;0.404	0.246;0.030;0.739	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr6	+	33168715-33169019;33168715-33169522;33168715-33168716	33168222-33168715;33168716-33169018;33169019-33169433;33169522-33169690	;;;	;;;	(33168716, 33169018)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/18_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#SLC39A7
TCOF1	ENSG00000070814	ENSG00000070814:149771520-149771739:source	0.231835015782;-0.231835015782	0.758517632564;0.758517632564	0.668;0.332	0.930;0.070	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr5	+	149771739-149772268;149771739-149772271	149771520-149771739;149772268-149772454;149772268-149772454	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/5_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#TCOF1
PI4KB	ENSG00000143393	ENSG00000143393:151298648-151298849:target	0.269709853265;-0.269750899506;2.06566999382e-06	0.770204900903;0.769612926268;3.10148975616e-08	0.283;0.711;0.026	0.589;0.405;0.026	s|1e1.1o1|1e2.1o2|1e3.1o1	False	False	True	3	4	0	chr1	-	151297393-151298648;151288985-151298648;151280277-151298648	151280050-151280277;151288049-151288985;151297221-151297393;151298648-151298849	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/35_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#PI4KB
FMR1	ENSG00000102081	ENSG00000102081:147018985-147019119:source	0.46163581721;-0.46163581721	0.982130703077;0.982130703077	0.281;0.719	0.735;0.265	s|1e1.1o1|1e2.1o2	False	False	True	2	3	0	chrX	+	147019119-147019618;147019119-147022095	147018985-147019119;147019618-147019680;147022095-147022181	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/12_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#FMR1
PSIP1	ENSG00000164985	ENSG00000164985:15504957-15506635:target	4.41216025257e-05;-0.208254273544;0.20715546673	2.15551525057e-09;0.700694897448;0.698112459814	0.025;0.228;0.769	0.027;0.025;0.972	s|1e1.1o1|1e2.1o1|1e3.1o1|2e0	True	False	True	3	4	1	chr9	-	15501789-15506559;15492223-15506559;15490122-15506559	15489984-15490122;15491950-15492223;15501779-15501789;15504957-15506635	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/46_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#PSIP1
CANT1	ENSG00000171302	ENSG00000171302:76987799-76988222:source	-1.17843802907e-05;0.361566252283;-0.34316755309	4.44738508366e-07;0.981327305116;0.965005544347	0.027;0.043;0.930	0.027;0.396;0.594	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr17	-	76988222-76991100;76988222-76988492;76988222-76988223	76987799-76988222;76988223-76988491;76988492-76988843;76991100-76991331	;;;	;;;	(76988223, 76988491)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/52_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CANT1
CANT1	ENSG00000171302	ENSG00000171302:76988492-76988843:target	0.201589234563;-0.201589234563	0.642706669863;0.642706669863	0.050;0.950	0.260;0.740	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	76988222-76988492;76988491-76988492	76987799-76988222;76988223-76988491;76988492-76988843	;;	;;	(76988223, 76988491)	file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/52_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#CANT1
USP47	ENSG00000170242	ENSG00000170242:11906014-11906252:target	-0.214401504404;0.214401504404	0.70969419448;0.70969419448	0.258;0.742	0.036;0.964	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr11	+	11863771-11906014;11901927-11906014	11862970-11863771;11901724-11901927;11906014-11906252	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_PolyAvTotal//summaries/51_Th1_p_A_Th1_p_r.deltapsi_quantify_deltapsi.html#USP47
