#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th17_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
PEX2	ENSG00000164751	ENSG00000164751:77912202-77912503:target	0.216976964566;-0.275527904182;0.000109377222197;-1.34128934276e-05	0.62410259566;0.78508395035;4.21025944716e-06;7.88286372147e-07	0.599;0.384;0.027;0.027	0.889;0.075;0.035;0.026	s|1e1.1o1|1e2.2o2|1e3.1o2|2e2.1o2	True	True	True	4	4	0	chr8	-	77900574-77912226;77898532-77912226;77896431-77912226;77898541-77912202	77892494-77896431;77898423-77898541;77898423-77898541;77900128-77900574;77912202-77912503	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/17_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PEX2
BRF1	ENSG00000185024	ENSG00000185024:105707602-105708942:source	-8.78182982736e-06;-0.252934017627;-8.78182982736e-06;-8.78182982736e-06;-8.78182982736e-06;0.281948095674	5.09916804047e-07;0.760238551558;5.09916804047e-07;5.09916804047e-07;5.09916804047e-07;0.85438386937	0.026;0.930;0.026;0.026;0.026;0.050	0.025;0.636;0.025;0.025;0.025;0.350	t|1e0|2e1.1o1|2e2.2o2|2e3.1o1|2e4.1o1|2e5.1o1|2e6.1o1	False	True	True	6	7	0	chr14	-	105707751-105752633;105707751-105718844;105707751-105715486;105707751-105714412;105707751-105713625;105707751-105713408	105707602-105708942;105713408-105713530;105713625-105714231;105714412-105715248;105715486-105715741;105718844-105718916;105752633-105752713	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/22_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#BRF1
KIAA1191	ENSG00000122203	ENSG00000122203:175782574-175782752:source	0.120281394106;0.29109967725;-0.495665461837;-2.62675474041e-05;-2.62675474041e-05	0.317728746688;0.925005457934;0.997161435882;5.10084179863e-06;5.10084179863e-06	0.028;0.028;0.955;0.028;0.028	0.200;0.319;0.471;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.3o4|1e3.4o4|1e4.1o1	True	False	True	5	5	0	chr5	-	175782752-175788605;175782752-175786814;175782752-175786484;175782752-175786465;175782752-175784179	175782574-175782752;175784179-175784276;175786465-175786570;175786465-175786570;175786814-175786921;175788605-175788971	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/9_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#KIAA1191
RGS14	ENSG00000169220	ENSG00000169220:176798351-176798397:source	-0.216498271886;-1.16738493172e-06;0.231137686651	0.700085657145;2.6733563347e-07;0.762593932262	0.925;0.031;0.049	0.683;0.031;0.291	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr5	+	176798397-176798476;176798397-176798874;176798397-176798398	176798351-176798397;176798398-176798475;176798476-176798590;176798874-176799602	;;;	;;;	(176798398, 176798475)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/19_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RGS14
SLC10A3	ENSG00000126903	ENSG00000126903:153715645-153716835:source	-0.28089587949;0.28089587949	0.927239466967;0.927239466967	0.320;0.680	0.044;0.956	t|1e1.1o1|i	False	False	False	1	2	1	chrX	-	153716835-153716923;153716835-153716836	153715645-153716835;153716836-153716922;153716923-153717421	;;	;;	(153716836, 153716922)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/9_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SLC10A3
CRTC3	ENSG00000140577	ENSG00000140577:91136868-91138809:target	-0.276408958304;0.276408958304	0.866289451863;0.866289451863	0.958;0.042	0.673;0.327	t|1e1.1o1|2e0|3e0|4e2.3o4	False	True	True	2	3	1	chr15	+	91083369-91136868;91137094-91137568	91082849-91083369;91136868-91138809	;	;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/12_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CRTC3
EXOC1	ENSG00000090989	ENSG00000090989:56719782-56720119:source	0.237209648711;-0.237209648711	0.707041848828;0.707041848828	0.131;0.869	0.418;0.582	s|1e1.1o2|2e1.1o2	True	True	False	2	2	0	chr4	+	56719963-56724480;56720119-56724480	56719782-56720119;56724480-56724613;56724480-56724613	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/3_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#EXOC1
ITGA6	ENSG00000091409	ENSG00000091409:173355520-173355850:target	-0.00018616606869;-0.208025149113;0.257747229249	5.4959442964e-06;0.662493641274;0.799061062667	0.040;0.308;0.656	0.026;0.059;0.935	t|1e0|2e0|3e1.1o1|3e2.1o3|3e2.2o3	True	True	True	3	3	1	chr2	+	173352956-173355752;173354341-173355752;173354386-173355752	173352854-173352956;173354213-173354656;173354213-173354656;173355520-173355850	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/4_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ITGA6
DALRD3	ENSG00000178149	ENSG00000178149:49053406-49053519:source	-0.400172616891;0.2311801686;0.0173166629164	0.954862696637;0.743602910047;0.0407825951934	0.845;0.054;0.102	0.444;0.322;0.235	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr3	-	49053519-49053591;49053493-49053591;49053519-49053520	49053406-49053519;49053520-49053590;49053591-49053773;49053591-49053773	;;;	;;;	(49053520, 49053590)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/21_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DALRD3
DALRD3	ENSG00000178149	ENSG00000178149:49053591-49053773:target	-0.023151148277;0.271528671571;-0.0114620975045	0.0644624008318;0.893180027129;0.0281226745508	0.577;0.039;0.387	0.422;0.312;0.267	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr3	-	49053519-49053591;49053493-49053591;49053590-49053591	49053406-49053519;49053406-49053519;49053520-49053590;49053591-49053773	;;;	;;;	(49053520, 49053590)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/21_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DALRD3
TTF2	ENSG00000116830	ENSG00000116830:117644816-117650075:target	-0.0379760958656;-0.0584153896045;0.219352206449	0.01409273794;0.043272184698;0.778659164374	0.139;0.156;0.705	0.036;0.039;0.924	t|1e1.1o4|2e1.1o4|i	True	True	False	2	2	1	chr1	+	117644184-117644816;117644184-117644889;117644815-117644816	117644002-117644371;117644002-117644371;117644372-117644815;117644816-117650075	;;;	;;;	(117644372, 117644815)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/8_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TTF2
ZNF37A	ENSG00000075407	ENSG00000075407:38404123-38404621:target	0.2125836829;-0.2125836829	0.656592003591;0.656592003591	0.712;0.288	0.968;0.032	t|1e1.1o1|2e2.1o4	False	True	True	2	3	1	chr10	+	38403809-38404123;38404218-38404307	38403683-38403809;38404123-38404621	;	;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/1_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ZNF37A
GRAMD4	ENSG00000075240	ENSG00000075240:47054084-47054204:target	0.220629493603;-0.220629493603	0.685839660992;0.685839660992	0.716;0.284	0.969;0.031	t|1e2.3o3|2e1.2o3	False	True	True	2	3	1	chr22	+	47033857-47054084;47022813-47054086	47022648-47022858;47033737-47033857;47054084-47054204	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/1_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GRAMD4
UPF3A	ENSG00000169062	ENSG00000169062:115047400-115048127:source	-0.328465765619;-0.000596455519879;0.31977001938;0.000936154424563	0.905773857332;1.23257525564e-05;0.889088120177;3.91881581388e-05	0.599;0.058;0.315;0.032	0.262;0.031;0.647;0.066	s|1e1.1o1|1e2.3o5|1e3.1o1|2e0|3e1.1o1	True	True	True	4	4	1	chr13	+	115047602-115048312;115047602-115051777;115047602-115051994;115048127-115048312	115047400-115048127;115048312-115048418;115048312-115048418;115051450-115051875;115051994-115052104	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/19_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#UPF3A
KLHL18	ENSG00000114648	ENSG00000114648:47324407-47324584:source	0.298728526208;-6.392806751e-06;-0.340364807287;9.62824365209e-05	0.792665878828;1.34107523816e-07;0.873003338752;9.16957463592e-07	0.397;0.026;0.589;0.026	0.739;0.025;0.227;0.034	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr3	+	47324584-47328710;47324584-47339052;47324584-47361143;47324584-47364058	47324407-47324584;47328710-47328948;47339052-47339162;47361143-47361273;47364058-47364199	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/7_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#KLHL18
CAP1	ENSG00000131236	ENSG00000131236:40507101-40507165:source	-0.000810950687379;0.39592693025;-0.318711019352	1.71617882068e-05;0.970465174421;0.869026395176	0.060;0.288;0.651	0.026;0.680;0.313	s|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	1	chr1	+	40507165-40508390;40507165-40525006;40507165-40525009	40507101-40507165;40508390-40508400;40525006-40525130;40525006-40525130	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/10_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CAP1
SMIM20	ENSG00000250317	ENSG00000250317:25929837-25929991:target	0.367586480755;-0.34133284398;-7.82894513344e-05	0.990498210967;0.972366422576;1.96949181817e-07	0.137;0.837;0.032	0.496;0.501;0.025	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	1	chr4	+	25863775-25929935;25916044-25929935;25927452-25929935	25863452-25863775;25915826-25916044;25927442-25927452;25929837-25929991	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/25_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SMIM20
TNRC6A	ENSG00000090905	ENSG00000090905:24816335-24816472:source	0.271567124327;-0.271567124327	0.807978349387;0.807978349387	0.638;0.362	0.940;0.060	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr16	+	24816472-24816926;24816472-24816995	24816335-24816472;24816926-24817054;24816926-24817054	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/3_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TNRC6A
TCEAL3	ENSG00000196507	ENSG00000196507:102863532-102863601:target	-4.79275979103e-05;-0.183394615181;0.21659200385	8.56982276418e-06;0.605096679061;0.724231381031	0.030;0.961;0.030	0.026;0.725;0.269	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chrX	+	102862644-102863532;102862986-102863532;102862998-102863532	102862379-102862644;102862834-102862998;102862834-102862998;102863532-102863601	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/23_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TCEAL3
POMT1	ENSG00000130714	ENSG00000130714:134378289-134378700:source	-0.141225503971;0.36708981679;-3.57211846675e-06;-0.016105574804	0.429646189028;0.988734420174;5.87257359229e-08;0.0206705638642	0.818;0.039;0.026;0.141	0.568;0.398;0.025;0.034	s|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1	True	True	True	4	4	0	chr9	+	134378460-134379576;134378460-134381501;134378460-134381790;134378700-134379576	134378289-134378700;134379576-134380036;134379576-134380036;134381501-134381607;134381790-134382160	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/10_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#POMT1
ENOSF1	ENSG00000132199	ENSG00000132199:691068-691106:source	-0.00538935974292;0.280164668577;-0.136819424285	0.00660348521212;0.705217615286;0.389766564544	0.130;0.441;0.429	0.045;0.786;0.170	t|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr18	-	691106-693882;691106-691204;691106-691107	691068-691106;691107-691203;691204-691276;693882-693908	;;;	;;;	(691107, 691203)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/10_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ENOSF1
ENOSF1	ENSG00000132199	ENSG00000132199:691204-691276:target	0.5990179802;-0.5990179802	0.999818113521;0.999818113521	0.363;0.637	0.947;0.053	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr18	-	691106-691204;691203-691204	691068-691106;691107-691203;691204-691276	;;	;;	(691107, 691203)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/10_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ENOSF1
PDCD6IP	ENSG00000170248	ENSG00000170248:33867972-33868369:source	-0.108692316321;0.237065859771;-0.0380166442997	0.0631331663447;0.875027241341;0.00843224249474	0.142;0.741;0.117	0.025;0.972;0.026	s|1e0|2e1.2o3|2e1.3o3|3e0|i	True	True	False	2	2	1	chr3	+	33868072-33870330;33868072-33870345;33868369-33868370	33867972-33868369;33868370-33869071;33869973-33870461;33869973-33870461	;;;	;;;	(33868370, 33869071)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/19_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PDCD6IP
FANCA	ENSG00000187741	ENSG00000187741:89865574-89865640:target	1.27639749482e-06;-0.138873825697;0.202208916311;-0.00457669008906;0.00124908952961	2.03407050969e-10;0.446345291521;0.643999908248;7.53754998941e-05;5.51086210534e-05	0.025;0.421;0.459;0.082;0.036	0.025;0.206;0.712;0.025;0.076	s|1e1.1o1|2e1.1o1|2e2.1o1|2e3.2o2|i	True	True	True	4	4	1	chr16	-	89865487-89865580;89865487-89865574;89862426-89865574;89858955-89865574;89865573-89865574	89858879-89859133;89862314-89862426;89864762-89865487;89864762-89865487;89865488-89865573;89865574-89865640	;;;;;	;;;;;	(89865488, 89865573)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/23_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FANCA
CTD-2020K17.1	ENSG00000267121	ENSG00000267121:43298716-43299589:target	-0.00401642930732;-0.0971432804665;0.21315731754	0.000294644725298;0.298096119622;0.705775322433	0.120;0.483;0.397	0.058;0.306;0.635	s|1e1.1o1|1e2.1o3|i	False	False	True	2	3	1	chr17	-	43298281-43298716;43297821-43298716;43298715-43298716	43297634-43297821;43298235-43298281;43298282-43298715;43298716-43299589	;;;	;;;	(43298282, 43298715)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/25_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CTD-2020K17.1
SYVN1	ENSG00000162298	ENSG00000162298:64896035-64896308:target	0.215801474999;-0.215801474999	0.74463335266;0.74463335266	0.742;0.258	0.960;0.040	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr11	-	64895960-64896035;64896034-64896035	64894751-64895960;64895961-64896034;64896035-64896308	;;	;;	(64895961, 64896034)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/16_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SYVN1
ARHGAP25	ENSG00000163219	ENSG00000163219:69002353-69002552:target	-6.98272633328e-07;0.241859387145;6.01638421693e-07;-0.000341906030933;-0.00024020444421;-0.14950476774	2.23963559848e-11;0.857850765934;2.24402189595e-11;8.34512283142e-07;3.81501498028e-07;0.273594949442	0.025;0.732;0.025;0.046;0.041;0.175	0.025;0.969;0.025;0.025;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i	False	False	True	5	6	1	chr2	+	68937830-69002353;68962392-69002353;68962671-69002353;68984862-69002353;68995203-69002353;69002352-69002353	68937634-68937830;68961913-68962392;68962444-68962671;68984770-68984862;68995193-68995203;69002271-69002352;69002353-69002552	;;;;;;	;;;;;;	(69002271, 69002352)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/17_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ARHGAP25
ALCAM	ENSG00000170017	ENSG00000170017:105268971-105269103:source	-0.284188641645;0.284188641645	0.864673231243;0.864673231243	0.960;0.040	0.667;0.333	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	+	105269103-105270988;105269103-105271312	105268971-105269103;105270988-105271026;105271312-105272015	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/19_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ALCAM
TP53I13	ENSG00000167543	ENSG00000167543:27896034-27896104:target	0.289788406222;-5.58983949189e-06;-0.111386192024;-0.00392739028877	0.866953022923;5.16765624402e-08;0.3307854917;0.00935147290912	0.089;0.026;0.526;0.378	0.393;0.025;0.286;0.316	t|1e1.2o3|2e1.3o3|2e2.1o1|2e3.1o1	True	True	True	4	4	1	chr17	+	27895478-27896034;27895526-27896036;27895566-27896036;27895848-27896036	27895296-27895526;27895296-27895526;27895535-27895566;27895609-27895848;27896034-27896104	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/18_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TP53I13
TP53I13	ENSG00000167543	ENSG00000167543:27895535-27895566:source	-0.208374217134;0.208374217134	0.595698066253;0.595698066253	0.576;0.424	0.285;0.715	s|1e1.2o2|i	False	False	False	1	2	1	chr17	+	27895566-27896036;27895566-27895567	27895535-27895566;27895567-27895608;27896034-27896104	;;	;;	(27895567, 27895608)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/18_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TP53I13
IL32	ENSG00000008517	ENSG00000008517:3118730-3119270:target	-0.288384873616;2.87613760051e-05;2.87613760051e-05;0.271243817173	0.965572422156;2.29439983407e-06;2.29439983407e-06;0.89881132274	0.311;0.025;0.025;0.684	0.028;0.028;0.028;0.962	t|1e2.1o2|2e1.1o1|2e2.1o2|i	True	True	True	3	3	1	chr16	+	3118240-3118730;3118011-3118991;3118240-3118991;3118729-3118730	3117985-3118011;3118119-3118666;3118119-3118666;3118667-3118729;3118730-3119270	;;;;	;;;;	(3118667, 3118729)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/0_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#IL32
DPH7	ENSG00000148399	ENSG00000148399:140459537-140459945:target	-0.329028336726;0.00315244383453;0.218556406149	0.873915973724;0.00168939044003;0.654359224922	0.850;0.039;0.115	0.501;0.104;0.395	s|1e0|2e1.2o2|2e2.1o1|i	True	False	True	2	3	1	chr9	-	140459410-140459537;140459058-140459537;140459536-140459537	140458886-140459058;140459345-140459451;140459452-140459536;140459537-140459945	;;;	;;;	(140459452, 140459536)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/14_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DPH7
FAM160B2	ENSG00000158863	ENSG00000158863:21959686-21959856:target	0.210813749029;-0.210813749029	0.614671639737;0.614671639737	0.594;0.406	0.878;0.122	t|1e1.1o2|1e2.1o1	False	False	True	2	3	1	chr8	+	21959362-21959686;21959573-21959686	21959219-21959464;21959487-21959573;21959686-21959856	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/16_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FAM160B2
RECQL4	ENSG00000160957	ENSG00000160957:145742986-145743019:source	0.262865123606;-0.262865123606	0.71392265529;0.71392265529	0.108;0.892	0.433;0.567	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr8	-	145743019-145743085;145743019-145743020	145742986-145743019;145743020-145743084;145743085-145743229	;;	;;	(145743020, 145743084)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/16_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RECQL4
MKL1	ENSG00000196588	ENSG00000196588:40859225-40859438:source	-0.0269115439037;0.258853557424;-0.000781900556881;-0.0026122527806	0.0731187840798;0.881811615048;0.000150885313943;0.000728931520492	0.804;0.039;0.075;0.085	0.652;0.300;0.044;0.025	t|1e0|2e0|3e1.1o1|3e2.1o1|3e3.2o2|3e4.1o1	False	True	True	4	5	1	chr22	-	40859290-40948110;40859290-40929594;40859290-40915468;40859290-40859826	40859225-40859438;40859826-40859836;40915468-40915616;40929594-40929815;40948110-40948371	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/23_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MKL1
NOP56	ENSG00000101361	ENSG00000101361:2638019-2638338:source	-0.127502435211;-0.0105367227152;0.23549792168	0.176826201288;0.0019250605626;0.837537459062	0.170;0.124;0.706	0.028;0.041;0.940	s|1e0|2e1.1o1|3e0|4e1.1o1|i	True	True	False	2	2	1	chr20	+	2638134-2638575;2638338-2638575;2638338-2638339	2638019-2638338;2638339-2638574;2638575-2639039;2638575-2639039	;;;	;;;	(2638339, 2638574)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/5_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NOP56
CXCR6	ENSG00000172215	ENSG00000172215:45987953-45989845:target	-2.58160870589e-05;0.388656637864;-0.380724007917	9.31337817731e-07;0.986024338051;0.98380055655	0.028;0.580;0.410	0.025;0.959;0.038	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr3	+	45982789-45987953;45985032-45987953;45986674-45987953	45982425-45982789;45984964-45985032;45986511-45986674;45987953-45989845	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/19_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CXCR6
MAP3K3	ENSG00000198909	ENSG00000198909:61762877-61762950:source	-0.242377933095;0.242377933095	0.691046737964;0.691046737964	0.556;0.444	0.254;0.746	s|1e1.2o3|2e1.2o3	True	True	False	2	2	0	chr17	+	61762938-61765887;61762950-61765887	61762877-61762950;61765559-61765954;61765559-61765954	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/24_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MAP3K3
TRBC2	ENSG00000211772	ENSG00000211772:142499628-142499649:source	-0.120118611448;0.260024270571;-5.30513859027e-11;-0.0845625037414	0.360743266841;0.904481271656;1.69711474096e-18;0.178078869654	0.653;0.066;0.025;0.281	0.513;0.320;0.025;0.164	s|1e1.2o2|1e2.1o1|2e1.2o2|i	True	True	True	3	3	1	chr7	+	142499645-142499789;142499645-142500187;142499649-142499789;142499649-142499650	142499628-142499649;142499650-142499701;142499702-142499895;142499702-142499895;142500187-142500432	;;;;	;;;;	(142499650, 142499701)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/24_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TRBC2
TLE4	ENSG00000106829	ENSG00000106829:82242289-82242667:source	3.12523310606e-05;3.12523310606e-05;-0.375149699053;0.346268265492	9.09046973542e-06;9.09046973542e-06;0.904410363978;0.844026201115	0.026;0.026;0.467;0.518	0.029;0.029;0.073;0.903	s|1e0|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|2e0	True	True	True	4	4	0	chr9	+	82242363-82264396;82242363-82264735;82242363-82267505;82242363-82267508	82242289-82242667;82264396-82264639;82264735-82264773;82267505-82267544;82267505-82267544	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TLE4
TLE4	ENSG00000106829	ENSG00000106829:82267505-82267544:target	-0.000872980504557;-0.327226739616;-0.00016302476103;0.00100417637113;0.236481485759	0.000579401711442;0.876110642675;9.98409499227e-06;0.000561354297611;0.612978154029	0.090;0.412;0.040;0.026;0.456	0.064;0.063;0.028;0.073;0.796	t|1e1.1o1|1e2.1o2|1e3.1o1|2e0|2e1.1o1|2e2.1o2	True	True	True	5	4	0	chr9	+	82227633-82267505;82242363-82267505;82264773-82267505;82227633-82267508;82242363-82267508	82227571-82227633;82227571-82227633;82242289-82242667;82242289-82242667;82264735-82264773;82267505-82267544	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/6_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TLE4
FAM219B	ENSG00000178761	ENSG00000178761:75197005-75197053:source	0.201468767412;-0.201468767412	0.652007989348;0.652007989348	0.709;0.291	0.939;0.061	t|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr15	-	75197053-75197495;75197053-75197323	75197005-75197053;75197323-75197400;75197495-75197572	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/21_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#FAM219B
RHBDD3	ENSG00000100263	ENSG00000100263:29661024-29661657:target	0.220426543697;-9.49253791262e-05;-0.197953492849	0.635759568731;8.04919618376e-06;0.571861390242	0.224;0.042;0.737	0.517;0.036;0.451	s|1e1.2o2|1e2.1o1|2e0|3e0|i	True	False	True	2	3	1	chr22	-	29660207-29661468;29657414-29661468;29661023-29661024	29657189-29657414;29659824-29660390;29660391-29661023;29661024-29661657	;;;	;;;	(29660391, 29661023)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/4_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RHBDD3
CEP164	ENSG00000110274	ENSG00000110274:117241796-117242182:target	0.263143992067;-0.259534155514;-5.96226271044e-06	0.672967033672;0.663762678933;1.32438491267e-06	0.251;0.739;0.028	0.596;0.395;0.027	t|1e1.2o2|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr11	+	117233254-117241796;117234222-117241796;117234759-117241796	117233120-117233254;117234145-117234222;117234671-117234759;117241796-117242182	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/7_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CEP164
MRI1	ENSG00000037757	ENSG00000037757:13879173-13879371:target	-0.199697653546;0.316154351728;-0.00418732717941	0.613203971357;0.950838390664;0.0122894191909	0.300;0.028;0.688	0.043;0.339;0.620	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr19	+	13875923-13879173;13876879-13879173;13876943-13879173	13875685-13875923;13876768-13876943;13876768-13876943;13879173-13879371	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/0_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MRI1
BTN3A2	ENSG00000186470	ENSG00000186470:26375743-26376024:target	0.312010940505;-0.312010940505	0.796198870439;0.796198870439	0.095;0.905	0.452;0.548	t|1e1.1o2|i	False	False	False	1	2	1	chr6	+	26375026-26375743;26375742-26375743	26374999-26375036;26375037-26375742;26375743-26376024	;;	;;	(26375037, 26375742)	file:///data/THelper/./voila/dpsi/TH1p_TH17p//summaries/22_Th1_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#BTN3A2
