#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_p_A E(PSI)	Th2_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
GPS2	ENSG00000132522	ENSG00000132522:7216699-7216788:target	-0.228987568047;0.228987568047	0.751765241394;0.751765241394	0.859;0.141	0.619;0.381	s|1e0|1e1.1o2|i	False	False	False	1	2	1	chr17	-	7216610-7216699;7216698-7216699	7216531-7216610;7216611-7216698;7216699-7216788	;;	;;	(7216611, 7216698)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/26_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#GPS2
NTPCR	ENSG00000135778	ENSG00000135778:233113909-233119628:target	-0.181391001347;0.205749229077;-5.73691370565e-05	0.557953105632;0.726498979604;2.09191565132e-09	0.215;0.760;0.028	0.031;0.965;0.025	t|1e1.1o2|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr1	+	233092189-233113909;233105864-233113909;233113787-233113909	233092093-233092193;233097649-233105864;233113777-233113787;233113909-233119628	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/29_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#NTPCR
RCAN3	ENSG00000117602	ENSG00000117602:24840804-24841057:source	-0.227017462029;0.242499352501;-4.47638150395e-05	0.720054855647;0.777508040996;5.37354426467e-06	0.965;0.029;0.029	0.710;0.281;0.027	s|1e0|1e1.1o1|1e2.1o3|1e3.1o1	False	False	True	3	4	0	chr1	+	24841057-24857708;24841057-24859573;24841057-24861583	24840804-24841057;24857708-24857881;24859573-24859744;24861583-24861859	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/21_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RCAN3
SP110	ENSG00000135899	ENSG00000135899:231042082-231042396:target	-0.39431353777;0.266312780301;0.027624872817	0.993060089406;0.891393175594;0.0626279794702	0.690;0.055;0.254	0.305;0.316;0.378	s|1e1.1o1|1e2.2o2|2e0|i	True	False	True	2	3	1	chr2	-	231041440-231042254;231037675-231042254;231042081-231042082	231037560-231038230;231041189-231041440;231041441-231042081;231042082-231042396	;;;	;;;	(231041441, 231042081)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/29_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SP110
DHX30	ENSG00000132153	ENSG00000132153:47852147-47852201:source	-0.520813109581;0.49217730417;0.00140866910283	0.999923437314;0.998531513673;0.000201563142747	0.547;0.411;0.043	0.039;0.891;0.072	s|1e1.1o1|1e2.1o1|1e3.1o2	False	False	True	3	4	1	chr3	+	47852201-47857453;47852201-47859512;47852201-47868837	47852147-47852201;47857453-47858462;47859512-47859607;47868837-47868967	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/26_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#DHX30
LSM14A	ENSG00000257103	ENSG00000257103:34706501-34706566:source	-0.200552182444;0.200552182444	0.641618909728;0.641618909728	0.924;0.076	0.693;0.307	s|1e1.1o1|1e2.1o2	False	False	True	2	3	1	chr19	+	34706566-34710296;34706566-34710611	34706501-34706566;34710296-34710478;34710611-34710782	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/64_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#LSM14A
LARS	ENSG00000133706	ENSG00000133706:145543873-145544036:source	-0.15575991858;-0.00132118822603;0.203627122708	0.352024608889;2.65484542777e-05;0.671677269187	0.187;0.060;0.752	0.025;0.032;0.965	t|1e2.2o3|2e1.1o1|2e2.3o3	True	True	True	3	3	1	chr5	-	145544036-145547692;145544034-145551473;145544034-145547691	145543873-145544036;145547691-145547828;145547691-145547828;145551473-145551553	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/27_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#LARS
MBOAT1	ENSG00000172197	ENSG00000172197:20124639-20124831:source	0.397379781387;1.46781932635e-05;-0.400026230331	0.984904571742;2.36696015679e-08;0.986603281454	0.422;0.025;0.573	0.811;0.026;0.181	t|1e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr6	-	20124831-20126748;20124765-20124903;20124831-20124832	20124639-20124831;20124832-20124902;20124903-20124913;20126748-20126931	;;;	;;;	(20124832, 20124902)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/48_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#MBOAT1
TRIM14	ENSG00000106785	ENSG00000106785:100872171-100872266:source	-0.344981892327;0.216441828086;0.0154320854753	0.980298528927;0.702965461307;0.00734994246653	0.954;0.043;0.025	0.617;0.273;0.110	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr9	-	100872266-100881264;100872266-100872351;100872266-100872267	100872171-100872266;100872267-100872350;100872351-100872516;100881264-100881494	;;;	;;;	(100872267, 100872350)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/15_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TRIM14
RP11-468E2.4	ENSG00000259529	ENSG00000259529:24633823-24634164:source	-0.269429010974;0.269429010974	0.90507897718;0.90507897718	0.898;0.102	0.634;0.366	s|1e1.1o1|i	False	False	False	1	2	1	chr14	+	24634164-24635056;24634164-24634165	24633823-24634164;24634165-24635055;24635056-24635171	;;	;;	(24634165, 24635055)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/64_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RP11-468E2.4
U2AF1L4	ENSG00000161265	ENSG00000161265:36235527-36235561:target	0.000100480491428;0.37809295286;-0.383048893625	2.28049073055e-05;0.965095636812;0.985981333173	0.027;0.585;0.405	0.032;0.961;0.029	s|1e1.2o2|1e2.1o1|i	False	False	True	2	3	1	chr19	-	36235441-36235527;36235322-36235527;36235526-36235527	36235224-36235322;36235392-36235464;36235465-36235526;36235527-36235561	;;;	;;;	(36235465, 36235526)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/41_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#U2AF1L4
M6PR	ENSG00000003056	ENSG00000003056:9098899-9099001:source	-0.334546448057;6.67899174652e-06;0.331374702229	0.948019315291;7.41520685062e-10;0.943754709781	0.665;0.025;0.333	0.333;0.025;0.662	t|1e1.1o1|1e2.1o1|2e1.1o1|3e0	True	True	True	3	3	0	chr12	-	9099001-9102084;9099001-9099312;9098983-9102084	9098899-9099001;9099312-9099444;9102084-9102551;9102084-9102551	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/0_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#M6PR
M6PR	ENSG00000003056	ENSG00000003056:9102084-9102551:target	0.000123048792102;-0.321307992712;0.308074264655	6.38968455359e-08;0.935063838465;0.913887328613	0.025;0.653;0.334	0.030;0.333;0.643	s|1e1.2o2|1e2.1o3|1e2.2o3	False	True	True	3	3	0	chr12	-	9099420-9102084;9099001-9102084;9098983-9102084	9098899-9099001;9098899-9099001;9099312-9099444;9102084-9102551	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/0_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#M6PR
NTMT1	ENSG00000148335	ENSG00000148335:132396333-132396585:source	0.228113636053;-0.228113636053	0.633795942853;0.633795942853	0.326;0.674	0.628;0.372	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr9	+	132396500-132397487;132396585-132397487	132396333-132396585;132397487-132398209;132397487-132398209	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/36_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#NTMT1
PRKACB	ENSG00000142875	ENSG00000142875:84644518-84644921:target	-0.1757098074;0.220872839967;-4.25400481382e-06;-4.25400481382e-06;-0.000177289250227;-4.25400481382e-06;-4.25400481382e-06	0.553445400829;0.7187145776;2.48454747874e-09;2.48454747874e-09;4.76067397593e-07;2.48454747874e-09;2.48454747874e-09	0.274;0.689;0.025;0.025;0.032;0.025;0.025	0.066;0.926;0.025;0.025;0.025;0.025;0.025	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|2e5.1o1|2e6.1o1|2e7.1o1	False	True	True	7	8	0	chr1	+	84544054-84644860;84610231-84644860;84623088-84644860;84630105-84644860;84630696-84644860;84640739-84644860;84641490-84644860	84543745-84544054;84609954-84610231;84623018-84623088;84629985-84630105;84630364-84630696;84640716-84640739;84641482-84641490;84644518-84644921	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/34_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PRKACB
PPDPF	ENSG00000125534	ENSG00000125534:62152865-62152946:source	-0.238953643406;4.5527816589e-05;0.248748333946	0.761705725561;5.7388608035e-07;0.802639272997	0.963;0.025;0.026	0.718;0.027;0.272	s|1e0|2e1.1o1|3e1.1o1|i	True	True	False	2	2	1	chr20	+	62152942-62153021;62152946-62153021;62152946-62152947	62152865-62152946;62152947-62153020;62153021-62153559;62153021-62153559	;;;	;;;	(62152947, 62153020)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/23_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PPDPF
C7orf43	ENSG00000146826	ENSG00000146826:99754468-99754619:source	0.00568465571083;-0.31499580789;0.239622224609	0.00242947580297;0.960124455876;0.840321239843	0.073;0.906;0.028	0.140;0.597;0.262	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr7	-	99754619-99754717;99754615-99754717;99754619-99754620	99754468-99754619;99754620-99754716;99754717-99754837;99754717-99754837	;;;	;;;	(99754620, 99754716)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/36_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#C7orf43
SMAD2	ENSG00000175387	ENSG00000175387:45422892-45423182:source	-0.104094277682;0.245733457517;2.69900169265e-07;-0.0871793810879	0.0205467711908;0.931094533358;7.91520215334e-14;0.00960503294614	0.137;0.730;0.025;0.126	0.026;0.969;0.025;0.026	t|1e0|2e1.1o2|2e2.1o2|2e2.2o2|2e3.1o1	True	True	True	4	4	0	chr18	-	45423180-45457171;45423180-45456732;45423180-45456623;45423180-45446443	45422892-45423182;45446443-45446540;45456623-45456970;45456623-45456970;45457167-45457515	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/50_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SMAD2
RNF19A	ENSG00000034677	ENSG00000034677:101276262-101276808:source	-0.366013199444;0.366013199444	0.991086860603;0.991086860603	0.974;0.026	0.618;0.382	t|1e0|2e1.1o1|3e0|i	False	True	False	1	2	1	chr8	-	101276423-101276899;101276808-101276809	101276262-101276808;101276809-101276898;101276899-101277013	;;	;;	(101276809, 101276898)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/2_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RNF19A
RNF19A	ENSG00000034677	ENSG00000034677:101276899-101277013:target	-0.274369929899;4.43574072534e-05;0.269060652564	0.854151210386;1.08903614158e-06;0.848168188362	0.963;0.026;0.032	0.685;0.028;0.304	s|1e1.2o3|1e2.1o1|i	False	False	True	2	3	1	chr8	-	101276423-101276899;101273983-101276899;101276898-101276899	101273770-101273983;101276262-101276808;101276809-101276898;101276899-101277013	;;;	;;;	(101276809, 101276898)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/2_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#RNF19A
R3HDM1	ENSG00000048991	ENSG00000048991:136409300-136409602:target	0.413641640784;7.12460765363e-05;-0.423538095616	0.96039758764;3.98488625937e-06;0.96992108075	0.434;0.025;0.561	0.847;0.029;0.141	t|1e1.1o1|1e2.1o1|2e1.1o1	True	True	True	3	3	0	chr2	+	136403097-136409300;136407573-136409300;136403097-136409303	136402803-136403097;136402803-136403097;136407472-136407573;136409300-136409602	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/3_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#R3HDM1
R3HDM1	ENSG00000048991	ENSG00000048991:136402803-136403097:source	-6.3720071346e-05;4.85581973519e-05;0.418694947482;-0.410460259222	2.4209484418e-06;2.35111429034e-06;0.969054186538;0.967556748685	0.030;0.025;0.428;0.546	0.028;0.028;0.843;0.138	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	False	True	True	4	4	0	chr2	+	136403097-136406657;136403097-136407472;136403097-136409300;136403097-136409303	136402803-136403097;136406657-136406901;136407472-136407573;136409300-136409602;136409300-136409602	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/3_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#R3HDM1
PMM2	ENSG00000140650	ENSG00000140650:8900173-8900891:target	0.257484603759;-0.257484603759	0.838914048799;0.838914048799	0.033;0.967	0.291;0.709	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr16	+	8895767-8900173;8898700-8900173	8895656-8895767;8898624-8898700;8900173-8900891	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/32_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PMM2
PMM2	ENSG00000140650	ENSG00000140650:8895656-8895767:source	0.000345961482033;0.00052050288861;-0.345402344415;0.261076685483;2.3445768745e-06;2.3445768745e-06;2.3445768745e-06	7.29197444827e-06;1.64044946511e-05;0.959820270762;0.835380437201;7.54506715744e-08;7.54506715744e-08;7.54506715744e-08	0.025;0.025;0.951;0.036;0.025;0.025;0.025	0.038;0.043;0.610;0.304;0.025;0.025;0.025	s|1e1.1o1|1e2.1o2|1e3.1o1|1e4.1o1|1e5.2o2|1e6.1o2|1e6.2o2	False	True	True	7	7	0	chr16	+	8895767-8895938;8895767-8896118;8895767-8898624;8895767-8900173;8895767-8904936;8895767-8905495;8895767-8905499	8895656-8895767;8895938-8896002;8896118-8896246;8898624-8898700;8900173-8900891;8901421-8905035;8905495-8905570;8905495-8905570	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/32_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PMM2
ASXL1	ENSG00000171456	ENSG00000171456:31016128-31016226:target	0.000192198204729;-0.2171048413;0.21206852381	2.22247076245e-06;0.709653280991;0.69389430908	0.031;0.952;0.030	0.038;0.718;0.248	t|1e1.1o2|1e1.2o2|i	True	False	False	2	2	1	chr20	+	31016032-31016128;31016051-31016128;31016127-31016128	31015931-31016051;31015931-31016051;31016052-31016127;31016128-31016226	;;;	;;;	(31016052, 31016127)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/48_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ASXL1
SNHG3	ENSG00000242125	ENSG00000242125:28834640-28834782:source	-0.279053516975;0.279053516975	0.947237044807;0.947237044807	0.909;0.091	0.636;0.364	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr1	+	28834672-28835342;28834782-28834783	28834640-28834782;28834783-28835341;28835342-28837404	;;	;;	(28834783, 28835341)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/63_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SNHG3
TRMT2A	ENSG00000099899	ENSG00000099899:20102097-20102208:source	-0.215268339803;1.20049025599e-05;0.212177725996	0.708868728296;3.87788002092e-09;0.697560833406	0.945;0.025;0.052	0.720;0.026;0.273	t|1e1.2o2|2e1.2o2|i	True	True	False	2	2	1	chr22	-	20102208-20102284;20102204-20102284;20102208-20102209	20102097-20102208;20102209-20102283;20102284-20102399;20102284-20102399	;;;	;;;	(20102209, 20102283)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/9_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TRMT2A
ZFAND5	ENSG00000107372	ENSG00000107372:74975354-74975703:source	-0.101282405515;4.27665151521e-06;0.225153066763;-0.000692139186176;-0.000310002569859	0.313177685369;1.22677201932e-09;0.715685305291;2.51530315616e-08;4.7543442669e-09	0.399;0.025;0.518;0.043;0.035	0.216;0.025;0.774;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1|2e3.1o1	True	True	True	5	4	0	chr9	-	74975703-74979612;74975703-74979378;74975703-74978386;74975700-74979612;74975700-74978386	74975354-74975703;74978386-74979262;74978386-74979262;74979378-74979580;74979612-74980163;74979612-74980163	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/15_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ZFAND5
DNAJC5	ENSG00000101152	ENSG00000101152:62562462-62562535:target	-0.298356532867;0.298356532867	0.837632823932;0.837632823932	0.940;0.060	0.618;0.382	t|1e1.1o1|i	False	False	False	1	2	1	chr20	+	62562375-62562462;62562461-62562462	62562204-62562375;62562376-62562461;62562462-62562535	;;	;;	(62562376, 62562461)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/11_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#DNAJC5
ITGA4	ENSG00000115232	ENSG00000115232:182343484-182344443:source	-0.254753223822;2.35084398139e-05;0.236562495446	0.910889545967;3.9294263342e-12;0.860815763088	0.962;0.025;0.035	0.713;0.026;0.267	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr2	+	182343551-182344864;182343551-182346325;182344443-182344444	182343484-182344443;182344444-182344863;182344864-182344993;182346325-182346410	;;;	;;;	(182344444, 182344863)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/19_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ITGA4
ITGA4	ENSG00000115232	ENSG00000115232:182363008-182363509:target	-0.265487148161;0.00130690446778;0.22462134086	0.803913682137;5.89962456254e-05;0.700426636631	0.671;0.067;0.262	0.387;0.094;0.519	t|1e0|2e0|3e1.2o2|4e1.2o2|i	True	True	False	2	2	1	chr2	+	182360664-182363350;182360664-182363446;182363007-182363008	182360510-182360664;182360510-182360664;182360665-182363007;182363008-182363509	;;;	;;;	(182360665, 182363007)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/19_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ITGA4
ITGA4	ENSG00000115232	ENSG00000115232:182360510-182360664:source	-0.405298905781;0.00172592526054;0.372016290146	0.994711676279;0.000313820992228;0.994964045332	0.866;0.085;0.049	0.470;0.118;0.411	s|1e0|2e1.3o4|2e1.4o4|i	True	True	False	2	2	1	chr2	+	182360664-182363350;182360664-182363446;182360664-182360665	182360510-182360664;182360665-182363007;182363008-182363509;182363008-182363509	;;;	;;;	(182360665, 182363007)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/19_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ITGA4
KDM3A	ENSG00000115548	ENSG00000115548:86669118-86669356:source	-0.407767825234;0.399382468903;8.51755848838e-05;5.95125690509e-05	0.994136777965;0.97642763048;1.50613506129e-05;9.66107064618e-06	0.429;0.561;0.026;0.025	0.030;0.956;0.030;0.029	s|1e1.1o2|1e2.1o2|1e3.1o1|i	False	False	True	3	4	1	chr2	+	86669356-86670113;86669356-86676930;86669356-86678226;86669356-86669357	86669118-86669356;86669357-86669446;86670113-86670657;86676930-86677085;86678226-86678336	;;;;	;;;;	(86669357, 86669446)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/19_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#KDM3A
SRSF5	ENSG00000100650	ENSG00000100650:70235515-70235645:source	4.57270535886e-07;-0.256329441545;0.254033374078	1.78353181714e-14;0.898647249566;0.891210282803	0.025;0.932;0.067	0.025;0.682;0.315	s|1e1.1o2|1e1.2o2|2e0|i	True	True	False	2	2	1	chr14	+	70235613-70235840;70235613-70235899;70235645-70235646	70235515-70235645;70235646-70235839;70235840-70236100;70235840-70236100	;;;	;;;	(70235646, 70235839)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/11_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#SRSF5
LTB	ENSG00000227507	ENSG00000227507:31549817-31550204:target	0.23353787227;-0.219944528521;6.6496132663e-09;-0.00086992849589	0.727440020696;0.700559318502;6.23187115625e-18;4.95004638209e-08	0.426;0.499;0.025;0.076	0.664;0.272;0.025;0.062	s|1e1.1o1|1e2.1o2|2e2.1o2|i	True	True	True	3	3	1	chr6	-	31549636-31550033;31549407-31550033;31549407-31549817;31549816-31549817	31549336-31549407;31549336-31549407;31549591-31549636;31549637-31549816;31549817-31550204	;;;;	;;;;	(31549637, 31549816)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/62_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#LTB
KIF22	ENSG00000079616	ENSG00000079616:29813829-29814010:source	-0.331467123499;0.331467123499	0.949454026566;0.949454026566	0.369;0.631	0.038;0.962	s|1e1.1o2|i	False	False	False	1	2	1	chr16	+	29814010-29814090;29814010-29814011	29813829-29814010;29814011-29814089;29814090-29814258	;;	;;	(29814011, 29814089)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/7_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#KIF22
TROAP	ENSG00000135451	ENSG00000135451:49723149-49723568:source	-0.277374603006;0.277374603006	0.771627920428;0.771627920428	0.469;0.531	0.150;0.850	s|1e1.1o1|2e0|3e0|4e0|i	True	False	False	1	2	1	chr12	+	49723237-49723640;49723568-49723569	49723149-49723568;49723569-49723639;49723640-49723774	;;	;;	(49723569, 49723639)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/28_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TROAP
TROAP	ENSG00000135451	ENSG00000135451:49722944-49723027:target	-0.26762874469;0.26762874469	0.901697786182;0.901697786182	0.952;0.048	0.690;0.310	t|1e1.1o2|i	False	False	False	1	2	1	chr12	+	49722838-49722944;49722943-49722944	49722710-49722844;49722845-49722943;49722944-49723027	;;	;;	(49722845, 49722943)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/28_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TROAP
TROAP	ENSG00000135451	ENSG00000135451:49724444-49724726:source	0.230765567592;-0.230765567592	0.710026379567;0.710026379567	0.555;0.445	0.829;0.171	s|1e1.1o1|i	False	False	False	1	2	1	chr12	+	49724726-49724997;49724726-49724727	49724444-49724726;49724727-49724996;49724997-49725190	;;	;;	(49724727, 49724996)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/28_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TROAP
C17orf61-PLSCR3	ENSG00000262481	ENSG00000262481:7296110-7296271:source	0.413021756616;-0.413021756616	0.984068639717;0.984068639717	0.397;0.603	0.802;0.198	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr17	-	7296271-7296786;7296271-7296463	7296110-7296271;7296463-7296683;7296786-7296828	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/65_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#C17orf61-PLSCR3
TPR	ENSG00000047410	ENSG00000047410:186326529-186326755:target	0.225117592917;-0.225117592917	0.740350852604;0.740350852604	0.728;0.272	0.956;0.044	s|1e1.2o2|i	False	False	False	1	2	1	chr1	-	186325581-186326529;186326528-186326529	186325418-186325670;186325671-186326528;186326529-186326755	;;	;;	(186325671, 186326528)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/3_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TPR
PTPRCAP	ENSG00000213402	ENSG00000213402:67205088-67205538:target	0.0379313587279;-0.327451677444;-5.51967286566e-06;-1.16419708312e-05;0.231488810303	0.0426777472229;0.965558386318;3.38959334572e-11;3.389806212e-11;0.775871873286	0.067;0.767;0.025;0.026;0.131	0.180;0.447;0.025;0.025;0.368	s|1e1.1o1|2e2.1o6|2e2.2o6|2e2.4o6|i	True	True	True	4	3	1	chr11	-	67204843-67205359;67203821-67205088;67203802-67205088;67203613-67205088;67205087-67205088	67202981-67203821;67202981-67203821;67202981-67203821;67204833-67204843;67204844-67205087;67205088-67205538	;;;;;	;;;;;	(67204844, 67205087)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/60_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#PTPRCAP
TUBGCP6	ENSG00000128159	ENSG00000128159:50661416-50662685:target	0.291060073309;-0.000363748365972;-0.000372400465257;-0.207001717546	0.889996120742;7.20955274278e-06;7.5418233721e-06;0.668310121579	0.657;0.039;0.039;0.272	0.952;0.026;0.026;0.039	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|2e0	True	True	False	4	2	1	chr22	-	50661021-50662570;50661017-50662570;50660997-50662570;50660983-50662570	50660883-50661021;50660883-50661021;50660883-50661021;50660883-50661021;50661416-50662685	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/24_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TUBGCP6
TUBGCP6	ENSG00000128159	ENSG00000128159:50656347-50656546:source	0.319871113587;1.53714233446e-05;-0.314419643865	0.952298646049;1.44610953975e-07;0.9507361605	0.596;0.026;0.389	0.912;0.026;0.079	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr22	-	50656546-50656618;50656527-50656618;50656546-50656547	50656347-50656546;50656547-50656617;50656618-50656831;50656618-50656831	;;;	;;;	(50656547, 50656617)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/24_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#TUBGCP6
DDB2	ENSG00000134574	ENSG00000134574:47256308-47256485:source	-7.97863645515e-06;-0.268614482381;0.283917213806	3.42491536177e-13;0.890625043983;0.929032263426	0.025;0.836;0.147	0.025;0.570;0.426	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr11	+	47256427-47256821;47256485-47256821;47256485-47256486	47256308-47256485;47256486-47256820;47256821-47256963;47256821-47256963	;;;	;;;	(47256486, 47256820)	file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/28_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#DDB2
ORC3	ENSG00000135336	ENSG00000135336:88311502-88311599:target	-0.253110340127;0.253110340127	0.625488125676;0.625488125676	0.843;0.157	0.494;0.506	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr6	+	88304125-88311502;88304331-88311502	88304071-88304125;88304245-88304331;88311502-88311599	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_PolyAvTotal//summaries/28_Th2_p_A_Th2_p_r.deltapsi_quantify_deltapsi.html#ORC3
