#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_p_A E(PSI)	Th2_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
MFF	ENSG00000168958	ENSG00000168958:228211441-228212100:source	0.263232985446;-0.263232985446	0.79543485423;0.79543485423	0.686;0.314	0.969;0.031	s|1e0|2e0|3e0|4e1.2o2|4e2.2o2	True	False	True	2	3	0	chr2	+	228212100-228217230;228212100-228220393	228211441-228212100;228216397-228217289;228220014-228220477	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/18_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MFF
RNF41	ENSG00000181852	ENSG00000181852:56603821-56604352:source	-3.30975359665e-06;0.229567939502;-0.231622910996;-3.30975359665e-06	4.15449250995e-08;0.750276051949;0.764125762648;4.15449250995e-08	0.026;0.712;0.276;0.026	0.025;0.959;0.034;0.025	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	True	False	True	4	4	0	chr12	-	56604352-56615687;56604352-56607742;56604352-56606780;56604352-56606776	56603821-56604352;56606776-56606922;56606776-56606922;56607742-56607854;56615687-56615717	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/21_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#RNF41
NCKIPSD	ENSG00000213672	ENSG00000213672:48716286-48716402:source	-0.237734895502;0.237734895502	0.834265659725;0.834265659725	0.974;0.026	0.742;0.258	t|1e1.2o2|i	False	False	False	1	2	1	chr3	-	48716402-48716488;48716402-48716403	48716286-48716402;48716403-48716487;48716488-48716616	;;	;;	(48716403, 48716487)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/25_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#NCKIPSD
CDC25A	ENSG00000164045	ENSG00000164045:48219344-48219478:source	-0.21699039887;0.21699039887	0.758906823552;0.758906823552	0.238;0.762	0.026;0.974	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	48219478-48224419;48219478-48222211	48219344-48219478;48222211-48222330;48224419-48224520	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/17_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CDC25A
CDC25A	ENSG00000164045	ENSG00000164045:48224419-48224520:target	0.238956951122;-0.238956951122	0.861232928145;0.861232928145	0.740;0.260	0.974;0.026	s|1e0|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	48222330-48224419;48219478-48224419	48219344-48219478;48222211-48222330;48224419-48224520	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/17_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CDC25A
SULT1A3	ENSG00000261052	ENSG00000261052:30205754-30206112:source	0.240774724622;-0.240774724622	0.679016314141;0.679016314141	0.224;0.776	0.532;0.468	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	30206112-30206207;30206112-30206113	30205754-30206112;30206113-30206206;30206207-30206548	;;	;;	(30206113, 30206206)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/26_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SULT1A3
IL15RA	ENSG00000134470	ENSG00000134470:5994334-5995169:source	0.206049896603;-0.206049896603	0.626121805734;0.626121805734	0.501;0.499	0.766;0.234	t|1e1.1o2|i	False	False	False	1	2	1	chr10	-	5995169-5998342;5995169-5995170	5994334-5995169;5995170-5995222;5998341-5998417	;;	;;	(5995170, 5995222)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/10_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#IL15RA
NFKBID	ENSG00000167604	ENSG00000167604:36387815-36388005:target	-0.217597906828;0.217597906828	0.657331380455;0.657331380455	0.829;0.171	0.551;0.449	s|1e1.1o1|i	False	False	False	1	2	1	chr19	-	36387733-36387815;36387814-36387815	36387628-36387733;36387734-36387814;36387815-36388005	;;	;;	(36387734, 36387814)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/18_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#NFKBID
LDB1	ENSG00000198728	ENSG00000198728:103867317-103868080:source	0.014661037683;-0.292601463166;-0.00146055658697;0.235739608303	0.02521013045;0.911501709341;5.9653521657e-06;0.826248091524	0.222;0.625;0.065;0.088	0.331;0.332;0.026;0.323	t|1e1.1o2|1e1.2o2|2e1.2o2|i	True	True	False	3	2	1	chr10	-	103868080-103868792;103868080-103868786;103868079-103868786;103868080-103868081	103867317-103868080;103868081-103868785;103868786-103868934;103868786-103868934;103868786-103868934	;;;;	;;;;	(103868081, 103868785)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/23_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#LDB1
SAT2	ENSG00000141504	ENSG00000141504:7530025-7530111:source	-2.30628871026e-06;0.380482051964;-0.379060378295	1.71808871352e-07;0.923001919324;0.919667676339	0.026;0.208;0.784	0.026;0.597;0.395	t|1e1.1o1|1e2.1o1|1e3.3o3	False	False	True	3	4	0	chr17	-	7530111-7530681;7530111-7530461;7530111-7530261	7530025-7530111;7530261-7530457;7530461-7530544;7530681-7530797	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/12_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SAT2
CRBN	ENSG00000113851	ENSG00000113851:3195108-3195172:target	-0.0924831276806;-0.000399852924646;0.219195558334	0.278553537693;6.19080296682e-05;0.68974696075	0.942;0.051;0.027	0.731;0.028;0.257	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr3	-	3194271-3195108;3192729-3195108;3195107-3195108	3190676-3192729;3194140-3194271;3194272-3195107;3195108-3195172	;;;	;;;	(3194272, 3195107)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/6_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CRBN
COX15	ENSG00000014919	ENSG00000014919:101476105-101476403:target	-0.430779077953;0.430779077953	0.998333194568;0.998333194568	0.970;0.030	0.550;0.450	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr10	-	101474475-101476105;101473236-101476105	101471601-101473236;101473272-101474475;101476105-101476403	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/0_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#COX15
HPS4	ENSG00000100099	ENSG00000100099:26862192-26862228:target	-0.370481192008;0.370481192008	0.909343282541;0.909343282541	0.544;0.456	0.159;0.841	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr22	-	26862070-26862192;26861517-26862192	26861421-26861517;26862017-26862070;26862192-26862228	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/3_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#HPS4
HSD17B8	ENSG00000204228	ENSG00000204228:33173417-33173502:source	-0.320909540012;0.320909540012	0.985716576898;0.985716576898	0.973;0.027	0.659;0.341	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	33173502-33173605;33173502-33173503	33173417-33173502;33173503-33173604;33173605-33173689	;;	;;	(33173503, 33173604)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/24_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#HSD17B8
PRPF40A	ENSG00000196504	ENSG00000196504:153533965-153533989:source	0.212696105504;-0.212696105504	0.588888112512;0.588888112512	0.110;0.890	0.411;0.589	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr2	-	153533989-153535866;153533989-153535570	153533965-153533989;153535570-153535623;153535643-153535986	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/23_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PRPF40A
KLHL18	ENSG00000114648	ENSG00000114648:47324407-47324584:source	0.222063360466;1.66152406697e-06;-0.224991321504;1.66152406697e-06	0.59934551281;3.12225607029e-07;0.607396264141;3.12225607029e-07	0.394;0.026;0.592;0.026	0.711;0.026;0.275;0.026	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr3	+	47324584-47328710;47324584-47339052;47324584-47361143;47324584-47364058	47324407-47324584;47328710-47328948;47339052-47339162;47361143-47361273;47364058-47364199	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/7_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#KLHL18
CAP1	ENSG00000131236	ENSG00000131236:40507101-40507165:source	-0.000920089671398;0.258909450474;-0.14515072556	2.50822537359e-05;0.721107036192;0.425943059192	0.061;0.288;0.650	0.027;0.603;0.388	s|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	1	chr1	+	40507165-40508390;40507165-40525006;40507165-40525009	40507101-40507165;40508390-40508400;40525006-40525130;40525006-40525130	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/9_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CAP1
MFGE8	ENSG00000140545	ENSG00000140545:89442529-89442763:source	0.242116782274;-0.242116782274	0.773224373724;0.773224373724	0.029;0.971	0.282;0.718	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr15	-	89442763-89444782;89442763-89442887	89442529-89442763;89442887-89443042;89444782-89445191	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/12_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MFGE8
NLRP1	ENSG00000091592	ENSG00000091592:5424844-5425106:target	0.294394137749;-0.294394137749	0.828440386446;0.828440386446	0.558;0.442	0.884;0.116	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr17	-	5424332-5424844;5421207-5424844	5421066-5421885;5424201-5424332;5424844-5425106	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/3_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#NLRP1
NLRP1	ENSG00000091592	ENSG00000091592:5436142-5436304:source	-0.000160591526641;-0.30157050468;0.423283766581;-0.00429707475874	4.51477584184e-06;0.948901871728;0.989064231892;0.00299839525495	0.038;0.322;0.522;0.121	0.027;0.027;0.937;0.049	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	True	False	True	4	4	1	chr17	-	5436304-5442735;5436304-5440171;5436304-5436624;5436304-5436612	5436142-5436304;5436612-5436704;5436612-5436704;5440171-5440260;5442735-5443010	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/3_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#NLRP1
NLRP1	ENSG00000091592	ENSG00000091592:5421066-5421885:source	0.000417313571222;-0.563353040759;0.520126159662	6.57349755195e-05;0.999204370671;0.99527184801	0.027;0.653;0.338	0.052;0.104;0.847	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	1	chr17	-	5421207-5433801;5421207-5424844;5421207-5424201	5421066-5421885;5424201-5424332;5424844-5425106;5433801-5434024	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/3_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#NLRP1
ENOSF1	ENSG00000132199	ENSG00000132199:691068-691106:source	-0.00281508218284;0.201496716237;-0.100958258543	0.00327223046941;0.547450905288;0.293035431853	0.137;0.434;0.429	0.072;0.738;0.189	t|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr18	-	691106-693882;691106-691204;691106-691107	691068-691106;691107-691203;691204-691276;693882-693908	;;;	;;;	(691107, 691203)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/10_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ENOSF1
STIL	ENSG00000123473	ENSG00000123473:47735307-47735538:target	7.42106814713e-06;-0.000511174901106;0.219088267096;-0.261253608524	2.30101057855e-07;0.00318987338941;0.607186888931;0.774124051779	0.026;0.255;0.339;0.401	0.026;0.243;0.649;0.101	s|1e1.2o3|2e0|2e1.1o3|2e1.2o3|2e1.3o3	True	True	False	4	2	1	chr1	-	47728785-47735404;47728788-47735307;47728785-47735307;47728734-47735307	47728575-47728788;47728575-47728788;47728575-47728788;47728575-47728788;47735307-47735538	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/8_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#STIL
MARK3	ENSG00000075413	ENSG00000075413:103933416-103934022:source	0.206008674651;-0.206008674651	0.70584756754;0.70584756754	0.756;0.244	0.966;0.034	s|1e1.2o3|1e1.3o3|2e0	True	True	False	2	2	0	chr14	+	103933528-103934370;103933528-103934418	103933416-103934022;103934051-103934523;103934051-103934523	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/2_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MARK3
SETMAR	ENSG00000170364	ENSG00000170364:4357896-4359251:target	-0.379398251089;-6.06204285352e-06;0.380131965201	0.972808299814;1.52810146798e-07;0.970775542111	0.448;0.026;0.544	0.074;0.026;0.919	t|1e1.1o1|1e2.1o2|1e3.1o2	False	False	True	3	4	1	chr3	+	4345210-4357896;4345552-4357896;4355445-4357896	4344988-4345210;4345292-4345774;4355331-4356086;4357896-4359251	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/19_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SETMAR
IKZF1	ENSG00000185811	ENSG00000185811:50435363-50437142:source	0.267284300813;-0.267284300813	0.846926072386;0.846926072386	0.091;0.909	0.368;0.632	s|1e1.1o1|1e2.1o2|2e0	True	False	True	2	3	1	chr7	+	50435763-50437220;50435763-50444231	50435363-50437142;50437220-50437537;50444231-50445025	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/21_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#IKZF1
SYVN1	ENSG00000162298	ENSG00000162298:64897474-64897647:source	0.335768291606;-0.285489346708;-0.00115855256973	0.926049064552;0.844950619418;0.000140124621828	0.459;0.462;0.078	0.798;0.160;0.041	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr11	-	64897647-64897723;64897644-64897723;64897647-64897648	64897474-64897647;64897648-64897722;64897723-64897851;64897723-64897851	;;;	;;;	(64897648, 64897722)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/16_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SYVN1
PABPC1L	ENSG00000101104	ENSG00000101104:43547547-43547686:target	0.321545888208;-0.321545888208	0.929501684354;0.929501684354	0.054;0.946	0.379;0.621	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	1	chr20	+	43541494-43547547;43545512-43547547	43541301-43541494;43545397-43545512;43547547-43547686	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/4_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PABPC1L
PABPC1L	ENSG00000101104	ENSG00000101104:43541301-43541494:source	-0.311302996157;0.311302996157	0.928193126773;0.928193126773	0.950;0.050	0.636;0.364	s|1e1.1o1|1e2.1o2	False	False	True	2	3	1	chr20	+	43541494-43545397;43541494-43547547	43541301-43541494;43545397-43545512;43547547-43547686	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/4_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PABPC1L
TP53I13	ENSG00000167543	ENSG00000167543:27895535-27895566:source	-0.308678410005;0.308678410005	0.843511053415;0.843511053415	0.577;0.423	0.243;0.757	s|1e1.2o2|i	False	False	False	1	2	1	chr17	+	27895566-27896036;27895566-27895567	27895535-27895566;27895567-27895608;27896034-27896104	;;	;;	(27895567, 27895608)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/18_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#TP53I13
EIF4ENIF1	ENSG00000184708	ENSG00000184708:31844139-31844218:target	-0.201138780076;0.201138780076	0.592053380721;0.592053380721	0.467;0.533	0.187;0.813	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr22	-	31843554-31844139;31843551-31844139	31843412-31843554;31843412-31843554;31844139-31844218	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/21_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#EIF4ENIF1
LARP4	ENSG00000161813	ENSG00000161813:50794592-50794811:source	-0.000131202618172;-0.205670994628;4.41425072583e-06;0.248797968679;4.41425072583e-06	2.21783062361e-06;0.579547357487;1.52445121189e-07;0.677063644635;1.52445121189e-07	0.036;0.513;0.026;0.447;0.026	0.026;0.217;0.026;0.766;0.026	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2	False	True	True	5	5	0	chr12	+	50794811-50796458;50794811-50806188;50794811-50810129;50794811-50821545;50794811-50821548	50794592-50794811;50796458-50796596;50806188-50806240;50810129-50810217;50821545-50821692;50821545-50821692	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/16_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#LARP4
ZDHHC16	ENSG00000171307	ENSG00000171307:99205927-99206110:source	-1.43253481975e-06;-0.186399913084;0.238696637188;-0.000266998492768	3.77165780118e-07;0.589780300217;0.732772017554;1.88814401368e-05	0.026;0.282;0.670;0.044	0.026;0.042;0.946;0.026	s|1e1.1o1|1e2.1o2|1e3.1o4|1e4.1o1	False	False	True	4	5	0	chr10	+	99206110-99207947;99206110-99210114;99206110-99211428;99206110-99212172	99205927-99206110;99207947-99208107;99210114-99210293;99211428-99211675;99212172-99212260	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/19_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ZDHHC16
C10orf2	ENSG00000107815	ENSG00000107815:102752947-102754158:target	-0.00370420578808;-0.0899852172188;0.286988312042	0.00151049822189;0.272776358535;0.84193601265	0.093;0.815;0.092	0.026;0.593;0.400	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr10	+	102749641-102752947;102750767-102752947;102750811-102752947	102749401-102749641;102750626-102750811;102750626-102750811;102752947-102754158	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/5_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#C10orf2
FAM160B2	ENSG00000158863	ENSG00000158863:21959686-21959856:target	0.342695609395;-0.342695609395	0.909693189401;0.909693189401	0.592;0.408	0.945;0.055	t|1e1.1o2|1e2.1o1	False	False	True	2	3	1	chr8	+	21959362-21959686;21959573-21959686	21959219-21959464;21959487-21959573;21959686-21959856	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/15_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#FAM160B2
PTPRC	ENSG00000081237	ENSG00000081237:198671516-198671659:target	0.219222786799;-0.219222786799	0.726910193469;0.726910193469	0.748;0.252	0.973;0.027	t|1e0|1e1.2o3|i	False	False	False	1	2	1	chr1	+	198668833-198671516;198671515-198671516	198668693-198669275;198671063-198671515;198671516-198671659	;;	;;	(198671063, 198671515)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/2_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PTPRC
CHCHD7	ENSG00000170791	ENSG00000170791:57127157-57128137:target	-0.000303348138086;-5.49699868013e-08;-0.0498932030073;0.23290711383;-2.32163948859e-06;-0.0234896918719	2.51170757926e-05;1.01424892402e-13;0.139117802185;0.743782564846;2.72087915676e-11;0.00169592345107	0.129;0.025;0.424;0.330;0.026;0.102	0.118;0.025;0.279;0.587;0.026;0.025	t|1e1.1o2|1e1.2o2|1e2.1o3|1e2.2o3|1e3.1o1|i	True	False	True	5	4	1	chr8	+	57124396-57127157;57124733-57127157;57125448-57127157;57125468-57127157;57127076-57127157;57127156-57127157	57124245-57124733;57124245-57124733;57125321-57125710;57125321-57125710;57126987-57127076;57127077-57127156;57127157-57128137	;;;;;;	;;;;;;	(57127077, 57127156)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/19_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#CHCHD7
SEC16A	ENSG00000148396	ENSG00000148396:139340916-139341467:target	0.206550127443;-3.29368059924e-07;-0.207625297219	0.693393755201;2.49320011511e-11;0.697715014401	0.689;0.025;0.307	0.914;0.025;0.083	s|1e1.1o1|1e2.1o1|1e3.2o2|2e0	True	False	True	3	4	0	chr9	-	139340171-139341307;139339563-139341307;139338352-139341307	139338275-139338534;139339504-139339563;139340097-139340171;139340916-139341467	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/13_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#SEC16A
MAP3K3	ENSG00000198909	ENSG00000198909:61762877-61762950:source	-0.29013532214;0.29013532214	0.709125060174;0.709125060174	0.555;0.445	0.184;0.816	s|1e1.2o3|2e1.2o3	True	True	False	2	2	0	chr17	+	61762938-61765887;61762950-61765887	61762877-61762950;61765559-61765954;61765559-61765954	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/24_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MAP3K3
KDM3A	ENSG00000115548	ENSG00000115548:86669118-86669356:source	0.270306696558;-0.249944126629;-1.90195756836e-05;-1.31851952154e-05	0.753336042211;0.699238382715;1.46562785134e-06;9.30553798503e-07	0.113;0.871;0.027;0.027	0.433;0.557;0.026;0.025	s|1e1.1o2|1e2.1o2|1e3.1o1|i	False	False	True	3	4	1	chr2	+	86669356-86670113;86669356-86676930;86669356-86678226;86669356-86669357	86669118-86669356;86669357-86669446;86670113-86670657;86676930-86677085;86678226-86678336	;;;;	;;;;	(86669357, 86669446)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/7_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#KDM3A
ARMCX3	ENSG00000102401	ENSG00000102401:100878776-100878883:target	0.222666517588;0.00189443447767;-0.28220371433;-0.00022634682774	0.659080780897;0.000317588786844;0.778271259566;9.87173807115e-06	0.134;0.026;0.821;0.041	0.421;0.077;0.496;0.026	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	4	3	0	chrX	+	100878266-100878776;100878420-100878776;100878266-100878804;100878420-100878804	100877787-100878266;100877787-100878266;100878351-100878420;100878351-100878420;100878776-100878883	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/4_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ARMCX3
ARMCX3	ENSG00000102401	ENSG00000102401:100877787-100878266:source	0.314796576741;-0.0277504089559;-0.0705621831936	0.882108851661;0.0784006430633;0.176873645588	0.114;0.687;0.199	0.443;0.523;0.039	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chrX	+	100878266-100878776;100878266-100878804;100878266-100878267	100877787-100878266;100878267-100878350;100878776-100878883;100878776-100878883	;;;	;;;	(100878267, 100878350)	file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/4_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ARMCX3
PRKAR2A	ENSG00000114302	ENSG00000114302:48789018-48789151:source	0.240394997198;-0.240394997198	0.749311803114;0.749311803114	0.028;0.972	0.278;0.722	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	48789151-48793812;48789151-48789609	48789018-48789151;48789609-48789751;48793812-48793877	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/6_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PRKAR2A
PHF7	ENSG00000010318	ENSG00000010318:52444673-52445355:source	0.408567531716;-0.408567531716	0.923062439647;0.923062439647	0.182;0.818	0.603;0.397	s|1e1.1o2|2e1.1o2	True	True	False	2	2	0	chr3	+	52445263-52446827;52445355-52446827	52444673-52445355;52446827-52446936;52446827-52446936	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/0_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#PHF7
STRIP1	ENSG00000143093	ENSG00000143093:110590394-110590926:source	0.258135030413;-0.258135030413	0.876662508;0.876662508	0.719;0.281	0.973;0.027	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	1	chr1	+	110590491-110591734;110590491-110592965	110590394-110590926;110591734-110591860;110592965-110593031	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/13_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#STRIP1
MCRS1	ENSG00000187778	ENSG00000187778:49961831-49961936:target	-0.147309292409;0.243856660947;-0.00367238649498;-1.2934695407e-06	0.39634267448;0.810123611374;0.000602106378348;1.85303533507e-09	0.203;0.703;0.089;0.025	0.029;0.953;0.029;0.025	s|1e1.5o5|1e2.1o1|1e3.1o1|1e4.2o2	False	False	True	4	5	0	chr12	-	49961532-49961831;49960624-49961831;49959998-49961831;49959450-49961831	49959312-49959462;49959860-49959998;49960505-49960624;49961430-49961656;49961831-49961936	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/22_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#MCRS1
C9orf156	ENSG00000136932	ENSG00000136932:100684700-100684852:target	0.295723159802;-0.295723159802	0.796115471601;0.796115471601	0.533;0.467	0.873;0.127	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr9	-	100678620-100684700;100675840-100684700	100675534-100675840;100678446-100678620;100684700-100684852	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/11_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#C9orf156
C9orf156	ENSG00000136932	ENSG00000136932:100675534-100675840:source	-0.413287620105;0.413287620105	0.987976097875;0.987976097875	0.486;0.514	0.081;0.919	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr9	-	100675840-100684700;100675840-100678446	100675534-100675840;100678446-100678620;100684700-100684852	;;	;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/11_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#C9orf156
ALAS1	ENSG00000023330	ENSG00000023330:52233226-52233456:target	0.238186955718;-0.048562740932;-0.00425292416298;-0.00175657572469	0.735597445494;0.133619850467;0.0012634426224;4.06575473892e-05	0.497;0.312;0.118;0.073	0.771;0.157;0.050;0.029	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	4	3	0	chr3	+	52232271-52233226;52232864-52233226;52232271-52233237;52232864-52233237	52232102-52232271;52232102-52232271;52232688-52232864;52232688-52232864;52233226-52233456	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1p_TH2p//summaries/1_Th1_p_A_Th2_p_A.deltapsi_quantify_deltapsi.html#ALAS1
