#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_p_A E(PSI)	Th17_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
FAM13B	ENSG00000031003	ENSG00000031003:137284644-137284873:target	0.202565596621;-0.20256559662	0.609564970085;0.609564970085	0.116;0.884	0.388;0.612	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr5	-	137282000-137284644;137281686-137284644	137281591-137281686;137281917-137282084;137284644-137284873	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/2_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FAM13B
PCED1A	ENSG00000132635	ENSG00000132635:2815960-2816355:source	0.213321961885;-0.213321961885	0.730266271988;0.730266271988	0.031;0.969	0.244;0.756	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr20	-	2816355-2818878;2816355-2816685	2815960-2816355;2816685-2816960;2818878-2819124	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/19_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PCED1A
PAXBP1	ENSG00000159086	ENSG00000159086:34127524-34127664:source	-0.554192350172;0.554192350172	0.99813048188;0.99813048188	0.844;0.156	0.303;0.697	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr21	-	34127664-34131391;34127664-34127665	34127524-34127664;34127665-34128652;34131391-34131580	;;	;;	(34127665, 34128652)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/28_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PAXBP1
PKN1	ENSG00000123143	ENSG00000123143:14551955-14552255:target	2.21291771224e-06;-0.254821669236;-9.66493224031e-05;0.288864365891;2.21291771224e-06	1.29541529345e-08;0.81152118454;3.54211415994e-07;0.926655186661;1.29541529345e-08	0.025;0.938;0.032;0.034;0.025	0.025;0.669;0.025;0.318;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	0	chr19	+	14543982-14551955;14544354-14551955;14545466-14551955;14551141-14551955;14551214-14551955	14543865-14543982;14544135-14544354;14545402-14545466;14551072-14551141;14551185-14551214;14551955-14552255	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/15_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PKN1
SPNS3	ENSG00000182557	ENSG00000182557:4389707-4389878:target	0.229587066041;-0.229587066041	0.636937600471;0.636937600471	0.179;0.821	0.492;0.508	t|1e1.1o1|i	False	False	False	1	2	1	chr17	+	4389621-4389707;4389706-4389707	4389523-4389621;4389622-4389706;4389707-4389878	;;	;;	(4389622, 4389706)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/40_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SPNS3
ADGRE5	ENSG00000123146	ENSG00000123146:14501736-14502009:source	-1.30112964661e-07;-0.252209791002;-2.89790561321e-06;0.27614119763	2.74564503988e-17;0.858247932047;6.34970837385e-16;0.914055883175	0.025;0.562;0.025;0.415	0.025;0.309;0.025;0.687	s|1e1.1o1|1e2.2o2|1e3.1o1|1e4.3o4|2e0	True	False	True	4	5	0	chr19	+	14501891-14502203;14501891-14507154;14501891-14507889;14501891-14508470	14501736-14502009;14502203-14502304;14507062-14507285;14507889-14508182;14508226-14508616	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/15_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ADGRE5
ADGRE5	ENSG00000123146	ENSG00000123146:14508226-14508616:target	0.241714633475;-0.110265296365;-0.00995096326693;-5.41946979919e-06	0.821405697102;0.277773266918;0.00560967697392;1.0070724112e-15	0.466;0.308;0.209;0.025	0.710;0.154;0.135;0.025	t|1e0|2e0|3e1.1o2|3e2.1o1|3e3.1o2|4e0|i	False	True	True	3	4	1	chr19	+	14501891-14508470;14507285-14508470;14508035-14508470;14508225-14508226	14501736-14502009;14507062-14507285;14507889-14508182;14508183-14508225;14508226-14508616	;;;;	;;;;	(14508183, 14508225)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/15_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ADGRE5
TBC1D1	ENSG00000065882	ENSG00000065882:38016130-38016594:target	0.371166064699;-0.367908389938;-3.62909765132e-05	0.977881723779;0.958745705396;8.26066313865e-06	0.030;0.962;0.030	0.395;0.595;0.027	t|1e1.2o2|1e2.1o1|1e3.1o1|2e0	False	True	True	3	4	1	chr4	+	37904133-38016130;37979150-38016130;37987950-38016130	37903624-37904133;37978931-37979150;37987940-37987950;38016130-38016594	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/3_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TBC1D1
MAN2C1	ENSG00000140400	ENSG00000140400:75654983-75655520:source	0.00013380088999;-0.42927326974;0.00106868231946;0.334935934525	1.62162724753e-06;0.987537443589;6.16176427235e-05;0.918665622487	0.027;0.895;0.027;0.089	0.035;0.474;0.064;0.431	t|1e0|2e0|3e1.4o4|3e2.3o4|3e3.1o1|i	False	True	True	3	4	1	chr15	-	75655089-75656829;75655089-75656340;75655089-75655551;75655520-75655521	75654983-75655520;75655521-75655550;75655551-75655631;75656095-75656475;75656829-75657006	;;;;	;;;;	(75655521, 75655550)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/23_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MAN2C1
MAN2C1	ENSG00000140400	ENSG00000140400:75648451-75648560:source	0.226250734925;-2.19909697541e-05;-0.22999728978	0.686013817271;2.31275397743e-06;0.705778182624	0.677;0.029;0.310	0.950;0.027;0.042	t|1e1.1o3|2e1.3o3|i	True	True	False	2	2	1	chr15	-	75648560-75648642;75648552-75648635;75648560-75648561	75648451-75648560;75648561-75648634;75648635-75648814;75648635-75648814	;;;	;;;	(75648561, 75648634)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/23_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MAN2C1
UBE3B	ENSG00000151148	ENSG00000151148:109972396-109974507:target	-0.281830975809;0.281830975809	0.804275781412;0.804275781412	0.892;0.108	0.579;0.421	t|1e1.1o1|i	False	False	False	1	2	1	chr12	+	109971363-109972396;109972395-109972396	109971271-109971363;109972344-109972395;109972396-109974507	;;	;;	(109972344, 109972395)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/26_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#UBE3B
RBM26	ENSG00000139746	ENSG00000139746:79885962-79889128:source	-0.0938228487155;-0.00762214144565;3.29666723984e-05;0.244476130889	0.186875959416;0.0169747093647;1.29638459457e-05;0.802799071132	0.171;0.788;0.038;0.026	0.026;0.689;0.040;0.267	t|1e0|1e1.1o1|1e2.1o1|2e0|2e1.1o1|2e2.1o1	True	True	True	4	3	1	chr13	-	79889128-79896484;79889128-79892956;79889125-79896484;79889125-79892956	79885962-79889128;79892956-79893014;79892956-79893014;79896484-79896597;79896484-79896597	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/23_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RBM26
CBR4	ENSG00000145439	ENSG00000145439:169908741-169911479:source	0.277721660752;-0.277721660752	0.783417656918;0.783417656918	0.552;0.448	0.868;0.132	t|1e1.1o3|1e2.1o1	False	False	True	2	3	1	chr4	-	169911479-169923222;169911479-169919353	169908741-169911479;169919353-169919436;169922320-169923356	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/25_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CBR4
MIEF1	ENSG00000100335	ENSG00000100335:39907854-39908031:source	0.479909792175;-0.479909792175	0.969778724441;0.969778724441	0.357;0.643	0.835;0.165	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr22	+	39908031-39908237;39908031-39908323	39907854-39908031;39908237-39908499;39908237-39908499	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/8_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MIEF1
DHX30	ENSG00000132153	ENSG00000132153:47868837-47868967:target	-5.23754229199e-05;0.219652905157;0.00154335027999;-0.255364438071;4.71630332662e-07	5.89616412785e-10;0.721963899777;0.000140214057608;0.810280636668;1.85389421639e-12	0.030;0.211;0.070;0.689;0.025	0.027;0.452;0.109;0.420;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e0	False	True	True	5	6	1	chr3	+	47852201-47868837;47859607-47868837;47860754-47868837;47866737-47868837;47867622-47868837	47852147-47852201;47859512-47859607;47860726-47860754;47866518-47866737;47867402-47867622;47868837-47868967	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/19_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DHX30
PPP1R21	ENSG00000162869	ENSG00000162869:48678147-48678215:source	-0.255591409512;0.255591409512	0.743694835848;0.743694835848	0.445;0.555	0.146;0.854	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr2	+	48678215-48681695;48678215-48681734	48678147-48678215;48681695-48681880;48681695-48681880	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/31_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PPP1R21
RBM5	ENSG00000003756	ENSG00000003756:50137965-50139627:target	-0.227846910656;0.227846910656	0.740220033267;0.740220033267	0.778;0.222	0.526;0.474	t|1e1.3o5|i	False	False	False	1	2	1	chr3	+	50137484-50137965;50137964-50137965	50137415-50137605;50137606-50137964;50137965-50139627	;;	;;	(50137606, 50137964)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/0_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RBM5
THAP4	ENSG00000176946	ENSG00000176946:242545729-242545888:source	-0.281857778564;0.281857778564	0.917251067221;0.917251067221	0.916;0.084	0.638;0.362	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	-	242545888-242572332;242545888-242556827	242545729-242545888;242556827-242556916;242572332-242573494	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/38_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#THAP4
CCNE1	ENSG00000105173	ENSG00000105173:30302805-30303059:source	-0.231391652992;0.231391652992	0.739238035024;0.739238035024	0.889;0.111	0.637;0.363	s|1e1.1o1|1e2.2o3	False	False	True	2	3	1	chr19	+	30303059-30303439;30303059-30303596	30302805-30303059;30303439-30303485;30303561-30303683	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/10_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CCNE1
TTC31	ENSG00000115282	ENSG00000115282:74720049-74722013:target	-0.203118900509;0.206013659795;5.12235656136e-07	0.674846411277;0.687792263589;1.50180235392e-09	0.946;0.049;0.025	0.723;0.271;0.025	t|1e2.1o2|2e2.1o2|3e1.1o4	True	True	True	3	3	0	chr2	+	74719874-74720049;74719874-74720052;74718719-74720174	74718697-74718799;74719773-74719940;74719773-74719940;74720049-74722013	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/13_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TTC31
SPATA20	ENSG00000006282	ENSG00000006282:48628872-48629300:source	-0.273368401071;0.273368401071	0.718097623187;0.718097623187	0.793;0.207	0.453;0.547	s|1e0|2e1.1o1|3e0|i	True	False	False	1	2	1	chr17	+	48629040-48629330;48629300-48629301	48628872-48629300;48629301-48629329;48629330-48629541	;;	;;	(48629301, 48629329)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/0_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SPATA20
TRMT2B	ENSG00000188917	ENSG00000188917:100296306-100296360:source	-0.00176856862234;8.57178217371e-06;-0.233818468214;0.293519507796	0.000746025306459;7.55094173607e-07;0.667244013564;0.768401641251	0.092;0.026;0.410;0.491	0.049;0.027;0.110;0.835	t|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2	True	False	True	4	4	1	chrX	-	100296360-100306773;100296360-100306240;100296360-100297222;100296360-100297031	100296306-100296360;100297031-100297301;100297031-100297301;100306240-100306355;100306773-100307105	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/43_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRMT2B
NLRC3	ENSG00000167984	ENSG00000167984:3627150-3627401:target	0.002612779412;0.207175655786;-0.260245169544;-2.56966093532e-06;-2.56966093532e-06	0.000117394229065;0.724001437958;0.879003738819;1.11308512821e-09;1.11308512821e-09	0.052;0.031;0.917;0.025;0.025	0.103;0.237;0.655;0.025;0.025	s|1e0|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o3	False	True	True	5	5	1	chr16	-	3625177-3627150;3617386-3627150;3617325-3627150;3615381-3627150;3615113-3627150	3614860-3615113;3615320-3615381;3617202-3617386;3617202-3617386;3625065-3625177;3627150-3627401	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/34_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NLRC3
NLRC3	ENSG00000167984	ENSG00000167984:3617202-3617386:source	0.234614677091;1.15768204741e-05;-0.215600549553;-9.53137150734e-05	0.846507237996;2.43317834283e-09;0.743639456554;2.50704707084e-07	0.031;0.025;0.945;0.031	0.263;0.026;0.719;0.025	t|1e1.1o1|1e2.1o1|2e0|2e1.1o1|2e2.1o1	True	True	True	4	3	1	chr16	-	3617386-3627150;3617386-3625065;3617325-3627150;3617325-3625065	3617202-3617386;3625065-3625177;3625065-3625177;3627150-3627401;3627150-3627401	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/34_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NLRC3
WDR73	ENSG00000177082	ENSG00000177082:85190317-85191185:target	1.20817545434e-05;-0.534816385571;0.532538062038	1.80875876052e-07;0.999841954985;0.999851487008	0.026;0.926;0.066	0.027;0.405;0.586	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr15	-	85190254-85191121;85189579-85191121;85190316-85190317	85189415-85189579;85189921-85190254;85190255-85190316;85190317-85191185	;;;	;;;	(85190255, 85190316)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/38_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#WDR73
C7orf43	ENSG00000146826	ENSG00000146826:99755466-99755643:source	3.37888719823e-05;-0.314687896409;0.307645362909	6.36691965301e-06;0.906970297415;0.906684350195	0.027;0.970;0.026	0.030;0.655;0.330	t|1e0|2e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr7	-	99755561-99756212;99755561-99755712;99755643-99755644	99755466-99755643;99755644-99755711;99755712-99756338;99755712-99756338	;;;	;;;	(99755644, 99755711)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/25_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C7orf43
RAB11FIP3	ENSG00000090565	ENSG00000090565:546824-547158:target	0.201354119096;-0.201354119096	0.628672944228;0.628672944228	0.741;0.259	0.971;0.029	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr16	+	539000-546824;541268-546824	538851-539101;541134-541268;546824-547158	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/7_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RAB11FIP3
R3HDM1	ENSG00000048991	ENSG00000048991:136362426-136364246:source	-0.0032541714849;-0.192953278168;0.281847068475;7.26559272128e-06	0.000719115357662;0.614423477877;0.825579366085;2.0015675419e-08	0.122;0.412;0.462;0.025	0.063;0.163;0.768;0.026	s|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1|2e0	True	False	True	4	5	0	chr2	+	136362586-136373722;136362586-136374238;136362586-136379064;136362586-136389288	136362426-136364246;136373722-136373763;136374238-136374327;136379064-136379178;136389288-136389347	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/2_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#R3HDM1
DNAJB14	ENSG00000164031	ENSG00000164031:100851607-100851778:target	-0.00311004717506;-8.04512846775e-07;-0.14166587791;0.260650987131	0.000467509812794;1.08161269088e-08;0.404296871014;0.861122050191	0.081;0.025;0.214;0.700	0.025;0.025;0.032;0.962	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1	False	False	True	4	5	0	chr4	-	100849774-100851607;100848995-100851607;100845972-100851607;100844342-100851607	100843677-100844342;100845464-100848248;100848874-100848995;100849699-100849774;100851607-100851778	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/31_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DNAJB14
FAM60A	ENSG00000139146	ENSG00000139146:31451011-31451455:source	5.6744670086e-07;-0.00818893002531;5.6744670086e-07;0.248248800554;-0.186638272285;-0.000223981524339;0.00685501952056	3.8166984436e-11;0.0140485178763;3.8166984436e-11;0.816928647276;0.616327546326;5.88567497419e-08;0.00927067330321	0.025;0.318;0.025;0.122;0.329;0.038;0.189	0.025;0.230;0.025;0.380;0.109;0.025;0.276	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|2e5.2o3|2e6.1o1|3e5.1o3|4e0	True	True	True	7	7	1	chr12	-	31451158-31479957;31451158-31478958;31451158-31478160;31451158-31476878;31451158-31457916;31451158-31453752;31451156-31457918	31451011-31451455;31453752-31453762;31456429-31458057;31456429-31458057;31476878-31477096;31478160-31478428;31478958-31479306;31479957-31479992	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/22_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FAM60A
TCHP	ENSG00000139437	ENSG00000139437:110344377-110344450:source	0.236775233102;-0.236775233102	0.785690754065;0.785690754065	0.710;0.290	0.959;0.041	s|1e0|2e1.1o2|3e1.2o2	True	True	False	2	2	1	chr12	+	110344445-110345331;110344450-110345335	110344377-110344450;110345331-110345504;110345331-110345504	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/22_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TCHP
LMBR1L	ENSG00000139636	ENSG00000139636:49494339-49494515:source	-0.000203274365797;-0.152771040026;-7.07446949862e-06;0.203440378303	8.32300112234e-06;0.471793222131;5.18255515248e-08;0.633538461543	0.042;0.821;0.026;0.133	0.031;0.575;0.025;0.395	t|1e0|2e1.2o2|2e2.1o1|2e3.1o4|i	False	True	True	3	4	1	chr12	-	49494429-49495234;49494429-49495033;49494429-49494952;49494515-49494516	49494339-49494515;49494516-49494541;49494542-49494996;49495033-49495106;49495234-49495441	;;;;	;;;;	(49494516, 49494541)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/22_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LMBR1L
SPATA33	ENSG00000167523	ENSG00000167523:89724510-89724617:source	-0.341661668527;4.70677511821e-05;0.326284761625	0.851607342979;4.69144021344e-06;0.821790797362	0.548;0.026;0.445	0.175;0.030;0.811	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr16	+	89724617-89735694;89724617-89735696;89724617-89724618	89724510-89724617;89724618-89724655;89735694-89737680;89735694-89737680	;;;	;;;	(89724618, 89724655)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/33_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SPATA33
FANCA	ENSG00000187741	ENSG00000187741:89807212-89807274:target	-0.385208751907;0.385208751907	0.993074443404;0.993074443404	0.860;0.140	0.485;0.515	s|1e1.1o2|i	False	False	False	1	2	1	chr16	-	89806507-89807212;89807211-89807212	89806402-89806507;89806508-89807211;89807212-89807274	;;	;;	(89806508, 89807211)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/42_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FANCA
FANCA	ENSG00000187741	ENSG00000187741:89806402-89806507:source	4.98705982577e-06;-0.370084401334;0.367244828157	9.8415362907e-10;0.987161696002;0.986218866114	0.025;0.834;0.163	0.025;0.472;0.522	t|1e1.1o1|1e2.1o1|2e0|i	False	True	True	2	3	1	chr16	-	89806507-89809208;89806507-89807212;89806507-89806508	89806402-89806507;89806508-89807211;89807212-89807274;89809208-89809302	;;;	;;;	(89806508, 89807211)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/42_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FANCA
NAGPA	ENSG00000103174	ENSG00000103174:5077981-5078186:source	-0.000345631910169;0.342219456558;-0.307363049495	5.21978286938e-05;0.92655436072;0.91063988584	0.049;0.610;0.343	0.031;0.960;0.031	t|1e1.2o3|1e2.2o2|1e3.1o1	False	False	True	3	4	0	chr16	-	5078186-5081746;5078186-5078881;5078186-5078298	5077981-5078186;5078298-5078615;5078881-5080159;5081029-5081885	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/10_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NAGPA
SSH2	ENSG00000141298	ENSG00000141298:28002848-28003903:target	-0.549390388887;0.549390388887	0.999831271096;0.999831271096	0.568;0.432	0.032;0.968	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr17	-	28001177-28003838;27999147-28003838	27998953-27999147;28000919-28001177;28002848-28003903	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/23_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SSH2
DEXI	ENSG00000182108	ENSG00000182108:11023074-11023416:source	-0.161010659941;-0.000360560189301;0.215020481628	0.487750096029;3.66911869969e-09;0.733330448609	0.319;0.042;0.637	0.138;0.025;0.855	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	-	11023416-11035426;11023416-11027701;11023416-11023417	11023074-11023416;11023417-11027700;11027701-11027861;11035426-11036317	;;;	;;;	(11023417, 11027700)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/40_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DEXI
TROAP	ENSG00000135451	ENSG00000135451:49717628-49717820:source	2.36422426585e-06;-0.0265823388016;-0.0456390149727;0.209820372103	4.13617973197e-10;0.00616662883663;0.128976291464;0.660905688738	0.025;0.123;0.434;0.440	0.025;0.030;0.277;0.696	s|1e2.2o2|2e1.1o3|2e1.3o3|2e2.2o2	True	True	True	4	3	0	chr12	+	49717729-49719284;49717820-49717938;49717820-49718014;49717820-49719284	49717628-49717820;49717938-49718199;49717938-49718199;49719236-49719441;49719236-49719441	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/20_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TROAP
ISOC2	ENSG00000063241	ENSG00000063241:55966627-55966952:source	0.000537692946754;-0.121977320464;-0.152728002642;0.307124918716	2.35340232306e-05;0.07221904806;0.236551679875;0.974878102972	0.038;0.152;0.177;0.632	0.059;0.025;0.025;0.932	t|1e0|2e1.1o2|2e2.1o1|3e1.1o2|3e2.1o1	True	True	True	4	3	1	chr19	-	55966745-55967716;55966745-55967003;55966697-55967716;55966697-55967003	55966627-55966952;55967003-55967212;55967003-55967212;55967264-55967856;55967264-55967856	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/3_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ISOC2
AGRN	ENSG00000188157	ENSG00000188157:981777-982115:target	-0.0441301844621;0.210101075477;-0.00689004777196	0.0853851694051;0.665236286219;0.00561556674052	0.167;0.721;0.111	0.029;0.967;0.027	t|1e1.1o1|1e2.1o2|i	False	False	True	2	3	1	chr1	+	981256-981777;981645-981777;981776-981777	981113-981256;981540-981729;981730-981776;981777-982115	;;;	;;;	(981730, 981776)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/43_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#AGRN
RP11-176H8.1	ENSG00000203546	ENSG00000203546:31926235-31926647:target	-0.43799626273;0.43799626273	0.994394898777;0.994394898777	0.463;0.537	0.035;0.965	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr14	-	31922550-31926489;31922550-31926235	31922481-31922550;31922481-31922550;31926235-31926647	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/45_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RP11-176H8.1
POC1B	ENSG00000139323	ENSG00000139323:89885713-89885892:source	0.234114856313;-0.255074376789;0.00018605011668	0.61441501351;0.661947737986;0.000103659108215	0.325;0.631;0.046	0.656;0.291;0.055	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr12	-	89885892-89918897;89885892-89890948;89885892-89890816	89885713-89885892;89890816-89891119;89890816-89891119;89918897-89919392	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/22_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#POC1B
TPR	ENSG00000047410	ENSG00000047410:186325418-186325670:source	-0.324088846588;0.324088846588	0.978879603499;0.978879603499	0.924;0.076	0.607;0.393	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr1	-	186325581-186326529;186325670-186325671	186325418-186325670;186325671-186326528;186326529-186326755	;;	;;	(186325671, 186326528)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/2_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TPR
TPR	ENSG00000047410	ENSG00000047410:186326529-186326755:target	-0.267197517145;0.267197517145	0.907276579973;0.907276579973	0.952;0.048	0.689;0.311	s|1e1.2o2|i	False	False	False	1	2	1	chr1	-	186325581-186326529;186326528-186326529	186325418-186325670;186325671-186326528;186326529-186326755	;;	;;	(186325671, 186326528)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/2_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TPR
PRPF38B	ENSG00000134186	ENSG00000134186:109240322-109241449:target	-0.000107525360721;-0.00084738399924;0.00160596410488;-0.137785594547;5.39865560639e-05;-0.00638765871782;0.210713619897	8.22257818083e-09;9.63249492748e-06;1.00782458702e-06;0.439388937512;1.83866255614e-10;0.000218748625137;0.706054960329	0.034;0.080;0.026;0.603;0.026;0.087;0.170	0.028;0.054;0.063;0.405;0.029;0.029;0.399	t|1e0|2e1.1o2|3e1.1o2|3e2.1o3|4e1.1o2|4e1.2o2|4e2.1o3|4e2.2o3	True	True	True	7	3	1	chr1	+	109238959-109240432;109238959-109240569;109240485-109240569;109238959-109241226;109238973-109241226;109240485-109241226;109240639-109241226	109238899-109238973;109238899-109238973;109238899-109238973;109238899-109238973;109240322-109241449	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/19_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PRPF38B
