#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_p_A E(PSI)	Th17_p_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
MDC1	ENSG00000137337	ENSG00000137337:30679189-30679281:target	0.311438728475;-0.311438728475	0.813248721749;0.813248721749	0.345;0.655	0.694;0.306	s|1e0|2e1.1o2|2e2.1o1	True	False	True	2	3	0	chr6	-	30676134-30679189;30675231-30679189	30675161-30675231;30675343-30676134;30679189-30679281	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/14_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MDC1
MACF1	ENSG00000127603	ENSG00000127603:39838151-39839145:source	0.272430600522;-0.272430600522	0.817079764991;0.817079764991	0.039;0.961	0.342;0.658	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr1	+	39838268-39844133;39838268-39844875	39838151-39839145;39844133-39844195;39844875-39845116	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/12_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MACF1
MAPKAPK5-AS1	ENSG00000234608	ENSG00000234608:112279488-112280706:target	-0.101307142904;-0.0178022615;0.263610359688	0.239880488371;0.0336758691351;0.81848298478	0.195;0.244;0.562	0.036;0.121;0.846	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr12	-	112279274-112279488;112278281-112279488;112279487-112279488	112278137-112278281;112279131-112279274;112279275-112279487;112279488-112280706	;;;	;;;	(112279275, 112279487)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/32_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MAPKAPK5-AS1
IDH3B	ENSG00000101365	ENSG00000101365:2639041-2639168:source	5.08739688435e-10;5.08739688435e-10;-0.0836595280104;1.31293649751e-05;-0.000977181900193;-0.0751192070462;0.219570723678	1.82104771444e-18;1.82104771444e-18;0.0146544140599;4.36722435051e-15;0.000114719925593;9.52146220875e-05;0.76765593711	0.025;0.025;0.148;0.025;0.201;0.106;0.522	0.025;0.025;0.037;0.027;0.185;0.025;0.741	t|1e1.1o2|1e2.1o6|1e2.4o6|1e2.5o6|2e2.2o6|2e2.3o6|i	True	True	True	6	3	1	chr20	-	2639168-2640171;2639168-2639405;2639168-2639284;2639168-2639273;2639167-2639404;2639167-2639331;2639168-2639169	2639041-2639168;2639169-2639187;2639188-2639483;2639188-2639483;2639188-2639483;2639188-2639483;2639188-2639483;2639929-2640231	;;;;;;;	;;;;;;;	(2639169, 2639187)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/6_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#IDH3B
PARP3	ENSG00000041880	ENSG00000041880:51978406-51978733:source	0.209005016161;-0.209005016161	0.673696494912;0.673696494912	0.713;0.287	0.957;0.043	s|1e1.1o2|2e0|i	True	False	False	1	2	1	chr3	+	51978594-51978794;51978733-51978734	51978406-51978733;51978734-51978793;51978794-51978926	;;	;;	(51978734, 51978793)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/1_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PARP3
PLSCR1	ENSG00000188313	ENSG00000188313:146262254-146262651:target	-1.11983706874e-05;-1.11983706874e-05;-0.274421301827;0.285941750962	2.75026601115e-07;2.75026601115e-07;0.856065113255;0.899299902189	0.026;0.026;0.947;0.042	0.025;0.025;0.661;0.331	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1	False	False	True	4	5	0	chr3	-	146258967-146262254;146255831-146262254;146254352-146262254;146251337-146262254	146251257-146251337;146254327-146254606;146255783-146255831;146258640-146258967;146262254-146262651	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/28_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PLSCR1
ZBTB7B	ENSG00000160685	ENSG00000160685:154986924-154988290:target	0.200086170699;0.00827038518731;-0.147207444945;-0.0940948381791	0.606084761887;0.0100302187136;0.289580693827;0.289788284337	0.452;0.068;0.179;0.300	0.722;0.163;0.026;0.110	t|1e0|2e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1	False	True	True	4	5	1	chr1	+	154975419-154987131;154982873-154987131;154983491-154987131;154986569-154987131	154975202-154975419;154982734-154982873;154983392-154983491;154986491-154986569;154986924-154988290	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/20_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ZBTB7B
ECHDC2	ENSG00000121310	ENSG00000121310:53377395-53377897:source	0.000143187257488;0.215861832039;-8.35756160267e-06;-0.363734853711;-8.35756160267e-06;0.00823086332406;-8.35756160267e-06	5.88436018208e-07;0.716632300533;2.35660425136e-07;0.928477821022;2.35660425136e-07;0.0120889364782;2.35660425136e-07	0.026;0.052;0.026;0.837;0.026;0.094;0.026	0.036;0.302;0.025;0.466;0.025;0.191;0.025	t|1e0|2e1.1o1|2e3.1o3|2e4.1o1|3e0|4e1.1o1|4e2.1o2|4e3.1o3|4e4.1o1	True	True	True	7	5	1	chr1	-	53377693-53387225;53377693-53379567;53377693-53378426;53377462-53387225;53377462-53387155;53377462-53379567;53377462-53378426	53377395-53377897;53378426-53379016;53378426-53379016;53379092-53379767;53379092-53379767;53387070-53387204;53387225-53387591;53387225-53387591	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/11_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ECHDC2
ECHDC2	ENSG00000121310	ENSG00000121310:53364846-53367713:target	-0.219041500959;0.219041500959	0.595314631153;0.595314631153	0.672;0.328	0.367;0.633	s|1e0|2e0|2e1.1o1|2e2.1o1	True	False	True	2	3	0	chr1	-	53363156-53364846;53362269-53364846	53361656-53362269;53363109-53363156;53364846-53367713	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/11_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ECHDC2
ENO3	ENSG00000108515	ENSG00000108515:4859237-4859438:target	-0.0508680386964;-0.0161086402737;0.2235681098	0.151863943927;0.0297876680277;0.61207637223	0.332;0.183;0.485	0.139;0.062;0.801	t|1e1.2o3|2e1.2o3|i	True	True	False	2	2	1	chr17	+	4858899-4859237;4858899-4859266;4859236-4859237	4858702-4859157;4858702-4859157;4859158-4859236;4859237-4859438	;;;	;;;	(4859158, 4859236)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/8_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ENO3
LSM5	ENSG00000106355	ENSG00000106355:32528846-32528956:target	-0.361173172333;0.39612392163;-0.000282872265114	0.978711381085;0.990116800752;1.50951647549e-05	0.401;0.559;0.043	0.048;0.946;0.025	s|1e2.2o2|2e1.1o1|3e2.2o2	True	True	True	3	3	1	chr7	-	32527369-32528865;32528264-32528861;32527369-32528846	32527297-32527673;32527297-32527673;32528237-32528264;32528846-32528956	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/7_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#LSM5
CEP41	ENSG00000106477	ENSG00000106477:130067796-130067859:target	-0.000468932235261;-0.271952135329;0.318805286894;4.67517089019e-06	0.000103677899299;0.834938798916;0.893566906864;3.51427138035e-06	0.054;0.306;0.633;0.027	0.028;0.028;0.963;0.028	s|1e1.2o4|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr7	-	130066600-130067796;130061848-130067796;130056807-130067796;130052081-130067796	130051860-130052081;130056760-130056807;130058875-130061848;130066470-130066820;130067796-130067859	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/7_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CEP41
TRIM39-RPP21	ENSG00000248167	ENSG00000248167:30313075-30313175:source	-0.231531038933;0.231531038933	0.798396900496;0.798396900496	0.966;0.034	0.737;0.263	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	30313175-30313268;30313175-30313176	30313075-30313175;30313176-30313267;30313268-30313350	;;	;;	(30313176, 30313267)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/32_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TRIM39-RPP21
SLC35D1	ENSG00000116704	ENSG00000116704:67465015-67470131:source	0.363189410567;-0.363189410567	0.975035647855;0.975035647855	0.610;0.390	0.966;0.034	t|1e1.1o1|2e2.1o2	False	True	True	2	3	1	chr1	-	67470131-67474768;67469701-67469999	67465015-67470131;67474768-67474850	;	;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/10_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SLC35D1
LINC01089	ENSG00000212694	ENSG00000212694:122237662-122237862:target	-0.00686739079861;-0.0576003072015;0.200964090119	0.00250474832138;0.171103085929;0.591300717929	0.121;0.569;0.309	0.043;0.370;0.590	s|1e0|2e1.1o1|2e2.2o2|3e0|i	True	False	True	2	3	1	chr12	-	122237563-122237753;122234148-122237753;122237661-122237662	122233799-122234785;122237078-122237563;122237564-122237661;122237662-122237862	;;;	;;;	(122237564, 122237661)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/31_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#LINC01089
STX7	ENSG00000079950	ENSG00000079950:132785132-132785214:target	0.274342528925;-0.274342528925	0.903406623686;0.903406623686	0.027;0.973	0.296;0.704	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr6	-	132782999-132785132;132781989-132785132	132767006-132781989;132782853-132782999;132785132-132785214	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/3_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#STX7
TSPAN14	ENSG00000108219	ENSG00000108219:82213922-82214127:source	2.35428233201e-06;-0.372496188052;0.369634950997	2.90677591021e-06;0.868635879221;0.861435681115	0.028;0.582;0.407	0.028;0.179;0.810	s|1e1.1o1|1e2.1o2|1e3.1o1	False	False	True	3	4	1	chr10	+	82214127-82222844;82214127-82228303;82214127-82248973	82213922-82214127;82222844-82222883;82228303-82228883;82248973-82249070	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/8_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TSPAN14
CDC25C	ENSG00000158402	ENSG00000158402:137664173-137664571:target	-0.21140742281;4.52363824188e-05;0.204850007362	0.569514787107;1.07980657437e-05;0.558535324065	0.913;0.026;0.078	0.613;0.030;0.372	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr5	-	137661743-137664173;137661593-137664173;137655063-137664173	137654908-137655063;137661504-137661593;137661607-137661743;137664173-137664571	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/19_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CDC25C
HACD4	ENSG00000188921	ENSG00000188921:21031399-21031635:target	-0.293248027088;0.293248027088	0.859020923635;0.859020923635	0.942;0.058	0.630;0.370	s|1e1.1o1|2e1.1o1	True	True	False	2	2	1	chr9	-	21029397-21031552;21029397-21031399	21029294-21029397;21029294-21029397;21031399-21031635	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/28_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HACD4
HLA-A	ENSG00000206503	ENSG00000206503:29912818-29912942:target	3.64535025614e-08;7.55137722059e-09;0.201254849006;-5.96791345714e-13;-5.96791345714e-13;-0.215271478188	1.821160943e-18;1.82106893457e-18;0.624430649084;1.82104600582e-18;1.82104600582e-18;0.678917457785	0.025;0.025;0.541;0.025;0.025;0.452	0.025;0.025;0.745;0.025;0.025;0.235	t|1e2.2o4|2e1.4o4|2e2.2o4|2e2.4o4|3e2.2o4|i	True	True	True	5	3	1	chr6	+	29912393-29912818;29912174-29912836;29912393-29912836;29912411-29912836;29912393-29912840;29912817-29912818	29911899-29912174;29912243-29912411;29912243-29912411;29912243-29912411;29912243-29912411;29912412-29912817;29912818-29912942	;;;;;;	;;;;;;	(29912412, 29912817)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/31_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HLA-A
MDM1	ENSG00000111554	ENSG00000111554:68709858-68710188:source	0.317124304235;-0.317124304235	0.925820392495;0.925820392495	0.032;0.968	0.352;0.648	t|1e0|2e0|3e1.2o3|3e2.1o1	False	True	True	2	3	0	chr12	-	68710033-68715127;68710033-68710361	68709858-68710188;68710361-68710390;68714753-68715226	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/9_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MDM1
POLB	ENSG00000070501	ENSG00000070501:42202471-42202537:target	0.281805185939;-0.281805185939	0.867926929016;0.867926929016	0.417;0.583	0.706;0.294	t|1e1.2o2|1e2.1o2|2e0	False	True	True	2	3	0	chr8	+	42196203-42202471;42196587-42202471	42195972-42196203;42196530-42196898;42202471-42202537	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/2_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#POLB
CCP110	ENSG00000103540	ENSG00000103540:19562518-19564730:target	-0.000226389758844;0.208247933803;-0.143874926069	1.10613387338e-07;0.665065294617;0.458786580395	0.039;0.555;0.405	0.025;0.802;0.193	t|1e1.1o2|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr16	+	19557796-19562518;19559336-19562518;19559922-19562518	19557734-19557887;19558171-19559336;19559837-19559922;19562518-19564730	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/7_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CCP110
HNRNPL	ENSG00000104824	ENSG00000104824:39331128-39331199:source	3.00510497391e-08;0.297466291458;-0.297728264599	7.79133090855e-16;0.96788799978;0.968818348245	0.025;0.593;0.405	0.025;0.883;0.115	t|1e1.3o3|1e2.2o3|1e3.1o1	False	False	True	3	4	1	chr19	-	39331199-39334606;39331199-39334482;39331199-39332253	39331128-39331199;39332253-39332968;39334011-39334554;39334606-39334744	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/7_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#HNRNPL
TBC1D10A	ENSG00000099992	ENSG00000099992:30689388-30689794:target	-0.00424045233298;0.278933155703;-0.199168468355	2.9841810856e-05;0.964171509653;0.671211016672	0.090;0.690;0.220	0.034;0.962;0.025	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr22	-	30689308-30689640;30688840-30689640;30689387-30689388	30687979-30688840;30689148-30689308;30689309-30689387;30689388-30689794	;;;	;;;	(30689309, 30689387)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/5_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TBC1D10A
SDR39U1	ENSG00000100445	ENSG00000100445:24911530-24911900:target	-0.206328117305;0.000580758170318;0.203735980638;2.8843266265e-05	0.688272741751;6.25784440995e-06;0.679970993458;8.0346663108e-08	0.866;0.048;0.047;0.035	0.638;0.069;0.255;0.037	s|1e1.3o3|1e2.1o2|1e3.2o2|2e0|i	True	False	True	3	4	1	chr14	-	24911466-24911552;24911001-24911552;24910132-24911552;24911529-24911530	24909989-24910182;24910498-24911001;24911304-24911487;24911488-24911529;24911530-24911900	;;;;	;;;;	(24911488, 24911529)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/5_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#SDR39U1
D2HGDH	ENSG00000180902	ENSG00000180902:242688242-242688357:source	-0.00638558429222;-0.0404346242332;0.21842887333	0.00620570788777;0.095415174453;0.66867152434	0.114;0.190;0.696	0.026;0.037;0.957	s|1e0|2e1.2o2|2e2.2o2|i	True	False	True	2	3	1	chr2	+	242688357-242688714;242688357-242689566;242688357-242688358	242688242-242688357;242688358-242688404;242688709-242688814;242689514-242689709	;;;	;;;	(242688358, 242688404)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/26_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#D2HGDH
GAPVD1	ENSG00000165219	ENSG00000165219:128083712-128083841:source	0.361787843394;-0.346142984899;-3.94908418299e-05	0.893569186104;0.859561792974;9.83025359532e-06	0.080;0.905;0.030	0.463;0.528;0.027	s|1e1.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	1	chr9	+	128083778-128086077;128083841-128086077;128083841-128088695	128083712-128083841;128086077-128086202;128086077-128086202;128088695-128088868	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/22_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GAPVD1
TMC6	ENSG00000141524	ENSG00000141524:76116258-76116636:source	-0.314079154896;0.314079154896	0.870240852897;0.870240852897	0.411;0.589	0.075;0.925	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	76116636-76116734;76116636-76116637	76116258-76116636;76116637-76116733;76116734-76116913	;;	;;	(76116637, 76116733)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/16_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#TMC6
MMP25	ENSG00000008516	ENSG00000008516:3108182-3108334:target	0.496357723883;-0.496357723883	0.996841326217;0.996841326217	0.383;0.617	0.868;0.132	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	3107614-3108182;3108181-3108182	3107532-3107614;3107615-3108181;3108182-3108334	;;	;;	(3107615, 3108181)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/0_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MMP25
MMP25	ENSG00000008516	ENSG00000008516:3106795-3107210:source	0.533565073129;-0.533565073129	0.999631081315;0.999631081315	0.334;0.666	0.855;0.145	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	3107210-3107311;3107210-3107211	3106795-3107210;3107211-3107310;3107311-3107395	;;	;;	(3107211, 3107310)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/0_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MMP25
MMP25	ENSG00000008516	ENSG00000008516:3107311-3107395:target	0.476527034935;-0.476527034935	0.997366547074;0.997366547074	0.328;0.672	0.793;0.207	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	3107210-3107311;3107310-3107311	3106795-3107210;3107211-3107310;3107311-3107395	;;	;;	(3107211, 3107310)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/0_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#MMP25
IL32	ENSG00000008517	ENSG00000008517:3118730-3119270:target	-0.392974212511;2.79807372386e-05;2.79807372386e-05;0.390947969132	0.997554608532;2.41325302279e-06;2.41325302279e-06;0.990152277083	0.411;0.025;0.025;0.579	0.028;0.028;0.028;0.962	t|1e2.1o2|2e1.1o1|2e2.1o2|i	True	True	True	3	3	1	chr16	+	3118240-3118730;3118011-3118991;3118240-3118991;3118729-3118730	3117985-3118011;3118119-3118666;3118119-3118666;3118667-3118729;3118730-3119270	;;;;	;;;;	(3118667, 3118729)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/0_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#IL32
LCMT1	ENSG00000205629	ENSG00000205629:25139794-25139891:target	0.243637965509;-7.16554951417e-07;-0.245823591799;-7.16554951417e-07	0.865292216033;1.84332922472e-10;0.866160062276;1.84332922472e-10	0.029;0.025;0.968;0.025	0.267;0.025;0.726;0.025	t|1e3.1o2|2e1.1o1|2e2.1o1|2e3.2o2	True	True	True	4	4	1	chr16	+	25137445-25139794;25123089-25139796;25123317-25139796;25137447-25139796	25123050-25123089;25123253-25123317;25137285-25137447;25137285-25137447;25139794-25139891	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/31_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#LCMT1
STRA13	ENSG00000169689	ENSG00000169689:79977734-79977785:source	1.91039562116e-05;0.345684371571;-0.353688000597	8.64601889263e-07;0.894017391402;0.910272013282	0.025;0.515;0.479	0.027;0.875;0.115	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr17	-	79977785-79981941;79977785-79980702;79977785-79980515	79977734-79977785;79980515-79980697;79980702-79980794;79981941-79981983	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/24_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#STRA13
DDX26B	ENSG00000165359	ENSG00000165359:134711118-134711352:source	-0.34188253393;-0.000188922244583;0.373275412288	0.972090165079;2.64801491342e-06;0.984736835661	0.377;0.039;0.586	0.041;0.026;0.952	s|1e1.1o3|2e1.1o3|3e1.1o3	True	True	False	3	2	1	chrX	+	134711220-134713713;134711261-134713713;134711352-134713713	134711118-134711352;134713713-134714087;134713713-134714087;134713713-134714087	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/22_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#DDX26B
PPIH	ENSG00000171960	ENSG00000171960:43140519-43140998:source	0.210744967157;-0.210744967157	0.633811670024;0.633811670024	0.073;0.927	0.353;0.647	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	43140998-43142255;43140998-43140999	43140519-43140998;43140999-43141037;43142255-43142429	;;	;;	(43140999, 43141037)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/25_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#PPIH
RHOC	ENSG00000155366	ENSG00000155366:113246115-113246428:source	0.237346583939;-0.287130295559;0.00154571724292;-3.43795921154e-06;-3.43795921154e-06	0.817213782579;0.903742901617;6.05946984955e-05;1.13158339142e-08;1.13158339142e-08	0.035;0.933;0.035;0.025;0.025	0.275;0.643;0.075;0.025;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|2e0	True	True	True	5	5	0	chr1	-	113246428-113249700;113246428-113247722;113246428-113247675;113246428-113247561;113246428-113246904	113246115-113246428;113246904-113247062;113247561-113247619;113247675-113247823;113247675-113247823;113249700-113250056	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/19_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#RHOC
CIC	ENSG00000079432	ENSG00000079432:42790923-42791072:target	0.22717605903;-4.88133874421e-05;-0.204828482444	0.63316746757;7.50750517131e-06;0.574137852559	0.136;0.030;0.850	0.448;0.026;0.545	t|1e1.2o2|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr19	+	42778729-42790923;42784355-42790923;42788923-42790923	42775926-42778729;42784144-42784355;42788172-42788923;42790923-42791072	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/3_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CIC
GLE1	ENSG00000119392	ENSG00000119392:131266979-131267183:source	0.240148011169;-0.240148011169	0.719565824691;0.719565824691	0.352;0.648	0.635;0.365	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr9	+	131267183-131269495;131267183-131271155	131266979-131267183;131269495-131269619;131271155-131271376	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/11_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GLE1
NAAA	ENSG00000138744	ENSG00000138744:76840495-76841128:target	0.316209413103;-0.0179195443091;-0.00784198266653;-0.000221566630025;-0.0173691053596	0.890446739814;0.0281214100806;0.00484672765046;1.23302908107e-07;0.0165044044218	0.474;0.192;0.140;0.039;0.154	0.798;0.086;0.060;0.025;0.052	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e0	True	False	True	5	6	0	chr4	-	76839942-76841062;76838926-76841062;76836138-76841062;76835491-76841062;76832506-76841062	76831809-76832506;76834813-76835491;76836021-76836138;76838620-76838926;76839914-76839942;76840495-76841128	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/15_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#NAAA
UBA7	ENSG00000182179	ENSG00000182179:49847696-49847861:source	0.253832648826;-0.253832648826	0.817746403106;0.817746403106	0.593;0.407	0.858;0.142	t|1e1.2o3|2e0|i	False	True	False	1	2	1	chr3	-	49847861-49847950;49847861-49847862	49847696-49847861;49847862-49847892;49847893-49848105	;;	;;	(49847862, 49847892)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/27_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#UBA7
CTNS	ENSG00000040531	ENSG00000040531:3559970-3560089:target	-0.293715711182;0.293715711182	0.911396633175;0.911396633175	0.968;0.032	0.678;0.322	t|1e1.4o4|i	False	False	False	1	2	1	chr17	+	3559880-3559970;3559969-3559970	3559781-3559880;3559881-3559969;3559970-3560089	;;	;;	(3559881, 3559969)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/1_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CTNS
CTNS	ENSG00000040531	ENSG00000040531:3559781-3559880:source	-0.229678081133;0.229678081133	0.723471670798;0.723471670798	0.975;0.025	0.745;0.255	s|1e0|2e0|3e0|4e1.1o1|i	True	False	False	1	2	1	chr17	+	3559880-3559970;3559880-3559881	3559781-3559880;3559881-3559969;3559970-3560089	;;	;;	(3559881, 3559969)	file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/1_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CTNS
CPNE2	ENSG00000140848	ENSG00000140848:57168687-57168738:source	-0.22889213869;0.22889213869	0.673446988804;0.673446988804	0.862;0.138	0.568;0.432	s|1e1.1o1|1e2.2o3	False	False	True	2	3	0	chr16	+	57168738-57171061;57168738-57179997	57168687-57168738;57171061-57171194;57179552-57180233	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/15_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#CPNE2
ZNF282	ENSG00000170265	ENSG00000170265:148907677-148907796:target	-0.342822562912;0.342822562912	0.995769623801;0.995769623801	0.970;0.030	0.635;0.365	t|1e1.2o2|1e2.1o1	False	False	True	2	3	1	chr7	+	148904562-148907677;148907360-148907677	148904443-148904562;148907350-148907360;148907677-148907796	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/24_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#ZNF282
GPR137	ENSG00000173264	ENSG00000173264:64055812-64055940:source	0.326106000889;-0.43132279541;0.00342865665306	0.888873552181;0.997555646139;0.00114183092746	0.531;0.462;0.026	0.871;0.041;0.090	s|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	1	chr11	+	64055940-64056075;64055940-64056509;64055940-64056615	64055812-64055940;64056075-64056193;64056509-64056972;64056509-64056972	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH17p//summaries/25_Th2_p_A_Th17_p_A.deltapsi_quantify_deltapsi.html#GPR137
