#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_p_A E(PSI)	Th17_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
AMICA1	ENSG00000160593	ENSG00000160593:118074143-118076105:source	-2.51150146898e-05;-0.307300259097;8.55373768402e-07;8.55373768402e-07;0.313339300185	1.02755350076e-09;0.965042801536;5.69347136291e-12;5.69347136291e-12;0.97743947466	0.028;0.900;0.025;0.025;0.073	0.027;0.600;0.025;0.025;0.378	t|1e0|2e1.4o6|2e1.5o6|2e2.1o3|2e2.2o3|i	True	True	True	4	3	1	chr11	-	118074380-118076630;118074380-118076597;118074380-118075204;118074380-118075166;118076105-118076106	118074143-118076105;118076106-118076373;118076374-118076706;118076374-118076706	;;;	;;;	(118076106, 118076373)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/41_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#AMICA1
NIN	ENSG00000100503	ENSG00000100503:51196241-51196441:target	-0.246582260424;0.246582260424	0.820920025134;0.820920025134	0.267;0.733	0.025;0.975	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr14	-	51194469-51196241;51192784-51196241	51192545-51193132;51193951-51194469;51196241-51196441	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/10_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#NIN
SLC17A9	ENSG00000101194	ENSG00000101194:61594936-61595486:source	-0.32285158047;4.31987032256e-05;4.31987032256e-05;0.310064266487	0.768060248374;8.75540042118e-06;8.75540042118e-06;0.749683921389	0.810;0.026;0.026;0.174	0.429;0.029;0.029;0.546	s|1e1.1o1|2e0|3e1.1o1|4e1.1o1|i	True	True	False	3	2	1	chr20	+	61595032-61595580;61595374-61595580;61595486-61595580;61595486-61595487	61594936-61595486;61595487-61595579;61595580-61595667;61595580-61595667;61595580-61595667	;;;;	;;;;	(61595487, 61595579)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/11_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SLC17A9
LEMD2	ENSG00000161904	ENSG00000161904:33754511-33754551:source	-3.76638934787e-05;0.24898083246;1.7926547212e-05;-0.239206053059	1.54849196775e-07;0.776970340744;1.4773353025e-07;0.761152016008	0.028;0.622;0.025;0.355	0.026;0.897;0.026;0.089	t|1e1.1o2|1e1.2o2|1e2.1o1|i	True	False	True	3	3	1	chr6	-	33754551-33756552;33754551-33756158;33754551-33754651;33754551-33754552	33754511-33754551;33754552-33754650;33754651-33754874;33756158-33756913;33756158-33756913	;;;;	;;;;	(33754552, 33754650)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/41_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LEMD2
C6orf48	ENSG00000204387	ENSG00000204387:31803065-31803228:source	6.82906397176e-06;5.08141363565e-06;0.25464011766;0.000275164939654;-0.274777326743	7.26538734433e-09;7.26553824614e-09;0.726053221942;2.18684203794e-06;0.767345611709	0.025;0.025;0.301;0.025;0.671	0.025;0.025;0.585;0.037;0.373	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|1e2.2o2	False	True	True	5	3	1	chr6	+	31803228-31804072;31803228-31804076;31803228-31804201;31803228-31804204;31803228-31805013	31803065-31803228;31804072-31804294;31804072-31804294;31804072-31804294;31804072-31804294;31804620-31805212	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/57_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#C6orf48
ARHGEF1	ENSG00000076928	ENSG00000076928:42401464-42401475:target	0.545100684217;-0.545100684217	0.998319232411;0.998319232411	0.386;0.614	0.918;0.082	t|1e1.1o3|i	False	False	False	1	2	1	chr19	+	42400555-42401464;42401463-42401464	42400450-42400945;42400964-42401463;42401464-42401475	;;	;;	(42400964, 42401463)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/6_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ARHGEF1
ANO9	ENSG00000185101	ENSG00000185101:418888-419415:target	0.31637201014;-0.31637201014	0.96546137969;0.96546137969	0.646;0.354	0.957;0.043	s|1e1.1o1|i	False	False	False	1	2	1	chr11	-	418813-418888;418887-418888	418720-418813;418814-418887;418888-419415	;;	;;	(418814, 418887)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/53_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ANO9
RANBP3	ENSG00000031823	ENSG00000031823:5941810-5941846:source	-4.64382811642e-05;0.325059802913;2.55351599687e-06;-0.0932269984054;-0.124708261285	1.73181433973e-08;0.978317943937;2.75558509708e-09;0.18819040879;0.170809819667	0.027;0.642;0.025;0.176;0.160	0.025;0.960;0.025;0.033;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o2	True	False	True	5	5	0	chr19	-	5941846-5978072;5941846-5957929;5941846-5957918;5941846-5951404;5941846-5950728	5941810-5941846;5950588-5950886;5951404-5951607;5957918-5957984;5957918-5957984;5978072-5978153	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/2_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RANBP3
ATG16L2	ENSG00000168010	ENSG00000168010:72533893-72534540:source	-0.000160443858692;-5.81176802736e-05;-0.208479788266;1.80454474537e-05;1.80454474537e-05;0.222989700221	5.51374833865e-05;4.88631499751e-07;0.606078952455;4.56995955818e-07;4.56995955818e-07;0.627849750751	0.051;0.029;0.469;0.025;0.025;0.453	0.049;0.026;0.186;0.026;0.026;0.751	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1|1e5.1o1|2e0|3e0|4e0|i	True	False	True	5	6	1	chr11	+	72534006-72534589;72534006-72534811;72534006-72535105;72534006-72535779;72534006-72539404;72534540-72534541	72533893-72534540;72534541-72534588;72534589-72534731;72534811-72534842;72534940-72535536;72535779-72535887;72539404-72539553	;;;;;;	;;;;;;	(72534541, 72534588)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/46_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ATG16L2
MSI2	ENSG00000153944	ENSG00000153944:55339476-55339794:source	1.85302617074e-06;-0.467880618391;5.80897838453e-05;0.457365002098	4.80599321306e-10;0.999968693165;4.73158127104e-08;0.999766040562	0.025;0.486;0.025;0.509	0.025;0.029;0.028;0.955	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e0	True	False	True	4	5	0	chr17	+	55339553-55340849;55339553-55351629;55339553-55442283;55339553-55478740	55339476-55339794;55340849-55345911;55351629-55351850;55442283-55442374;55478740-55478832	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/38_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MSI2
AKT1	ENSG00000142208	ENSG00000142208:105258935-105259059:source	-0.41967133738;-0.000288434350106;0.452167996013	0.998932175948;6.10013636336e-07;0.999529500684	0.456;0.037;0.504	0.047;0.027;0.945	t|1e1.1o1|1e2.1o1|1e3.2o2	False	False	True	3	4	0	chr14	-	105259059-105261821;105259059-105260456;105259059-105259464	105258935-105259059;105259464-105260037;105260456-105260865;105261821-105262088	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/34_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#AKT1
IST1	ENSG00000182149	ENSG00000182149:71957191-71957412:source	8.23763780659e-06;-0.34395038921;0.00671433431062;-0.000315994141755;8.23763780659e-06;0.27500243195	2.96108442846e-08;0.914713778875;0.00368792354453;1.51933618884e-07;2.96108442846e-08;0.79554393141	0.025;0.697;0.038;0.038;0.025;0.222	0.025;0.346;0.115;0.025;0.025;0.526	s|1e1.1o1|1e2.2o3|1e2.3o3|1e3.1o1|2e3.1o1|3e0|i	True	True	True	5	4	1	chr16	+	71957283-71957994;71957283-71958672;71957283-71958676;71957283-71961517;71957287-71961517;71957412-71957413	71957191-71957412;71957413-71957993;71957994-71958184;71958311-71958720;71958311-71958720;71961517-71962913;71961517-71962913	;;;;;;	;;;;;;	(71957413, 71957993)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/51_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#IST1
RPL21	ENSG00000122026	ENSG00000122026:27827842-27827980:target	-0.159515428634;0.299724449772;-0.00612320658649;-0.000300233686441	0.496975641729;0.89823099781;5.67717822049e-05;0.000247910893732	0.590;0.164;0.094;0.152	0.354;0.467;0.036;0.147	t|1e0|2e0|2e1.1o1|2e2.1o3|2e2.2o3|2e2.3o3	True	True	True	4	3	0	chr13	+	27825722-27827902;27825793-27827902;27825836-27827902;27825987-27827902	27825446-27825722;27825734-27825987;27825734-27825987;27825734-27825987;27827842-27827980	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/21_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RPL21
ACSL4	ENSG00000068366	ENSG00000068366:108976368-108976632:target	-0.221496750814;-4.66324172692e-05;-4.66324172692e-05;0.00655795591939;0.237625314879	0.572385153303;7.51981073248e-06;7.51981073248e-06;0.0182133465781;0.800643583185	0.730;0.028;0.028;0.241;0.028	0.400;0.025;0.025;0.317;0.274	s|1e1.1o1|1e2.1o4|1e2.2o4|1e2.3o4|1e2.4o4	False	True	True	5	3	1	chrX	-	108939425-108976368;108926895-108976368;108926781-108976368;108926604-108976368;108926601-108976368	108926365-108926895;108926365-108926895;108926365-108926895;108926365-108926895;108938880-108939425;108976368-108976632	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/5_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ACSL4
NOL10	ENSG00000115761	ENSG00000115761:10829922-10830101:target	0.355078936722;-0.352890836936;-4.66315903001e-06	0.945533013554;0.933308186076;1.48707480761e-06	0.049;0.943;0.027	0.403;0.587;0.027	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr2	-	10826178-10829922;10824738-10829922;10822195-10829922	10822097-10822195;10824693-10824738;10826168-10826178;10829922-10830101	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/18_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#NOL10
XIST	ENSG00000229807	ENSG00000229807:73045950-73046290:target	-3.04383270467e-06;-0.116861978267;-0.037686551531;0.254740925095	4.17873193672e-15;0.155246529717;0.0751511017949;0.858206895165	0.025;0.175;0.302;0.511	0.025;0.037;0.193;0.766	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chrX	-	73042068-73045950;73042051-73045950;73040864-73045950;73045949-73045950	73040486-73040864;73041906-73042068;73041906-73042068;73042069-73045949;73045950-73046290	;;;;	;;;;	(73042069, 73045949)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/61_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#XIST
XIST	ENSG00000229807	ENSG00000229807:73048903-73049302:target	0.210416176041;-0.210416176041	0.717856867444;0.717856867444	0.706;0.294	0.946;0.054	s|1e0|2e0|3e1.1o2|3e1.2o2	True	True	False	2	2	0	chrX	-	73047819-73048903;73047763-73048903	73047544-73047819;73047544-73047819;73048903-73049302	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/61_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#XIST
CNPY4	ENSG00000166997	ENSG00000166997:99717236-99717485:source	-0.481193861945;0.481193861945	0.979360875287;0.979360875287	0.767;0.233	0.292;0.708	s|1e1.2o2|i	False	False	False	1	2	1	chr7	+	99717485-99719882;99717485-99717486	99717236-99717485;99717486-99717577;99719675-99720008	;;	;;	(99717486, 99717577)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/45_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CNPY4
LINC00176	ENSG00000196421	ENSG00000196421:62667490-62669555:source	2.44687487384e-05;-0.126430690135;-0.000339784221143;-0.281065764822;0.53919797247	5.63234440984e-07;0.406473816582;6.39294760367e-07;0.84296020284;0.999656915684	0.025;0.246;0.039;0.416;0.296	0.026;0.053;0.026;0.114;0.822	s|1e1.2o4|2e2.1o1|2e3.1o2|2e3.2o2|i	True	True	True	4	4	1	chr20	+	62667679-62669280;62669555-62669649;62669555-62669852;62669555-62669975;62669555-62669556	62667490-62669555;62669556-62669648;62669649-62669801;62669852-62671315;62669852-62671315	;;;;	;;;;	(62669556, 62669648)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/55_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LINC00176
ARHGAP4	ENSG00000089820	ENSG00000089820:153187058-153187262:target	-0.329563413198;6.61968265741e-05;0.319847966382	0.927018029654;3.35275926e-06;0.916701326684	0.955;0.025;0.041	0.628;0.029;0.359	s|1e1.1o4|1e1.2o4|i	False	True	False	2	2	1	chrX	-	153186980-153187058;153186976-153187058;153187057-153187058	153186818-153186980;153186818-153186980;153186981-153187057;153187058-153187262	;;;	;;;	(153186981, 153187057)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/8_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ARHGAP4
TNFRSF25	ENSG00000215788	ENSG00000215788:6522923-6523030:target	-0.0816820262249;-0.0256645213288;0.210142750612	0.235193323734;0.0121786417028;0.690851428429	0.458;0.180;0.362	0.321;0.092;0.587	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr1	-	6522726-6522923;6522723-6522923;6522922-6522923	6522689-6522726;6522689-6522726;6522727-6522922;6522923-6523030	;;;	;;;	(6522727, 6522922)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/60_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TNFRSF25
GPS1	ENSG00000169727	ENSG00000169727:80011110-80011661:target	2.10657454655e-05;2.10657454655e-05;2.10657454655e-05;-9.49982232219e-05;0.39531643997;2.10657454655e-05;-0.389608493286	1.2441779291e-06;1.2441779291e-06;1.2441779291e-06;1.45093936915e-06;0.930861287398;1.2441779291e-06;0.931942758326	0.025;0.025;0.025;0.031;0.411;0.025;0.555	0.026;0.026;0.026;0.026;0.814;0.026;0.158	t|1e3.1o1|2e3.1o1|3e1.1o2|3e2.1o1|3e3.1o1|3e4.1o2|3e4.2o2	True	True	True	7	5	0	chr17	+	80009840-80011110;80009840-80011130;80008967-80011150;80009400-80011150;80009840-80011150;80010318-80011150;80010335-80011150	80008567-80009019;80009051-80009400;80009741-80009840;80009741-80009840;80009741-80009840;80010109-80010335;80010109-80010335;80011110-80011661	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/47_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#GPS1
KRR1	ENSG00000111615	ENSG00000111615:75900264-75900389:target	-0.296717024055;1.29166567097e-05;0.289151605543	0.955354072726;4.42972375703e-08;0.945321760926	0.974;0.025;0.025	0.685;0.026;0.307	s|1e0|2e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr12	-	75900179-75900264;75900140-75900264;75900263-75900264	75899944-75900179;75899944-75900179;75900180-75900263;75900264-75900389	;;;	;;;	(75900180, 75900263)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/16_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#KRR1
MUM1	ENSG00000160953	ENSG00000160953:1360135-1361031:target	0.322545743217;-0.210302129088;-0.0133925851856	0.897834753647;0.724646440337;0.0252079830043	0.478;0.266;0.256	0.810;0.041;0.152	t|1e1.1o1|1e2.1o3|1e2.2o3	True	False	True	3	3	0	chr19	+	1358463-1360135;1358692-1360135;1358699-1360135	1358393-1358463;1358587-1359893;1358587-1359893;1360135-1361031	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/41_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MUM1
FOXM1	ENSG00000111206	ENSG00000111206:2975559-2975687:target	-0.413322049545;8.97354573224e-05;0.407117294969	0.993549613805;4.5364535794e-08;0.991780026413	0.594;0.026;0.388	0.191;0.030;0.785	s|1e1.1o1|1e2.2o4|1e2.3o4	False	True	True	3	3	1	chr12	-	2974565-2975559;2973921-2975559;2973918-2975559	2973849-2974020;2973849-2974020;2974521-2974565;2975559-2975687	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/16_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FOXM1
FOXM1	ENSG00000111206	ENSG00000111206:2972915-2973661:target	-0.24776960302;0.24776960302	0.738358728857;0.738358728857	0.440;0.560	0.152;0.848	s|1e0|2e1.1o1|2e2.1o1|3e0	True	False	True	2	3	0	chr12	-	2970578-2973486;2968829-2973486	2966847-2968829;2970465-2970578;2972915-2973661	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/16_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FOXM1
MMS19	ENSG00000155229	ENSG00000155229:99218980-99219039:source	-0.000163654881167;-0.169217289046;0.224764241941	5.02658934759e-07;0.546502125592;0.753910008108	0.033;0.918;0.054	0.025;0.703;0.291	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr10	-	99219039-99219416;99219039-99219119;99219039-99219040	99218980-99219039;99219040-99219118;99219119-99219283;99219416-99219498	;;;	;;;	(99219040, 99219118)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/39_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MMS19
PCBP3	ENSG00000183570	ENSG00000183570:47269875-47270009:source	-0.000205752414266;-0.257137006684;0.000414297675294;0.221689788008	4.70330218788e-07;0.865756891005;9.39507970837e-06;0.715531744192	0.035;0.297;0.025;0.668	0.026;0.038;0.042;0.920	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o3	False	False	True	4	5	1	chr21	+	47270009-47276246;47270009-47278595;47270009-47289122;47270009-47316122	47269875-47270009;47276246-47276256;47278595-47278724;47289122-47289238;47316122-47316276	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/52_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PCBP3
GBP5	ENSG00000154451	ENSG00000154451:89733100-89733665:source	0.000102406781923;-0.230050419396;0.204761923346	5.50080489458e-08;0.779978046752;0.680399439368	0.025;0.956;0.039	0.030;0.723;0.253	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr1	-	89733665-89734412;89733209-89734412;89733665-89733666	89733100-89733665;89733666-89734411;89734412-89734539;89734412-89734539	;;;	;;;	(89733666, 89734411)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/38_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#GBP5
FPGS	ENSG00000136877	ENSG00000136877:130571001-130571168:target	0.235205701653;-0.235205701653	0.724474732769;0.724474732769	0.025;0.975	0.263;0.737	t|1e0|2e1.2o2|2e2.1o1	False	True	True	2	3	0	chr9	+	130570590-130571079;130570984-130571079	130570426-130570590;130570837-130570984;130571001-130571168	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/28_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FPGS
SRRT	ENSG00000087087	ENSG00000087087:100479674-100479862:source	-0.00189878406489;0.202083115763;-0.151487873806	1.05137467641e-07;0.684775288192;0.229703895801	0.070;0.758;0.173	0.039;0.958;0.025	s|1e1.2o2|1e2.1o1|i	False	False	True	2	3	1	chr7	+	100479862-100480386;100479862-100481691;100479862-100479863	100479674-100479862;100479863-100480340;100480341-100480711;100481691-100481860	;;;	;;;	(100479863, 100480340)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/8_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SRRT
HMGN2	ENSG00000198830	ENSG00000198830:26801604-26802463:target	-0.498371133149;0.498371133149	0.998847135606;0.998847135606	0.725;0.275	0.239;0.761	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	26801158-26801604;26801603-26801604	26801063-26801158;26801159-26801603;26801604-26802463	;;	;;	(26801159, 26801603)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/57_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#HMGN2
OGDH	ENSG00000105953	ENSG00000105953:44684926-44685117:source	-0.240560722894;0.240560722894	0.885408744115;0.885408744115	0.275;0.725	0.037;0.963	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr7	+	44685117-44687043;44685117-44687256	44684926-44685117;44687043-44687133;44687256-44687358	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/13_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#OGDH
UBE3A	ENSG00000114062	ENSG00000114062:25654235-25654354:target	0.20094616382;-0.20094616382	0.653998324247;0.653998324247	0.059;0.941	0.304;0.696	s|1e1.1o2|1e2.2o2	False	False	True	2	3	0	chr15	-	25653831-25654235;25650649-25654235	25650608-25650653;25653719-25653831;25654235-25654354	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/17_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#UBE3A
UBE3A	ENSG00000114062	ENSG00000114062:25654235-25654354:source	-0.221929597666;0.221929597666	0.678876677919;0.678876677919	0.292;0.708	0.033;0.967	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr15	-	25654354-25683636;25654354-25657055	25654235-25654354;25657055-25657118;25683636-25684128	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/17_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#UBE3A
TNIK	ENSG00000154310	ENSG00000154310:171087409-171087474:target	-0.33159989902;0.33159989902	0.97420734607;0.97420734607	0.360;0.640	0.035;0.965	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	171065007-171087409;170946010-171087409	170945954-170946010;171064723-171065007;171087409-171087474	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/38_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TNIK
GUCD1	ENSG00000138867	ENSG00000138867:24944885-24944969:source	0.402270557413;-0.402270557413	0.983952472504;0.983952472504	0.452;0.548	0.847;0.153	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr22	-	24944969-24951583;24944969-24950917	24944885-24944969;24950917-24951284;24951583-24951903	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/31_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#GUCD1
ALG13	ENSG00000101901	ENSG00000101901:110924346-110924652:source	0.21613225911;-0.000458488835372;-0.161643762488;-0.00206478382937	0.688064473499;1.83845471705e-06;0.5239549788;0.00043118901819	0.478;0.057;0.303;0.161	0.733;0.045;0.101;0.121	s|1e1.1o1|1e2.1o2|2e1.1o1|2e2.1o2	True	True	True	4	3	0	chrX	+	110924527-110925360;110924527-110925464;110924652-110925360;110924652-110925464	110924346-110924652;110925360-110925463;110925360-110925463;110925464-110925522;110925464-110925522	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/11_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ALG13
ALG13	ENSG00000101901	ENSG00000101901:110925360-110925463:target	3.84854912088e-06;0.279057860313;-0.223627160411;-0.000433005504509	2.15890289876e-09;0.873243980473;0.729135538892;3.67006333165e-07	0.025;0.587;0.368;0.041	0.025;0.873;0.118;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	True	False	True	4	4	0	chrX	+	110909199-110925360;110924527-110925360;110924652-110925360;110925054-110925360	110909043-110909199;110924346-110924652;110924346-110924652;110924891-110925054;110925360-110925463	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/11_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ALG13
CD96	ENSG00000153283	ENSG00000153283:111343180-111343251:source	-0.0406981620338;-0.0368071235586;0.217326901291	0.0841029926396;0.0435139388558;0.763064304895	0.669;0.268;0.064	0.560;0.164;0.276	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr3	+	111343251-111356043;111343251-111356046;111343251-111343252	111343180-111343251;111343252-111355152;111356043-111356108;111356043-111356108	;;;	;;;	(111343252, 111355152)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/38_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CD96
ZNF276	ENSG00000158805	ENSG00000158805:89789668-89790117:target	-0.367794724594;-0.00300542970765;0.467822614505	0.886526744784;0.000877765794328;0.990882807371	0.838;0.082;0.079	0.450;0.028;0.537	t|1e1.1o1|2e1.1o1|3e0|4e0|i	True	True	False	2	2	1	chr16	+	89789591-89789668;89789591-89789687;89789667-89789668	89789277-89789591;89789277-89789591;89789592-89789667;89789668-89790117	;;;	;;;	(89789592, 89789667)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/40_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ZNF276
SMG9	ENSG00000105771	ENSG00000105771:44251594-44251691:target	-0.353340926094;0.353340926094	0.980614808067;0.980614808067	0.964;0.036	0.619;0.381	s|1e0|2e1.1o1|2e2.1o1	True	False	True	2	3	1	chr19	-	44249036-44251594;44244370-44251594	44243825-44244370;44248924-44249036;44251594-44251691	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/13_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SMG9
SAP30L	ENSG00000164576	ENSG00000164576:153832638-153833060:target	-5.06542584322e-07;0.213612102913;-0.00197747858496;-0.0595076590756;-0.00153156415265	2.52667585179e-12;0.721229688482;1.06165589528e-05;0.0920676928025;3.56158588754e-06	0.025;0.697;0.068;0.173;0.059	0.025;0.917;0.031;0.047;0.025	t|1e0|2e1.1o1|2e2.1o2|2e3.1o2|2e3.2o2|3e1.1o1	True	True	True	5	4	0	chr5	+	153826365-153832962;153830773-153832962;153832055-153832962;153832059-153832962;153826365-153832977	153825517-153826365;153825517-153826365;153830651-153830876;153831958-153832059;153831958-153832059;153832638-153833060	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/43_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SAP30L
ADGRE5	ENSG00000123146	ENSG00000123146:14507889-14508182:source	-0.692360973751;0.692360973751	0.999999822057;0.999999822057	0.734;0.266	0.059;0.941	s|1e0|1e1.3o4|2e0|i	True	False	False	1	2	1	chr19	+	14508035-14508470;14508182-14508183	14507889-14508182;14508183-14508225;14508226-14508616	;;	;;	(14508183, 14508225)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/22_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ADGRE5
