#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th2_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
KCTD10	ENSG00000110906	ENSG00000110906:109898441-109898610:target	-8.80411238714e-07;-0.261933212965;0.231144547268;6.4443894049e-05;-8.80411238714e-07	3.0353244522e-09;0.885645462943;0.761656604423;1.40152461089e-07;3.0353244522e-09	0.025;0.288;0.701;0.025;0.025	0.025;0.030;0.947;0.030;0.025	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|1e2.2o2	False	True	True	5	3	0	chr12	-	109895989-109898441;109895886-109898441;109895883-109898441;109895853-109898441;109895487-109898441	109895435-109895780;109895797-109895989;109895797-109895989;109895797-109895989;109895797-109895989;109898441-109898610	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/10_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#KCTD10
RNFT1	ENSG00000189050	ENSG00000189050:58036745-58037529:target	-0.256974600729;0.256974600729	0.803605667933;0.803605667933	0.305;0.695	0.031;0.969	s|1e1.1o2|1e2.1o1|2e0	True	False	True	2	3	0	chr17	-	58036062-58037429;58035805-58037429	58035652-58035805;58035985-58036062;58036745-58037529	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/32_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#RNFT1
UBA5	ENSG00000081307	ENSG00000081307:132394661-132394767:source	0.296309559016;-0.298309687919;3.34377677857e-06	0.935409483232;0.931661611886;3.50051597179e-08	0.034;0.962;0.026	0.325;0.667;0.026	s|1e1.1o2|2e1.2o2|2e2.1o1	True	True	True	3	3	1	chr3	+	132394766-132395285;132394767-132395287;132394767-132395699	132394661-132394767;132395285-132395597;132395285-132395597;132395699-132396941	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/4_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#UBA5
UBA5	ENSG00000081307	ENSG00000081307:132395285-132395597:target	0.292988564662;2.99000361145e-06;-0.294841800549	0.929575248614;3.18284418761e-08;0.925606518328	0.033;0.026;0.962	0.322;0.026;0.671	t|1e2.1o2|2e1.1o1|2e2.2o2	True	True	True	3	3	1	chr3	+	132394766-132395285;132394524-132395287;132394767-132395287	132394449-132394524;132394661-132394767;132394661-132394767;132395285-132395597	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/4_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#UBA5
TMEM127	ENSG00000135956	ENSG00000135956:96931607-96931732:target	0.253946816907;-0.198436415577;-0.000160487816246	0.707772374145;0.571277542115;2.19906883797e-06	0.367;0.599;0.037	0.682;0.311;0.026	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	1	chr2	-	96931250-96931607;96931227-96931607;96920735-96931607	96920571-96920735;96930876-96931250;96930876-96931250;96931607-96931732	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/17_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TMEM127
CC2D1A	ENSG00000132024	ENSG00000132024:14031370-14031481:target	-1.26608700593e-06;0.297137460066;-0.31706359711;0.000126897010983;-2.54874732787e-05	3.17633023757e-08;0.889884920602;0.895310988772;1.2561980036e-06;3.7569029795e-06	0.026;0.067;0.892;0.026;0.036	0.025;0.372;0.564;0.035;0.035	t|1e1.1o1|1e2.1o3|1e2.2o3|2e2.1o3|2e2.2o3	True	True	True	5	3	1	chr19	+	14030015-14031370;14030752-14031370;14030764-14031370;14030752-14031373;14030764-14031373	14029943-14030015;14030507-14031194;14030507-14031194;14030507-14031194;14030507-14031194;14031370-14031481	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/15_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CC2D1A
WDR73	ENSG00000177082	ENSG00000177082:85189415-85189579:target	-0.264867176672;0.234099514961;0.000131192336976	0.806504734037;0.705283253083;0.00410044291358	0.393;0.172;0.435	0.105;0.457;0.438	s|1e0|2e0|3e1.1o1|3e2.1o1|i	True	False	True	2	3	1	chr15	-	85189316-85189415;85189067-85189415;85189414-85189415	85188186-85189067;85189204-85189316;85189317-85189414;85189415-85189579	;;;	;;;	(85189317, 85189414)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/30_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#WDR73
CDC25B	ENSG00000101224	ENSG00000101224:3783377-3783455:source	3.46371734106e-05;-0.44009126062;0.430967327616	6.7183905179e-06;0.947262641381;0.935454423768	0.027;0.597;0.393	0.030;0.151;0.834	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr20	+	3783451-3783557;3783455-3783557;3783455-3783456	3783377-3783455;3783456-3783556;3783557-3783619;3783557-3783619	;;;	;;;	(3783456, 3783556)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/6_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CDC25B
ZFAND5	ENSG00000107372	ENSG00000107372:74979612-74980163:target	0.394222279772;-0.366516586534;-0.000319282068368;-4.00147615981e-06	0.996890082449;0.988749390623;4.52536848971e-08;1.82301350338e-12	0.188;0.752;0.047;0.025	0.572;0.394;0.033;0.025	s|1e1.2o2|1e2.1o2|1e2.2o2|i	False	True	True	3	3	1	chr9	-	74978522-74979612;74975703-74979612;74975700-74979612;74979611-74979612	74975354-74975703;74975354-74975703;74978386-74979262;74979581-74979611;74979612-74980163	;;;;	;;;;	(74979581, 74979611)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/8_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZFAND5
ZFAND5	ENSG00000107372	ENSG00000107372:74975354-74975703:source	-0.31740316635;1.03327641938e-07;0.3310419782;-0.000240534768387;7.18540607289e-06	0.956599218182;2.20305095921e-14;0.97266523208;4.95689016058e-09;1.22914157472e-11	0.673;0.025;0.268;0.042;0.025	0.361;0.025;0.592;0.031;0.026	t|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1|2e3.1o1	True	True	True	5	4	0	chr9	-	74975703-74979612;74975703-74979378;74975703-74978386;74975700-74979612;74975700-74978386	74975354-74975703;74978386-74979262;74978386-74979262;74979378-74979580;74979612-74980163;74979612-74980163	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/8_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZFAND5
LAMTOR4	ENSG00000188186	ENSG00000188186:99746980-99747510:target	0.262896185623;-0.262896185623	0.786929807694;0.786929807694	0.647;0.353	0.943;0.057	t|1e0|2e0|3e1.1o1|3e2.1o1	False	True	True	2	3	0	chr7	+	99746598-99747122;99746676-99747122	99746530-99746598;99746601-99746676;99746980-99747510	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/32_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#LAMTOR4
TNFSF12	ENSG00000239697	ENSG00000239697:7460095-7460219:target	0.221999597442;-0.221999597442	0.719105361928;0.719105361928	0.736;0.264	0.965;0.035	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr17	+	7454295-7460095;7457142-7460095	7454260-7454295;7456904-7457142;7460095-7460219	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/36_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TNFSF12
RBBP9	ENSG00000089050	ENSG00000089050:18477713-18477887:target	0.271438274162;-0.271438274162	0.834386672631;0.834386672631	0.675;0.325	0.966;0.034	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr20	-	18476524-18477713;18474707-18477713	18474602-18474707;18476482-18476524;18477713-18477887	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/5_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#RBBP9
CPSF7	ENSG00000149532	ENSG00000149532:61188465-61188602:source	0.466101249755;-0.000564153358024;-0.398055140299	0.977306889465;0.000131601673749;0.906902826791	0.113;0.058;0.830	0.574;0.028;0.414	t|1e1.2o3|2e1.2o3|i	True	True	False	2	2	1	chr11	-	61188602-61188862;61188599-61188862;61188602-61188603	61188465-61188602;61188603-61188663;61188786-61189080;61188786-61189080	;;;	;;;	(61188603, 61188663)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CPSF7
CPSF7	ENSG00000149532	ENSG00000149532:61188664-61188729:source	-0.252863947303;0.252863947303	0.680642728089;0.680642728089	0.845;0.155	0.516;0.484	t|1e1.2o3|i	False	False	False	1	2	1	chr11	-	61188729-61188862;61188729-61188730	61188664-61188729;61188730-61188785;61188786-61189080	;;	;;	(61188730, 61188785)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CPSF7
GOSR1	ENSG00000108587	ENSG00000108587:28807874-28808360:source	0.39087893976;-2.22553989324e-06;-0.392088814724	0.897093010559;2.09762295921e-06;0.901299555327	0.398;0.028;0.590	0.811;0.028;0.178	s|1e2.1o1|2e1.1o1|2e2.1o1|3e0	True	True	True	3	3	0	chr17	+	28808275-28811232;28808281-28809918;28808281-28811232	28807874-28808360;28809918-28810074;28811232-28811319;28811232-28811319	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/9_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#GOSR1
GOSR1	ENSG00000108587	ENSG00000108587:28811232-28811319:target	0.395350556889;-0.396382730982;-2.63748840927e-06	0.901954603143;0.905841276869;2.02338617593e-06	0.398;0.591;0.028	0.813;0.176;0.028	t|1e1.1o3|1e1.2o3|1e2.1o1	True	False	True	3	3	0	chr17	+	28808275-28811232;28808281-28811232;28810074-28811232	28807874-28808360;28807874-28808360;28809918-28810074;28811232-28811319	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/9_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#GOSR1
HIBCH	ENSG00000198130	ENSG00000198130:191068647-191069528:source	-0.201499209886;0.201499209886	0.638768258743;0.638768258743	0.318;0.682	0.071;0.929	t|1e1.1o2|i	False	False	False	1	2	1	chr2	-	191069528-191069826;191069528-191069529	191068647-191069528;191069529-191069740;191069741-191069958	;;	;;	(191069529, 191069740)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/33_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#HIBCH
ZNF544	ENSG00000198131	ENSG00000198131:58758077-58758182:source	0.00159265211468;-5.59454408901e-06;0.00108814213835;0.426195009664;-0.000564282591546;-0.461049812449	0.00198058425403;5.82930940951e-07;0.000436784796646;0.948108385988;0.00011206944789;0.9758463475	0.100;0.026;0.050;0.176;0.056;0.616	0.140;0.026;0.084;0.608;0.026;0.159	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.2o2|1e5.1o1|1e6.1o2|2e0	True	False	True	6	7	0	chr19	+	58758160-58758648;58758160-58762674;58758160-58770644;58758160-58772217;58758160-58787689;58758160-58788549	58758077-58758182;58758648-58758977;58762674-58763067;58770644-58771159;58771731-58775010;58787689-58787795;58788549-58788815	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/33_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZNF544
ZNF544	ENSG00000198131	ENSG00000198131:58757667-58757793:source	-0.221512542501;0.240265510166;-3.02291110503e-05	0.679635226953;0.73500384658;1.1575502856e-06	0.884;0.105;0.028	0.607;0.389;0.025	s|1e1.1o2|1e1.2o2|1e2.2o2	False	True	True	3	3	0	chr19	+	58757793-58758077;58757793-58758112;58757793-58772217	58757667-58757793;58758077-58758182;58758077-58758182;58771731-58775010	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/33_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZNF544
SLC39A4	ENSG00000147804	ENSG00000147804:145635779-145638050:source	0.379723067986;-0.379723067986	0.982227145733;0.982227145733	0.585;0.415	0.957;0.043	t|1e1.1o1|i	False	False	False	1	2	1	chr8	-	145638050-145638143;145638050-145638051	145635779-145638050;145638051-145638142;145638143-145638330	;;	;;	(145638051, 145638142)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SLC39A4
EPN1	ENSG00000063245	ENSG00000063245:56186592-56186801:source	-0.291128124281;-7.60901420671e-06;0.290446877859	0.796593986386;4.95552159099e-07;0.791140889226	0.461;0.027;0.530	0.131;0.026;0.861	s|1e1.2o2|1e2.1o2|1e2.2o2	False	True	True	3	3	1	chr19	+	56186801-56188412;56186801-56189873;56186801-56189893	56186592-56186801;56187991-56188584;56189873-56190221;56189873-56190221	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/2_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#EPN1
TROAP	ENSG00000135451	ENSG00000135451:49724997-49725190:target	2.6990209362e-06;-0.340710152823;0.331242411306	4.11433415162e-14;0.985489520789;0.979803428812	0.025;0.747;0.251	0.025;0.414;0.574	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr12	+	49724356-49724997;49724726-49724997;49724996-49724997	49723928-49724356;49724444-49724726;49724727-49724996;49724997-49725190	;;;	;;;	(49724727, 49724996)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/17_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TROAP
EML2	ENSG00000125746	ENSG00000125746:46145392-46145639:target	-0.334632665875;0.334632665875	0.841026066553;0.841026066553	0.772;0.228	0.403;0.597	s|1e1.1o1|i	False	False	False	1	2	1	chr19	-	46145299-46145392;46145391-46145392	46145176-46145299;46145300-46145391;46145392-46145639	;;	;;	(46145300, 46145391)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/13_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#EML2
TPR	ENSG00000047410	ENSG00000047410:186292818-186293002:source	0.475568393523;-0.00136146023774;-0.0159255934745;-0.343927950939	0.999999962252;2.05157042048e-09;1.13528345452e-07;0.999310508957	0.503;0.055;0.077;0.366	0.967;0.025;0.025;0.031	t|1e0|1e1.1o2|1e2.1o1|2e3.1o1|i	False	True	True	3	4	1	chr1	-	186293002-186294896;186293002-186293102;186292961-186293045;186293002-186293003	186292818-186293002;186293003-186293044;186293045-186293055;186293102-186293112;186294651-186294986	;;;;	;;;;	(186293003, 186293044)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/1_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TPR
PATL2	ENSG00000229474	ENSG00000229474:44958590-44959217:source	1.94940920432e-05;0.257174844209;-0.269265995076	2.42671293487e-07;0.809995840882;0.846014235932	0.025;0.631;0.364	0.027;0.911;0.079	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr15	-	44958739-44960540;44958739-44959304;44959217-44959218	44958590-44959217;44959218-44959303;44959304-44959476;44960540-44960683	;;;	;;;	(44959218, 44959303)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/35_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PATL2
FANCG	ENSG00000221829	ENSG00000221829:35079728-35080013:target	0.311690085193;-0.311690085193	0.76051316494;0.76051316494	0.374;0.626	0.747;0.253	s|1e1.3o3|i	False	False	False	1	2	1	chr9	-	35079532-35079728;35079727-35079728	35079438-35079690;35079691-35079727;35079728-35080013	;;	;;	(35079691, 35079727)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/35_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#FANCG
NFKBID	ENSG00000167604	ENSG00000167604:36387628-36387733:source	0.30662410629;-0.30662410629	0.970201927679;0.970201927679	0.670;0.330	0.971;0.029	t|1e1.1o1|i	False	False	False	1	2	1	chr19	-	36387733-36387815;36387733-36387734	36387628-36387733;36387734-36387814;36387815-36388005	;;	;;	(36387734, 36387814)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/27_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NFKBID
SLC43A3	ENSG00000134802	ENSG00000134802:57193641-57193952:source	0.282872551404;-1.20656525325e-05;-1.20656525325e-05;-1.20656525325e-05;-0.265843882356;-1.20656525325e-05;-1.20656525325e-05	0.945498376584;5.56555411122e-07;5.56555411122e-07;5.56555411122e-07;0.868268069403;5.56555411122e-07;5.56555411122e-07	0.026;0.026;0.026;0.026;0.962;0.026;0.026	0.303;0.025;0.025;0.025;0.687;0.025;0.025	t|1e0|2e3.1o1|3e2.1o1|4e1.1o2|4e2.1o1|4e3.1o1|5e2.1o1|5e3.1o1	True	True	True	7	4	0	chr11	-	57193862-57194061;57193845-57194535;57193825-57194881;57193825-57194535;57193825-57194061;57193789-57194535;57193789-57194061	57193641-57193952;57194061-57194225;57194061-57194225;57194061-57194225;57194535-57194594;57194535-57194594;57194535-57194594;57194845-57194969	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/16_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SLC43A3
SLC35A2	ENSG00000102100	ENSG00000102100:48763473-48763820:target	0.440902463158;-0.440902463158	0.967723520005;0.967723520005	0.351;0.649	0.790;0.210	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chrX	-	48762759-48763669;48762169-48763669	48760889-48762169;48762443-48762759;48763473-48763820	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/7_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SLC35A2
IRAK4	ENSG00000198001	ENSG00000198001:44161906-44162395:source	-0.00838998413455;0.281246762087;-0.101077262019	0.00267208098858;0.756817839448;0.298180766972	0.103;0.357;0.540	0.027;0.689;0.303	s|1e1.1o1|1e2.1o1|1e3.1o1|2e0	True	False	True	3	4	0	chr12	+	44162075-44164841;44162075-44165023;44162075-44165983	44161906-44162395;44164841-44164907;44165023-44165168;44165983-44166165	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/33_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#IRAK4
EPS15L1	ENSG00000127527	ENSG00000127527:16495940-16496022:target	8.00507693131e-05;0.013314469847;-0.403314802285;0.2145911683	2.54915637969e-06;0.0305708832815;0.935738723228;0.684790320449	0.028;0.119;0.816;0.057	0.033;0.244;0.404;0.324	s|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1	False	False	True	4	5	1	chr19	-	16495086-16495940;16488065-16495940;16472795-16495940;16466662-16495940	16466050-16466662;16472390-16472795;16487933-16488065;16493800-16495086;16495940-16496022	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/14_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#EPS15L1
COG3	ENSG00000136152	ENSG00000136152:46039060-46039345:source	-0.000467915273127;0.237012219188;-0.101961104108	0.000108872156284;0.710488540517;0.297036550123	0.055;0.028;0.935	0.030;0.290;0.696	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr13	+	46039345-46039576;46039345-46040652;46039345-46050336	46039060-46039345;46039576-46039586;46040652-46040759;46050336-46050482	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/17_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#COG3
GM2A	ENSG00000196743	ENSG00000196743:150639316-150639477:target	-0.375975593434;0.375975593434	0.985465992245;0.985465992245	0.421;0.579	0.053;0.947	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr5	+	150592450-150639316;150632858-150639316	150592320-150592450;150632453-150632858;150639316-150639477	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/32_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#GM2A
DDX11	ENSG00000013573	ENSG00000013573:31237517-31237603:target	0.218610226284;-0.218610226284	0.727116030809;0.727116030809	0.761;0.239	0.975;0.025	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr12	+	31236995-31237517;31237330-31237517	31236901-31236995;31237115-31237330;31237517-31237603	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/0_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DDX11
DDX11	ENSG00000013573	ENSG00000013573:31256511-31256665:source	0.350335713514;-0.350335713514	0.984964716424;0.984964716424	0.505;0.495	0.847;0.153	s|1e1.1o1|i	False	False	False	1	2	1	chr12	+	31256665-31256741;31256665-31256666	31256511-31256665;31256666-31256740;31256741-31257725	;;	;;	(31256666, 31256740)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/0_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DDX11
FMR1	ENSG00000102081	ENSG00000102081:147018985-147019119:source	0.244321565996;-0.244321565996	0.674571377954;0.674571377954	0.197;0.803	0.514;0.486	s|1e1.1o1|1e2.1o2	False	False	True	2	3	0	chrX	+	147019119-147019618;147019119-147022095	147018985-147019119;147019618-147019680;147022095-147022181	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/7_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#FMR1
NADK	ENSG00000008130	ENSG00000008130:1688546-1688749:target	-0.281810763219;0.285383486833;-1.23305899916e-06;-8.36095920059e-07	0.939294356843;0.93900532472;9.73339438519e-10;5.97313224769e-10	0.306;0.686;0.025;0.025	0.030;0.966;0.025;0.025	s|1e1.2o2|1e2.2o2|2e2.1o2|i	True	True	True	3	3	1	chr1	-	1688321-1688620;1688047-1688620;1688096-1688546;1688545-1688546	1687942-1688096;1687942-1688096;1688178-1688463;1688464-1688545;1688546-1688749	;;;;	;;;;	(1688464, 1688545)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/0_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NADK
BZRAP1	ENSG00000005379	ENSG00000005379:56393384-56393493:target	0.20325923578;-0.20325923578	0.643211960917;0.643211960917	0.724;0.276	0.968;0.032	s|1e1.1o3|1e1.2o3	False	True	False	2	2	1	chr17	-	56390083-56393384;56389355-56393384	56389253-56390083;56389253-56390083;56393384-56393493	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/0_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#BZRAP1
EDC3	ENSG00000179151	ENSG00000179151:74988221-74988384:target	1.04281400344e-05;-0.379480910618;1.04281400344e-05;1.04281400344e-05;0.255497984993;0.000533460914384	1.33413057597e-06;0.887429620368;1.33413057597e-06;1.33413057597e-06;0.649204821022;0.000144544970697	0.026;0.552;0.026;0.026;0.429;0.026	0.027;0.149;0.027;0.027;0.777;0.056	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	False	False	True	6	7	0	chr15	-	74985359-74988221;74979520-74988221;74972266-74988221;74969363-74988221;74967483-74988221;74948409-74988221	74948361-74948409;74967202-74967483;74969282-74969363;74972143-74972266;74979432-74979520;74985227-74985359;74988221-74988384	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/30_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#EDC3
OGG1	ENSG00000114026	ENSG00000114026:9798451-9798719:source	-0.00409906207821;0.209046622213;-7.46274569446e-05;8.57614440669e-05;-0.0579851233494;-0.000183896767576	0.00449468455274;0.613958464952;1.43020035646e-06;1.68309866967e-07;0.172646553868;2.40415235127e-06	0.180;0.287;0.035;0.025;0.464;0.038	0.106;0.569;0.030;0.032;0.273;0.025	s|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|2e0|3e0	True	True	True	6	5	1	chr3	+	9798500-9798728;9798500-9798745;9798500-9800871;9798500-9800918;9798500-9807493;9798500-9823197	9798451-9798719;9798728-9798888;9798728-9798888;9800871-9804008;9800871-9804008;9807493-9808421;9823197-9823284	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/10_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#OGG1
GSTZ1	ENSG00000100577	ENSG00000100577:77794783-77795840:target	-0.299239627681;0.299239627681	0.864178568606;0.864178568606	0.372;0.628	0.055;0.945	t|1e0|2e1.2o3|2e2.1o2	False	True	True	2	3	0	chr14	+	77793895-77795466;77794380-77795466	77793815-77794129;77794333-77794641;77794783-77795840	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/6_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#GSTZ1
CHORDC1	ENSG00000110172	ENSG00000110172:89939370-89939440:source	0.205677325836;-0.205677325836	0.655256185093;0.655256185093	0.678;0.322	0.939;0.061	t|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr11	-	89939440-89943704;89939440-89939916	89939370-89939440;89939916-89942646;89943704-89943933	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/9_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CHORDC1
DEPDC1B	ENSG00000035499	ENSG00000035499:59982789-59983054:source	0.23094753094;-4.20320929627e-06;-0.230998243513	0.767691943266;2.38240830885e-08;0.771158043068	0.723;0.026;0.270	0.964;0.025;0.032	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr5	-	59983054-59995873;59983054-59984812;59983054-59983552	59982789-59983054;59983552-59983665;59984812-59984877;59995873-59996017	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/1_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DEPDC1B
SKIV2L	ENSG00000204351	ENSG00000204351:31928973-31929163:target	0.237009817095;2.17689603706e-05;-0.242489053339	0.802579374275;6.51239695683e-07;0.825830812438	0.727;0.026;0.266	0.970;0.027;0.026	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr6	+	31928871-31928973;31928871-31929118;31928972-31928973	31928818-31928871;31928818-31928871;31928872-31928972;31928973-31929163	;;;	;;;	(31928872, 31928972)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/34_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SKIV2L
OPTN	ENSG00000123240	ENSG00000123240:13150138-13150289:source	0.262433908781;-0.262433908781	0.710070394485;0.710070394485	0.411;0.589	0.739;0.261	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr10	+	13150289-13150962;13150289-13151112	13150138-13150289;13150962-13151015;13151097-13151288	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/13_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#OPTN
