#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_e_A E(PSI)	Th17_e_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
KHSRP	ENSG00000088247	ENSG00000088247:6415545-6415745:target	-0.199960648578;0.206267764792;2.61707791353e-05;1.2540758545e-05	0.677235704345;0.742056601557;2.64081911832e-07;1.66500686461e-07	0.224;0.759;0.025;0.025	0.026;0.969;0.026;0.026	s|1e1.1o3|2e1.1o3|2e1.2o3|i	True	True	False	3	2	1	chr19	-	6415468-6415620;6415468-6415545;6415463-6415545;6415544-6415545	6415391-6415468;6415391-6415468;6415391-6415468;6415469-6415544;6415545-6415745	;;;;	;;;;	(6415469, 6415544)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/6_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#KHSRP
C1orf86	ENSG00000162585	ENSG00000162585:2125437-2125652:target	3.3573834886e-05;0.00584877604716;-0.357450036729;0.237851320565	5.64755633738e-07;0.00718626224637;0.961654982151;0.753345579982	0.025;0.094;0.903;0.025	0.027;0.179;0.551;0.261	s|1e1.1o1|2e1.1o1|3e1.1o1|i	True	True	False	3	2	1	chr1	-	2125349-2125497;2125349-2125467;2125349-2125437;2125436-2125437	2125078-2125349;2125078-2125349;2125078-2125349;2125350-2125436;2125437-2125652	;;;;	;;;;	(2125350, 2125436)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/32_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#C1orf86
RABGGTA	ENSG00000100949	ENSG00000100949:24735982-24736095:target	5.3236831829e-05;0.248191559452;-0.268479746596	9.11654623524e-06;0.776004097224;0.853663624563	0.027;0.687;0.302	0.031;0.964;0.028	s|1e0|2e0|3e1.1o1|3e2.1o1|i	True	False	True	2	3	1	chr14	-	24735889-24735982;24735723-24735982;24735981-24735982	24735636-24735723;24735811-24735889;24735890-24735981;24735982-24736095	;;;	;;;	(24735890, 24735981)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/10_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#RABGGTA
ZBTB7B	ENSG00000160685	ENSG00000160685:154975202-154975419:source	-0.0149875345207;-0.111982550493;0.252395582061	0.0321274785479;0.299559096084;0.743250617486	0.302;0.209;0.489	0.182;0.037;0.784	s|1e1.1o1|1e2.1o1|1e3.2o2	False	False	True	3	4	0	chr1	+	154975419-154982734;154975419-154986491;154975419-154987131	154975202-154975419;154982734-154982873;154986491-154986569;154986924-154988290	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/32_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ZBTB7B
KAT7	ENSG00000136504	ENSG00000136504:47888838-47888936:target	0.242987586864;-0.241752394317;4.11293022454e-06	0.761817085319;0.755427519535;1.3859064164e-08	0.103;0.891;0.025	0.374;0.620;0.026	t|1e2.1o1|1e3.1o1|2e1.1o1	False	True	True	3	4	0	chr17	+	47882807-47888838;47886570-47888838;47874288-47888928	47874112-47874288;47882725-47882807;47886481-47886570;47888838-47888936	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/22_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#KAT7
USP24	ENSG00000162402	ENSG00000162402:55614136-55614243:source	-3.2331741783e-05;-0.222547348426;0.238574374476	2.32438923795e-06;0.674863523687;0.729695867823	0.028;0.935;0.055	0.026;0.655;0.336	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr1	-	55614243-55619792;55614243-55619543;55614243-55617585	55614136-55614243;55617585-55617648;55619543-55619590;55619792-55619953	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/32_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#USP24
LTBP4	ENSG00000090006	ENSG00000090006:41125252-41125398:source	0.268840505068;-0.268840505068	0.903962497138;0.903962497138	0.699;0.301	0.969;0.031	s|1e0|2e0|3e0|4e0|5e1.2o2|5e2.1o1	True	False	True	2	3	0	chr19	+	41125398-41128306;41125398-41129509	41125252-41125398;41128293-41128572;41129509-41129837	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/7_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#LTBP4
KIAA1033	ENSG00000136051	ENSG00000136051:105540820-105541321:source	-2.55174154078e-05;-0.0788625236233;-0.000566612119935;0.205853039136	5.82025992108e-07;0.232141080042;4.55810993485e-05;0.667477400362	0.027;0.939;0.048;0.026	0.025;0.755;0.025;0.235	s|1e1.1o1|1e2.2o2|1e3.1o2|2e0|i	True	False	True	3	4	1	chr12	+	105540924-105541388;105540924-105543393;105540924-105546121;105541321-105541322	105540820-105541321;105541322-105541387;105541388-105541683;105543252-105543527;105546121-105546229	;;;;	;;;;	(105541322, 105541387)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/22_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#KIAA1033
PCNT	ENSG00000160299	ENSG00000160299:47746291-47746503:target	-0.39064818396;0.39064818396	0.953893932889;0.953893932889	0.895;0.105	0.503;0.497	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr21	+	47744196-47746291;47745124-47746291	47744036-47744196;47744802-47745124;47746291-47746503	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/31_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#PCNT
SH3BP2	ENSG00000087266	ENSG00000087266:2822341-2822480:target	-0.000155662313649;-0.240100644336;0.000267568593407;2.24920264376e-06;2.24920264376e-06;2.24920264376e-06;2.24920264376e-06;2.24920264376e-06;-0.00113001442129;0.289011649022;2.24920264376e-06	5.1394406975e-07;0.800454903485;4.39471665126e-06;1.71060350863e-08;1.71060350863e-08;1.71060350863e-08;1.71060350863e-08;1.71060350863e-08;2.66208546388e-05;0.867608392065;1.71060350863e-08	0.032;0.289;0.025;0.025;0.025;0.025;0.025;0.025;0.057;0.615;0.025	0.025;0.037;0.037;0.025;0.025;0.025;0.025;0.025;0.025;0.917;0.025	t|1e1.1o1|1e10.2o2|1e11.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1|2e0	False	True	True	11	12	0	chr4	+	2794865-2822341;2820117-2822341;2820797-2822341;2795989-2822341;2800326-2822341;2801032-2822341;2811556-2822341;2813626-2822341;2813851-2822341;2814204-2822341;2816644-2822341	2794750-2794865;2795886-2795989;2800291-2800326;2800725-2801032;2811506-2811556;2813525-2813626;2813657-2813851;2813946-2814204;2816538-2816644;2819546-2820117;2820443-2820797;2822341-2822480	;;;;;;;;;;;	;;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/6_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SH3BP2
EEF1A1	ENSG00000156508	ENSG00000156508:74228655-74228953:target	1.52046437794e-05;-0.327944289095;0.325430324978	2.92303268644e-08;0.947269226113;0.946492287099	0.025;0.917;0.078	0.026;0.592;0.400	s|1e0|2e2.2o3|3e1.1o1|i	True	False	True	2	3	1	chr6	-	74227541-74228704;74228571-74228655;74228654-74228655	74225473-74227657;74228421-74228571;74228572-74228654;74228655-74228953	;;;	;;;	(74228572, 74228654)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/29_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#EEF1A1
EEF1A1	ENSG00000156508	ENSG00000156508:74228421-74228571:source	-0.330988144885;0.330988144885	0.980649252344;0.980649252344	0.975;0.025	0.652;0.348	t|1e1.3o3|i	False	False	False	1	2	1	chr6	-	74228571-74228655;74228571-74228572	74228421-74228571;74228572-74228654;74228655-74228953	;;	;;	(74228572, 74228654)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/29_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#EEF1A1
NOTCH2NL	ENSG00000213240	ENSG00000213240:145281369-145281704:source	-0.271246727227;0.271246727227	0.923630431738;0.923630431738	0.957;0.043	0.691;0.309	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr1	+	145281704-145281955;145281704-145290429	145281369-145281704;145281955-145285912;145290422-145290511	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/46_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#NOTCH2NL
NDUFB10	ENSG00000140990	ENSG00000140990:2011498-2011637:source	-3.82420002078e-07;0.201167709916;-2.64183930358e-07;-0.179210620028	3.65542536913e-18;0.662535048922;5.04707828812e-16;0.512973778073	0.025;0.750;0.025;0.218	0.025;0.947;0.025;0.042	s|1e1.1o2|2e1.1o2|2e1.2o2|i	True	True	False	3	2	1	chr16	+	2011612-2011798;2011637-2011798;2011637-2011803;2011637-2011638	2011498-2011637;2011638-2011797;2011798-2011976;2011798-2011976;2011798-2011976	;;;;	;;;;	(2011638, 2011797)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/25_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#NDUFB10
SUPT4H1	ENSG00000213246	ENSG00000213246:56424549-56424602:source	-3.48894583193e-05;-0.391464026781;0.410335095272	6.19931555803e-11;0.989688921777;0.996332211213	0.027;0.809;0.168	0.025;0.427;0.568	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr17	-	56424602-56428763;56424602-56424890;56424602-56424603	56424549-56424602;56424603-56424889;56424890-56424972;56428763-56429022	;;;	;;;	(56424603, 56424889)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/46_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SUPT4H1
SUPT4H1	ENSG00000213246	ENSG00000213246:56424890-56424972:target	-0.451855426249;0.451855426249	0.989824820655;0.989824820655	0.790;0.210	0.349;0.651	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	56424602-56424890;56424889-56424890	56424549-56424602;56424603-56424889;56424890-56424972	;;	;;	(56424603, 56424889)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/46_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SUPT4H1
GRK6	ENSG00000198055	ENSG00000198055:176867917-176868054:source	0.00996333978319;0.266792070126;-0.454092620889	0.0160800229945;0.699301243719;0.991093695471	0.043;0.442;0.515	0.151;0.780;0.070	s|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	0	chr5	+	176868054-176868246;176868054-176868736;176868054-176868738	176867917-176868054;176868246-176868354;176868736-176869902;176868736-176869902	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/44_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#GRK6
USP34	ENSG00000115464	ENSG00000115464:61450195-61450299:target	-0.290311568798;0.290311568798	0.89902171022;0.89902171022	0.964;0.036	0.672;0.328	s|1e1.3o3|i	False	False	False	1	2	1	chr2	-	61449798-61450195;61450194-61450195	61449754-61450110;61450111-61450194;61450195-61450299	;;	;;	(61450111, 61450194)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/15_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#USP34
RHOBTB2	ENSG00000008853	ENSG00000008853:22865352-22865624:target	-0.421159313215;0.421159313215	0.938096132341;0.938096132341	0.575;0.425	0.146;0.854	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr8	+	22865259-22865506;22865351-22865352	22864241-22865259;22865260-22865351;22865352-22865624	;;	;;	(22865260, 22865351)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/0_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#RHOBTB2
WDR26	ENSG00000162923	ENSG00000162923:224619384-224619483:target	-0.292647387766;0.292647387766	0.948537258979;0.948537258979	0.975;0.025	0.689;0.311	s|1e1.1o1|i	False	False	False	1	2	1	chr1	-	224619283-224619384;224619383-224619384	224616999-224619283;224619284-224619383;224619384-224619483	;;	;;	(224619284, 224619383)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/33_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#WDR26
PDXK	ENSG00000160209	ENSG00000160209:45153950-45154004:target	-0.238797073306;2.68783512878e-05;0.21850196362;2.68783512878e-05;2.68783512878e-05	0.739216995728;6.28827897853e-07;0.67943621388;6.28827897853e-07;6.28827897853e-07	0.959;0.025;0.036;0.025;0.025	0.700;0.026;0.280;0.026;0.026	t|1e1.1o1|1e2.1o1|1e3.2o3|1e3.3o3|1e4.1o1	True	False	True	5	5	0	chr21	+	45139262-45153950;45148891-45153950;45152323-45153950;45152528-45153950;45153587-45153950	45138975-45139262;45148611-45148891;45152020-45152528;45152020-45152528;45153552-45153587;45153950-45154004	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/31_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#PDXK
ABCA2	ENSG00000107331	ENSG00000107331:139918595-139918688:source	-0.496678786814;0.496678786814	0.996318197022;0.996318197022	0.560;0.440	0.075;0.925	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr9	-	139918688-139923169;139918688-139922527	139918595-139918688;139922527-139922740;139923169-139923367	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/13_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ABCA2
CCM2	ENSG00000136280	ENSG00000136280:45077852-45078025:target	5.742096934e-07;-0.245388363929;6.64182045837e-07;0.247836543614;6.64182045837e-07	1.26172618805e-12;0.823227630076;1.2617282502e-12;0.828787467042;1.2617282502e-12	0.025;0.439;0.025;0.552;0.025	0.025;0.190;0.025;0.804;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e0	False	True	True	5	6	0	chr7	+	45039456-45077852;45039962-45077852;45066865-45077852;45067396-45077852;45069108-45077852	45039074-45039456;45039784-45039962;45066614-45066865;45067271-45067396;45069043-45069108;45077852-45078025	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/22_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CCM2
ORC5	ENSG00000164815	ENSG00000164815:103824571-103824619:source	-0.302653198164;0.302653198164	0.946504452252;0.946504452252	0.973;0.027	0.676;0.324	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	103824619-103828699;103824619-103824620	103824571-103824619;103824620-103824667;103828699-103828829	;;	;;	(103824620, 103824667)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/34_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ORC5
LPCAT3	ENSG00000111684	ENSG00000111684:7086529-7086687:source	4.54320720362e-06;-0.255256161318;0.255272749749	1.22818091671e-09;0.838966315184;0.841303456666	0.025;0.928;0.067	0.025;0.668;0.326	t|1e1.1o4|1e2.3o3|i	False	False	True	2	3	1	chr12	-	7086687-7087583;7086687-7086760;7086687-7086688	7086529-7086687;7086688-7086759;7086760-7086907;7087002-7087669	;;;	;;;	(7086688, 7086759)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/14_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#LPCAT3
EIF1	ENSG00000173812	ENSG00000173812:39846030-39846197:source	1.5727463253e-07;-0.231433938816;1.57274580611e-07;1.57274730627e-07;0.233279600541	1.22912987302e-14;0.844883459223;1.22912987302e-14;1.22912987302e-14;0.868730167377	0.025;0.966;0.025;0.025;0.027	0.025;0.741;0.025;0.025;0.254	s|1e1.1o2|2e1.1o2|2e1.2o2|3e1.2o2|i	True	True	False	4	2	1	chr17	+	39846192-39846340;39846193-39846340;39846193-39846343;39846197-39846343;39846197-39846198	39846030-39846197;39846198-39846339;39846340-39846872;39846340-39846872;39846340-39846872;39846340-39846872	;;;;;	;;;;;	(39846198, 39846339)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/38_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#EIF1
TMEM159	ENSG00000011638	ENSG00000011638:21172406-21172599:target	0.311345477235;4.69644503584e-05;-0.310931859501	0.840246432066;8.90435007886e-06;0.825328463518	0.050;0.028;0.940	0.386;0.030;0.598	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	+	21170067-21172406;21172329-21172406;21172405-21172406	21169698-21170067;21172299-21172329;21172330-21172405;21172406-21172599	;;;	;;;	(21172330, 21172405)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/1_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#TMEM159
ATF7IP2	ENSG00000166669	ENSG00000166669:10481235-10481598:target	-0.481886381281;0.481886381281	0.990366330907;0.990366330907	0.817;0.183	0.344;0.656	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	10481147-10481235;10481234-10481235	10480949-10481147;10481148-10481234;10481235-10481598	;;	;;	(10481148, 10481234)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/34_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ATF7IP2
SSFA2	ENSG00000138434	ENSG00000138434:182786675-182787139:target	-0.214826625533;-0.00578572017925;0.289142612184	0.718195257014;0.00545239987125;0.820177521841	0.258;0.145;0.598	0.029;0.069;0.919	t|1e1.2o2|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr2	+	182784173-182786675;182785377-182786675;182785389-182786675	182784023-182784173;182785324-182785389;182785324-182785389;182786675-182787139	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/24_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SSFA2
SSFA2	ENSG00000138434	ENSG00000138434:182784023-182784173:source	0.222791045036;-0.222791045036	0.745329579128;0.745329579128	0.733;0.267	0.970;0.030	s|1e0|2e1.1o2|2e2.1o1	True	False	True	2	3	0	chr2	+	182784173-182785324;182784173-182786675	182784023-182784173;182785324-182785389;182786675-182787139	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/24_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SSFA2
AMICA1	ENSG00000160593	ENSG00000160593:118074143-118076105:source	-0.00407011070797;-0.164698045587;5.98113939251e-10;4.63148474295e-10;0.214282535116	1.86281728091e-11;0.531730560994;1.9077759506e-18;1.90777618919e-18;0.719835123978	0.062;0.672;0.025;0.025;0.264	0.026;0.490;0.025;0.025;0.482	t|1e0|2e1.4o6|2e1.5o6|2e2.1o3|2e2.2o3|i	True	True	True	4	3	1	chr11	-	118074380-118076630;118074380-118076597;118074380-118075204;118074380-118075166;118076105-118076106	118074143-118076105;118076106-118076373;118076374-118076706;118076374-118076706	;;;	;;;	(118076106, 118076373)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/31_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#AMICA1
CNPY2	ENSG00000257727	ENSG00000257727:56709605-56709681:target	-0.316505310084;3.42981205313e-05;0.309364445676	0.95152950819;2.49801259336e-07;0.94526299073	0.964;0.025;0.033	0.654;0.027;0.336	s|1e1.1o2|1e2.2o2|i	False	False	True	2	3	1	chr12	-	56709026-56709605;56708750-56709605;56709604-56709605	56708274-56708752;56708914-56709026;56709535-56709604;56709605-56709681	;;;	;;;	(56709535, 56709604)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/50_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CNPY2
ARHGEF1	ENSG00000076928	ENSG00000076928:42402573-42402736:target	0.218509565141;1.83535615278e-05;-0.00233710784893;-0.192768415667	0.737624397646;2.81418104605e-11;0.000717981565823;0.647453720994	0.290;0.025;0.330;0.374	0.518;0.026;0.298;0.169	t|1e0|2e1.1o3|2e2.1o2|2e2.2o2|i	True	True	True	3	3	1	chr19	+	42400555-42402591;42402131-42402591;42402262-42402591;42402572-42402573	42400450-42400945;42401824-42402262;42401824-42402262;42402263-42402572;42402573-42402736	;;;;	;;;;	(42402263, 42402572)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/5_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ARHGEF1
CARD11	ENSG00000198286	ENSG00000198286:2962268-2962674:source	-0.248729843264;0.248729843264	0.828927195804;0.828927195804	0.965;0.035	0.716;0.284	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr7	-	2962394-2962766;2962674-2962675	2962268-2962674;2962675-2962765;2962766-2962967	;;	;;	(2962675, 2962765)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/44_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#CARD11
SIPA1	ENSG00000213445	ENSG00000213445:65417753-65417950:target	-0.209419090781;0.209419090781	0.693361639044;0.693361639044	0.933;0.067	0.714;0.286	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr11	+	65417663-65417872;65417752-65417753	65417609-65417663;65417664-65417752;65417753-65417950	;;	;;	(65417664, 65417752)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/47_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SIPA1
AKT1	ENSG00000142208	ENSG00000142208:105258935-105259059:source	-0.592347059629;-0.00165453255196;0.643408953738	0.999955366736;9.76514146968e-06;0.999990147007	0.641;0.062;0.297	0.063;0.029;0.924	t|1e1.1o1|1e2.1o1|1e3.2o2	False	False	True	3	4	0	chr14	-	105259059-105261821;105259059-105260456;105259059-105259464	105258935-105259059;105259464-105260037;105260456-105260865;105261821-105262088	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/25_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#AKT1
IQCB1	ENSG00000173226	ENSG00000173226:121500590-121500721:source	-0.611595299407;0.611595299407	0.999820243859;0.999820243859	0.665;0.335	0.068;0.932	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr3	-	121500721-121508920;121500721-121507131	121500590-121500721;121507131-121507279;121508920-121509062	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/38_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#IQCB1
AFF1	ENSG00000172493	ENSG00000172493:87869650-87869723:target	-0.334536200019;0.334536200019	0.889122258027;0.889122258027	0.435;0.565	0.086;0.914	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr4	+	87856392-87869650;87857633-87869650	87856154-87856392;87857562-87857633;87869650-87869723	;;	;;		file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/37_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#AFF1
ASXL1	ENSG00000171456	ENSG00000171456:30946155-30947137:source	-0.252833547373;3.53689463787e-07;3.53689463787e-07;-0.000115121387633;0.265728438705	0.831806296246;7.83244422185e-14;7.83244422185e-14;0.00011468681493;0.916909740677	0.680;0.025;0.025;0.223;0.095	0.421;0.025;0.025;0.221;0.354	s|1e2.1o1|2e1.2o2|2e2.1o1|3e2.1o1|i	True	True	True	4	3	1	chr20	+	30946635-30954187;30947040-30948597;30947040-30954187;30947137-30954187;30947137-30947138	30946155-30947137;30947138-30947367;30948513-30948609;30954187-30954269;30954187-30954269;30954187-30954269	;;;;;	;;;;;	(30947138, 30947367)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/37_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#ASXL1
SUZ12P1	ENSG00000264538	ENSG00000264538:29061081-29061961:source	-0.338252400735;0.338252400735	0.935252645893;0.935252645893	0.927;0.073	0.587;0.413	s|1e1.1o1|i	False	False	False	1	2	1	chr17	+	29061961-29062051;29061961-29061962	29061081-29061961;29061962-29062050;29062051-29062115	;;	;;	(29061962, 29062050)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/50_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#SUZ12P1
YTHDC2	ENSG00000047188	ENSG00000047188:112889464-112889551:target	-0.370846650635;0.370846650635	0.990252645216;0.990252645216	0.971;0.029	0.608;0.392	t|1e1.1o1|i	False	False	False	1	2	1	chr5	+	112889383-112889464;112889463-112889464	112889287-112889383;112889384-112889463;112889464-112889551	;;	;;	(112889384, 112889463)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/2_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#YTHDC2
TNFRSF25	ENSG00000215788	ENSG00000215788:6522923-6523030:target	-0.280097851052;-0.00474118730261;0.32542552077	0.840477194261;0.000292786864366;0.962395367926	0.640;0.117;0.243	0.358;0.081;0.561	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr1	-	6522726-6522923;6522723-6522923;6522922-6522923	6522689-6522726;6522689-6522726;6522727-6522922;6522923-6523030	;;;	;;;	(6522727, 6522922)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/48_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#TNFRSF25
GPS1	ENSG00000169727	ENSG00000169727:80014346-80014426:source	-0.213372471879;0.213372471879	0.674861164281;0.674861164281	0.975;0.025	0.763;0.237	s|1e1.1o1|i	False	False	False	1	2	1	chr17	+	80014426-80014505;80014426-80014427	80014346-80014426;80014427-80014504;80014505-80014648	;;	;;	(80014427, 80014504)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/37_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#GPS1
KRR1	ENSG00000111615	ENSG00000111615:75899944-75900179:source	-0.307668997122;1.75966709043e-05;0.303987299534	0.929268841892;1.9794691781e-07;0.931292383404	0.962;0.026;0.033	0.657;0.027;0.333	t|1e1.2o2|2e1.2o2|i	True	True	False	2	2	1	chr12	-	75900179-75900264;75900140-75900264;75900179-75900180	75899944-75900179;75900180-75900263;75900264-75900389;75900264-75900389	;;;	;;;	(75900180, 75900263)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/14_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#KRR1
PIM1	ENSG00000137193	ENSG00000137193:37140244-37140570:source	-0.145001617698;-0.00743083978796;0.272441694999	0.464110236001;0.0136832416554;0.789803832722	0.321;0.357;0.321	0.106;0.268;0.626	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr6	+	37140388-37140772;37140570-37140772;37140570-37140571	37140244-37140570;37140571-37140771;37140772-37140948;37140772-37140948	;;;	;;;	(37140571, 37140771)	file:///data/THelper/./voila/dpsi/TH17e_PolyAvTotal//summaries/23_Th17_e_A_Th17_e_r.deltapsi_quantify_deltapsi.html#PIM1
