#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th1_e_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
ASXL1	ENSG00000171456	ENSG00000171456:30946155-30947137:source	-0.435356140787;3.81309518373e-06;3.81309518373e-06;0.0192205673995;0.315286033697	0.999757146503;4.73320845008e-10;4.73320845008e-10;0.0158588265315;0.987217918437	0.940;0.025;0.025;0.043;0.025	0.516;0.025;0.025;0.145;0.333	s|1e2.1o1|2e1.2o2|2e2.1o1|3e2.1o1|i	True	True	True	4	3	1	chr20	+	30946635-30954187;30947040-30948597;30947040-30954187;30947137-30954187;30947137-30947138	30946155-30947137;30947138-30947367;30948513-30948609;30954187-30954269;30954187-30954269;30954187-30954269	;;;;;	;;;;;	(30947138, 30947367)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/45_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ASXL1
ASXL1	ENSG00000171456	ENSG00000171456:31019124-31019287:target	0.306821788253;-0.315688739785;0.000276963640896	0.91414140165;0.921176271144;1.03258886065e-06	0.202;0.762;0.036	0.510;0.445;0.044	t|1e1.1o1|1e2.2o2|1e3.1o1	False	False	True	3	4	1	chr20	+	31017234-31019124;31017856-31019124;31018979-31019124	31017141-31017234;31017704-31017856;31018665-31018979;31019124-31019287	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/45_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ASXL1
ASXL1	ENSG00000171456	ENSG00000171456:31017141-31017234:source	-0.203441210951;0.286981622055;-0.00986347600785	0.673688019218;0.813390768496;0.0214432218323	0.249;0.326;0.425	0.034;0.641;0.329	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr20	+	31017234-31017704;31017234-31019124;31017234-31017235	31017141-31017234;31017235-31017703;31017704-31017856;31019124-31019287	;;;	;;;	(31017235, 31017703)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/45_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ASXL1
SUZ12P1	ENSG00000264538	ENSG00000264538:29062051-29062115:target	-0.271031908996;0.271031908996	0.867894216954;0.867894216954	0.951;0.049	0.678;0.322	t|1e1.1o1|i	False	False	False	1	2	1	chr17	+	29061961-29062051;29062050-29062051	29061081-29061961;29061962-29062050;29062051-29062115	;;	;;	(29061962, 29062050)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/61_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SUZ12P1
SUZ12P1	ENSG00000264538	ENSG00000264538:29061081-29061961:source	-0.379652765278;0.379652765278	0.992290571505;0.992290571505	0.925;0.075	0.555;0.445	s|1e1.1o1|i	False	False	False	1	2	1	chr17	+	29061961-29062051;29061961-29061962	29061081-29061961;29061962-29062050;29062051-29062115	;;	;;	(29061962, 29062050)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/61_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SUZ12P1
FRMD4B	ENSG00000114541	ENSG00000114541:69244173-69244292:source	-0.226693260576;0.226693260576	0.773148071995;0.773148071995	0.969;0.031	0.743;0.257	t|1e1.2o2|i	False	False	False	1	2	1	chr3	-	69244292-69244382;69244292-69244293	69244173-69244292;69244293-69244381;69244382-69244515	;;	;;	(69244293, 69244381)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/17_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#FRMD4B
U47924.6	ENSG00000240370	ENSG00000240370:6992868-6993083:source	-0.581074469739;0.581074469739	0.995327888007;0.995327888007	0.688;0.312	0.120;0.880	s|1e1.2o2|i	False	False	False	1	2	1	chr12	+	6993083-6993535;6993083-6993084	6992868-6993083;6993084-6993159;6993160-6993905	;;	;;	(6993084, 6993159)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/59_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#U47924.6
FBXW7	ENSG00000109670	ENSG00000109670:153332312-153333030:source	-0.509237006695;0.509237006695	0.991713876013;0.991713876013	0.693;0.307	0.194;0.806	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr4	-	153333024-153456093;153333024-153333632	153332312-153333030;153333632-153333758;153456093-153456185	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/14_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#FBXW7
QSOX1	ENSG00000116260	ENSG00000116260:180165397-180165734:source	0.536764853155;-0.536764853155	0.998397244476;0.998397244476	0.250;0.750	0.773;0.227	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	180165734-180166468;180165734-180165735	180165397-180165734;180165735-180165816;180166468-180173165	;;	;;	(180165735, 180165816)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/18_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#QSOX1
TNFRSF25	ENSG00000215788	ENSG00000215788:6522923-6523030:target	-0.23673056109;-0.0195046192332;0.332714053831	0.73895985528;0.00206911494365;0.946015654052	0.512;0.115;0.373	0.260;0.038;0.701	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr1	-	6522726-6522923;6522723-6522923;6522922-6522923	6522689-6522726;6522689-6522726;6522727-6522922;6522923-6523030	;;;	;;;	(6522727, 6522922)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/57_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TNFRSF25
ENSG00000215621	ENSG00000215621	ENSG00000215621:79781085-79781187:target	-0.276884188793;0.276884188793	0.956701921687;0.956701921687	0.309;0.691	0.038;0.962	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	79780783-79781085;79781084-79781085	79780293-79780783;79780784-79781084;79781085-79781187	;;	;;	(79780784, 79781084)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/57_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ENSG00000215621
NR2C2	ENSG00000177463	ENSG00000177463:15055096-15055681:target	-0.414774459972;0.414774459972	0.993964035271;0.993964035271	0.948;0.052	0.543;0.457	t|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr3	+	15045493-15055096;15046120-15055096	15045383-15045493;15046051-15046120;15055096-15055681	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/48_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#NR2C2
KRR1	ENSG00000111615	ENSG00000111615:75899944-75900179:source	-0.420274856905;1.81740939477e-05;0.411949871564	0.99886050528;1.8563377051e-07;0.998682343471	0.973;0.026;0.025	0.564;0.027;0.427	t|1e1.2o2|2e1.2o2|i	True	True	False	2	2	1	chr12	-	75900179-75900264;75900140-75900264;75900179-75900180	75899944-75900179;75900180-75900263;75900264-75900389;75900264-75900389	;;;	;;;	(75900180, 75900263)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/15_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#KRR1
KRR1	ENSG00000111615	ENSG00000111615:75900264-75900389:target	-0.39904201724;1.12714686276e-05;0.397526989088	0.984006435611;4.33974508243e-08;0.984287410296	0.868;0.026;0.125	0.477;0.026;0.515	s|1e0|2e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr12	-	75900179-75900264;75900140-75900264;75900263-75900264	75899944-75900179;75899944-75900179;75900180-75900263;75900264-75900389	;;;	;;;	(75900180, 75900263)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/15_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#KRR1
RPAIN	ENSG00000129197	ENSG00000129197:5326089-5326389:source	-0.210429110506;-0.0844873093727;8.92530778167e-06;0.391056174074	0.645222332642;0.0361963975526;6.33973159185e-09;0.978407015553	0.499;0.133;0.025;0.365	0.241;0.025;0.025;0.749	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e0	True	False	True	4	5	0	chr17	+	5326149-5329291;5326149-5329556;5326149-5331391;5326149-5335862	5326089-5326389;5329291-5329402;5329556-5329619;5331391-5334804;5335862-5336196	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/22_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RPAIN
FOXM1	ENSG00000111206	ENSG00000111206:2983143-2983691:target	0.229290834775;-0.325046975253;0.000829180191079	0.651145423121;0.863234168228;9.33037997578e-05	0.445;0.551;0.025	0.745;0.203;0.054	s|1e1.1o2|1e1.2o2|1e2.1o2	False	True	True	3	3	1	chr12	-	2981413-2983143;2981410-2983143;2977920-2983143	2977397-2977920;2981262-2981413;2981262-2981413;2983143-2983691	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/15_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#FOXM1
XIST	ENSG00000229807	ENSG00000229807:73045950-73046290:target	1.38262195996e-08;-0.0917121198497;-0.103466425019;0.261205367406	2.9325463584e-18;0.102196800103;0.143404224106;0.914772391873	0.025;0.219;0.234;0.546	0.025;0.095;0.102;0.801	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chrX	-	73042068-73045950;73042051-73045950;73040864-73045950;73045949-73045950	73040486-73040864;73041906-73042068;73041906-73042068;73042069-73045949;73045950-73046290	;;;;	;;;;	(73042069, 73045949)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/58_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#XIST
MMS19	ENSG00000155229	ENSG00000155229:99228723-99229305:source	-0.00126137388454;-0.000869221992901;-0.092100260028;0.290378490181	1.27433412417e-05;5.31153700049e-06;0.272333900921;0.831999525986	0.056;0.050;0.765;0.128	0.026;0.026;0.546;0.440	t|1e1.3o3|2e1.3o3|3e1.3o3|i	True	True	False	3	2	1	chr10	-	99229305-99229403;99228883-99229403;99228861-99229403;99229305-99229306	99228723-99229305;99229306-99229402;99229403-99229480;99229403-99229480;99229403-99229480	;;;;	;;;;	(99229306, 99229402)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/36_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MMS19
MMS19	ENSG00000155229	ENSG00000155229:99219119-99219283:target	-0.211000036349;0.211000036349	0.666723608878;0.666723608878	0.924;0.076	0.678;0.322	s|1e1.1o1|i	False	False	False	1	2	1	chr10	-	99219039-99219119;99219118-99219119	99218980-99219039;99219040-99219118;99219119-99219283	;;	;;	(99219040, 99219118)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/36_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MMS19
MMS19	ENSG00000155229	ENSG00000155229:99218081-99218476:source	-0.328626090999;3.13332890169e-06;0.32715990486	0.981548744682;4.94357371909e-11;0.981193210473	0.916;0.025;0.081	0.595;0.025;0.400	t|1e1.2o2|2e1.1o2|i	True	True	False	2	2	1	chr10	-	99218476-99218557;99218475-99218563;99218476-99218477	99218081-99218476;99218477-99218556;99218557-99218657;99218557-99218657	;;;	;;;	(99218477, 99218556)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/36_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MMS19
MMS19	ENSG00000155229	ENSG00000155229:99218980-99219039:source	1.94332040391e-05;-0.33952822203;0.331403432038	7.30620689431e-08;0.984758117045;0.980814852984	0.025;0.974;0.025	0.026;0.643;0.348	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr10	-	99219039-99219416;99219039-99219119;99219039-99219040	99218980-99219039;99219040-99219118;99219119-99219283;99219416-99219498	;;;	;;;	(99219040, 99219118)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/36_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MMS19
MMS19	ENSG00000155229	ENSG00000155229:99218557-99218657:target	5.93337545289e-06;-0.284257814826;0.28096909237	4.60165920863e-10;0.947481659014;0.945378025329	0.025;0.966;0.031	0.025;0.689;0.306	s|1e1.2o2|2e1.1o2|i	True	True	False	2	2	1	chr10	-	99218475-99218563;99218476-99218557;99218556-99218557	99218081-99218476;99218081-99218476;99218477-99218556;99218557-99218657	;;;	;;;	(99218477, 99218556)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/36_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MMS19
STX17	ENSG00000136874	ENSG00000136874:102722199-102722314:source	-0.249371988245;0.249371988245	0.738617847082;0.738617847082	0.950;0.050	0.661;0.339	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr9	+	102722314-102722387;102722314-102722315	102722199-102722314;102722315-102722386;102722387-102722437	;;	;;	(102722315, 102722386)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/28_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#STX17
SRPK2	ENSG00000135250	ENSG00000135250:104844141-104844232:source	-0.480473978153;0.477497626671;2.52064398345e-05	0.982096968915;0.980622817522;1.92169741441e-06	0.709;0.282;0.027	0.236;0.753;0.028	t|1e1.1o1|1e2.1o1|1e3.1o1|2e0	False	True	True	3	4	0	chr7	-	104844232-105029095;104844232-104909253;104844232-104846848	104844141-104844232;104846848-104846976;104909253-104909462;105029095-105029149	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/26_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SRPK2
HMGN2	ENSG00000198830	ENSG00000198830:26801604-26802463:target	-0.54086517676;0.54086517676	0.999993342101;0.999993342101	0.559;0.441	0.032;0.968	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	26801158-26801604;26801603-26801604	26801063-26801158;26801159-26801603;26801604-26802463	;;	;;	(26801159, 26801603)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/54_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#HMGN2
UBE3A	ENSG00000114062	ENSG00000114062:25654235-25654354:target	0.423933730023;-0.423933730023	0.9709027413;0.9709027413	0.121;0.879	0.542;0.458	s|1e1.1o2|1e2.2o2	False	False	True	2	3	0	chr15	-	25653831-25654235;25650649-25654235	25650608-25650653;25653719-25653831;25654235-25654354	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/16_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#UBE3A
DENND4B	ENSG00000198837	ENSG00000198837:153905337-153905641:target	-0.30712513167;0.30712513167	0.894006565882;0.894006565882	0.826;0.174	0.513;0.487	s|1e0|1e1.1o2|i	False	False	False	1	2	1	chr1	-	153905253-153905337;153905336-153905337	153905015-153905253;153905254-153905336;153905337-153905641	;;	;;	(153905254, 153905336)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/54_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#DENND4B
OPA1	ENSG00000198836	ENSG00000198836:193336616-193336726:target	0.00152481175013;-0.240139751716;0.204846848938	3.28496882868e-05;0.740022695781;0.654392369334	0.057;0.808;0.135	0.086;0.536;0.378	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	0	chr3	+	193333559-193336658;193335074-193336658;193335626-193336658	193333463-193333559;193334967-193335074;193335573-193335626;193336616-193336726	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/54_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#OPA1
RELA	ENSG00000173039	ENSG00000173039:65429650-65429818:target	-0.465656967785;5.25503019011e-05;0.457091432782	0.999245711961;8.29892859048e-07;0.999095124864	0.963;0.025;0.034	0.509;0.028;0.479	s|1e1.1o1|1e2.2o3|i	False	False	True	2	3	1	chr11	-	65429559-65429650;65429306-65429650;65429649-65429650	65428879-65429339;65429408-65429559;65429560-65429649;65429650-65429818	;;;	;;;	(65429560, 65429649)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/46_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RELA
RELA	ENSG00000173039	ENSG00000173039:65426073-65426293:target	-0.294391825669;4.01731551612e-05;0.284297408124	0.932845581186;3.06694107331e-07;0.914039063939	0.975;0.025;0.025	0.687;0.027;0.303	s|1e0|2e0|3e0|4e0|4e1.1o1|4e2.1o1|5e0|i	True	False	True	2	3	1	chr11	-	65425970-65426189;65425788-65426189;65426072-65426073	65425758-65425788;65425901-65425970;65425971-65426072;65426073-65426293	;;;	;;;	(65425971, 65426072)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/46_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RELA
TNIK	ENSG00000154310	ENSG00000154310:170855980-170856168:target	-0.277546920941;0.277546920941	0.932096460842;0.932096460842	0.962;0.038	0.690;0.310	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	170846667-170855980;170843940-170855980	170843701-170843940;170846503-170846667;170855980-170856168	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/35_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TNIK
TNIK	ENSG00000154310	ENSG00000154310:170843701-170843940:source	0.305282445793;-0.305282445793	0.957571849915;0.957571849915	0.041;0.959	0.341;0.659	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	170843940-170855980;170843940-170846503	170843701-170843940;170846503-170846667;170855980-170856168	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/35_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TNIK
MRPL38	ENSG00000204316	ENSG00000204316:73897264-73897598:source	-0.375436697361;0.375436697361	0.964683125947;0.964683125947	0.830;0.170	0.459;0.541	t|1e0|2e0|3e1.3o5|i	False	True	False	1	2	1	chr17	-	73897354-73897793;73897598-73897599	73897264-73897598;73897599-73897635;73897636-73898001	;;	;;	(73897599, 73897635)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/55_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MRPL38
GATC	ENSG00000257218	ENSG00000257218:120894879-120894982:target	0.244908347768;-0.244908347768	0.803563808929;0.803563808929	0.720;0.280	0.971;0.029	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	+	120884632-120894879;120892833-120894879	120884380-120884632;120892736-120892833;120894879-120894982	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/60_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#GATC
ILKAP	ENSG00000132323	ENSG00000132323:239102916-239102972:source	-0.490439354393;-0.0477882074453;0.000846705078047;0.59744655607	0.990689343029;0.035860497506;0.00034495539232;0.999918925832	0.748;0.136;0.044;0.071	0.268;0.028;0.069;0.653	t|1e1.1o2|1e1.2o2|1e2.1o2|i	True	False	True	3	3	1	chr2	-	239102972-239103446;239102972-239103423;239102972-239103296;239102972-239102973	239102916-239102972;239102973-239103049;239103050-239103343;239103423-239103511;239103423-239103511	;;;;	;;;;	(239102973, 239103049)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/24_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ILKAP
MTMR14	ENSG00000163719	ENSG00000163719:9731648-9731827:source	0.233069882597;1.60191137722e-05;-0.239836714427	0.699408598888;2.1200300425e-08;0.71769895567	0.415;0.025;0.581	0.694;0.026;0.299	s|1e1.1o2|1e1.2o2|1e2.2o2	False	True	True	3	3	1	chr3	+	9731827-9739395;9731827-9739436;9731827-9743474	9731648-9731827;9739395-9739550;9739395-9739550;9741111-9744077	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/39_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MTMR14
MED12	ENSG00000184634	ENSG00000184634:70357037-70357242:source	-0.228314166533;9.81491050854e-05;0.20473096588	0.619223326605;1.38843079808e-05;0.559815396735	0.477;0.026;0.516	0.159;0.031;0.825	s|1e1.1o2|1e1.2o2|2e1.1o2	True	True	False	3	2	0	chrX	+	70357233-70357408;70357233-70357411;70357242-70357408	70357037-70357242;70357408-70357485;70357408-70357485;70357408-70357485	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/50_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MED12
U2SURP	ENSG00000163714	ENSG00000163714:142740315-142740427:target	4.31282384766e-05;-0.14926553802;0.22176601888	0.0019646111215;0.445291806268;0.733479985102	0.176;0.818;0.026	0.176;0.578;0.245	t|1e1.1o2|1e1.2o2|i	True	False	False	2	2	1	chr3	+	142740224-142740315;142740227-142740315;142740314-142740315	142740192-142740227;142740192-142740227;142740228-142740314;142740315-142740427	;;;	;;;	(142740228, 142740314)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/39_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#U2SURP
ADGRE5	ENSG00000123146	ENSG00000123146:14507062-14507285:source	0.504967242827;-0.504967242827	0.999096588674;0.999096588674	0.425;0.575	0.917;0.083	s|1e1.1o1|1e2.3o4	False	False	True	2	3	0	chr19	+	14507285-14507889;14507285-14508470	14507062-14507285;14507889-14508182;14508226-14508616	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/20_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ADGRE5
PRPF40B	ENSG00000110844	ENSG00000110844:50037644-50037787:source	-0.37139342888;0.37139342888	0.938079859901;0.938079859901	0.455;0.545	0.079;0.921	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr12	+	50037787-50037883;50037787-50037788	50037644-50037787;50037788-50037882;50037883-50038449	;;	;;	(50037788, 50037882)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/15_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PRPF40B
B4GALT3	ENSG00000158850	ENSG00000158850:161146224-161146369:source	0.377621194084;1.09728517604e-05;-0.153106171954;-0.00593116096508;1.09728517604e-05;-0.0116561732067	0.928376301612;2.09216723248e-07;0.390524087749;0.00119792378819;2.09216723248e-07;0.0253558426286	0.418;0.025;0.197;0.090;0.025;0.288	0.803;0.026;0.026;0.026;0.026;0.176	t|1e1.1o1|1e2.1o2|1e2.2o2|2e1.1o1|2e3.1o1|i	True	True	True	5	4	1	chr1	-	161146369-161147213;161146369-161146848;161146369-161146702;161146298-161147213;161146298-161146403;161146369-161146370	161146224-161146369;161146370-161146402;161146403-161146527;161146702-161147210;161146702-161147210;161147213-161147287;161147213-161147287	;;;;;;	;;;;;;	(161146370, 161146402)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/37_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#B4GALT3
ANKRD49	ENSG00000168876	ENSG00000168876:94229766-94230427:source	2.44504165791e-06;-0.000125184503661;0.462219670194;2.44504165791e-06;0.000213987545051;-0.0164562052357;2.44504165791e-06;-0.363715974718	6.77274891008e-09;1.56825101918e-07;0.996909561341;6.77274891008e-09;1.22840012481e-06;0.0093941481785;6.77274891008e-09;0.967653780071	0.025;0.030;0.364;0.025;0.025;0.127;0.025;0.476	0.025;0.025;0.815;0.025;0.034;0.034;0.025;0.117	s|1e2.1o1|2e1.2o2|2e2.1o1|3e0|4e2.1o1|5e2.1o1|6e2.1o1|7e2.1o1|i	True	True	True	7	3	1	chr11	+	94229994-94231237;94230117-94231068;94230117-94231237;94230222-94231237;94230243-94231237;94230284-94231237;94230427-94231237;94230427-94230428	94229766-94230427;94230428-94230488;94230489-94231130;94231237-94232749;94231237-94232749;94231237-94232749;94231237-94232749;94231237-94232749;94231237-94232749	;;;;;;;;	;;;;;;;;	(94230428, 94230488)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/43_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ANKRD49
TBC1D1	ENSG00000065882	ENSG00000065882:38016130-38016594:target	0.309003463932;-0.312145180309;1.37931356069e-05	0.815125288188;0.821354866087;1.52812938261e-07	0.327;0.666;0.026	0.670;0.322;0.026	t|1e1.2o2|1e2.1o1|1e3.1o1|2e0	False	True	True	3	4	1	chr4	+	37904133-38016130;37979150-38016130;37987950-38016130	37903624-37904133;37978931-37979150;37987940-37987950;38016130-38016594	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/3_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TBC1D1
ITPR1	ENSG00000150995	ENSG00000150995:4808214-4808394:source	-0.300840050694;0.300840050694	0.911952104542;0.911952104542	0.321;0.679	0.026;0.974	s|1e1.2o3|2e1.3o3	True	True	False	2	2	1	chr3	+	4808393-4810193;4808394-4810195	4808214-4808394;4809951-4810448;4809951-4810448	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/34_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ITPR1
UROS	ENSG00000188690	ENSG00000188690:127483449-127483796:target	-0.00698781993825;-0.00239536375789;0.382863774423;-0.178098158293	0.000330778111914;2.28568419651e-05;0.989364175564;0.526066236193	0.085;0.066;0.025;0.846	0.027;0.027;0.398;0.586	s|1e0|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o1	True	True	True	4	4	0	chr10	-	127482957-127483449;127478097-127483449;127477932-127483449;127477574-127483449	127477146-127477574;127477852-127478097;127477852-127478097;127482224-127482957;127483449-127483796	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/51_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#UROS
DDIT4	ENSG00000168209	ENSG00000168209:74033915-74034393:target	-0.207967595817;0.207967595817	0.723328705154;0.723328705154	0.921;0.079	0.716;0.284	t|1e1.1o1|i	False	False	False	1	2	1	chr10	+	74033818-74033915;74033914-74033915	74033678-74033818;74033819-74033914;74033915-74034393	;;	;;	(74033819, 74033914)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/42_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#DDIT4
ARFIP2	ENSG00000132254	ENSG00000132254:6500370-6500488:source	0.234441303205;-3.88004381966e-05;-0.220149895332	0.812206305205;4.75072955052e-08;0.767402280822	0.718;0.028;0.262	0.958;0.026;0.036	t|1e1.1o3|2e1.1o3|i	True	True	False	2	2	1	chr11	-	6500488-6501202;6500440-6501202;6500488-6500489	6500370-6500488;6500489-6500535;6500536-6501298;6500536-6501298	;;;	;;;	(6500489, 6500535)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/24_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ARFIP2
